	merge_cluster																															
CNAG_02587_2	1294286	1294286	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	3.00	3.00	1.00	5.00	1.00	1.00	1.00	4.00	3.00	2.00	2.00	0	0	0	0	0	0	
CNAG_02587_3	1294451	1294451	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02587_4	1297477	1297477	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02588_1	1290060	1290071	12	utr3E	12.00	13.00	17.00	14.00	34.00	29.00	9.00	2.00	10.00	2.00	1.00	6.00	1.00	2.00	1.00	6.00	7.00	6.00	2.00	3.00	3.00	4.00	2.00	4.00	13.00	24.00	21.00	
CNAG_02588_2	1290071	1290071	1	utr3E	12.00	13.00	17.00	0	0	0	9.00	2.00	10.00	2.00	1.00	6.00	1.00	2.00	1.00	0	0	0	2.00	3.00	3.00	4.00	2.00	4.00	0	0	0	
CNAG_02590_1	1283896	1283917	22	utr3E	101.00	99.00	69.00	53.00	96.00	57.00	13.00	6.00	7.00	15.00	13.00	22.00	14.00	25.00	10.00	8.00	17.00	31.00	19.00	18.00	11.00	0	0	0	44.00	81.00	30.00	
CNAG_02593_1	1276907	1276912	6	utr3E	20.00	40.00	21.00	56.00	72.00	38.00	6.00	2.00	4.00	7.00	20.00	13.00	11.00	15.00	6.00	7.00	5.00	12.00	8.00	6.00	7.00	25.00	13.00	36.00	17.00	24.00	16.00	
CNAG_02594_1	1272388	1272388	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02594_2	1272390	1272393	4	utr3E	11.00	7.00	6.00	12.00	15.00	5.00	3.00	4.00	6.00	2.00	2.00	2.00	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_02594_3	1274205	1274205	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02597_1	1265186	1265186	1	utr3E	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	1.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_02597_2	1265214	1265251	38	utr3E	15.00	12.00	15.00	35.00	63.00	42.00	3.00	3.00	4.00	2.00	6.00	5.00	0	0	0	3.00	6.00	4.00	3.00	2.00	3.00	6.00	2.00	4.00	6.00	4.00	4.00	
CNAG_02597_3	1265329	1265329	1	utr3E	2.00	3.00	5.00	7.00	5.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNAG_02598_1	1262724	1262724	1	utr3E	4.00	5.00	4.00	5.00	7.00	6.00	1.00	2.00	1.00	1.00	1.00	2.00	2.00	4.00	1.00	2.00	1.00	8.00	0	0	0	0	0	0	1.00	5.00	5.00	
CNAG_02600_1	1258631	1258631	1	utr3E	0	0	0	0	0	0	6.00	1.00	2.00	1.00	3.00	3.00	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_02600_2	1258683	1258683	1	utr3E	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02600_3	1258694	1258694	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	
CNAG_02602_1	1255043	1255044	2	utr3E	5.00	8.00	11.00	22.00	37.00	15.00	0	0	0	4.00	7.00	14.00	0	0	0	4.00	8.00	18.00	5.00	7.00	6.00	9.00	5.00	7.00	4.00	9.00	9.00	
CNAG_02602_2	1255105	1255107	3	utr3E	3.00	1.00	2.00	4.00	9.00	3.00	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_02602_3	1257002	1257002	1	utr5E	0	0	0	2.00	5.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02606_1	1242678	1242699	22	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02606_2	1242702	1242702	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_02654_1	1111315	1111382	68	utr3E	17.00	19.00	21.00	44.00	59.00	28.00	35.00	11.00	27.00	10.00	12.00	17.00	14.00	24.00	9.00	19.00	18.00	33.00	5.00	7.00	6.00	0	0	0	10.00	19.00	21.00	
CNAG_02654_2	1114710	1114710	1	cdsE	3.00	3.00	3.00	2.00	10.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02654_3	1118023	1118026	4	cdsE	5.00	2.00	1.00	5.00	7.00	5.00	0	0	0	0	0	0	6.00	3.00	2.00	0	0	0	0	0	0	0	0	0	6.00	5.00	8.00	
CNAG_02655_1	1109823	1109834	12	utr3E	122.00	88.00	77.00	170.00	166.00	83.00	92.00	34.00	43.00	95.00	93.00	117.00	41.00	60.00	29.00	63.00	54.00	147.00	52.00	66.00	63.00	65.00	75.00	82.00	55.00	100.00	63.00	
CNAG_02658_1	1098652	1098658	7	utr3E	2.00	3.00	2.00	5.00	14.00	3.00	31.00	4.00	17.00	15.00	16.00	27.00	49.00	77.00	24.00	20.00	23.00	52.00	42.00	66.00	51.00	29.00	22.00	63.00	62.00	69.00	49.00	
CNAG_02658_2	1098861	1098861	1	utr3E	9.00	6.00	11.00	7.00	4.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02658_3	1098923	1098923	1	utr3E	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02659_1	1096381	1096386	6	utr3E	53.00	78.00	73.00	13.00	13.00	10.00	10.00	1.00	4.00	11.00	13.00	15.00	0	0	0	0	0	0	7.00	6.00	4.00	15.00	8.00	10.00	25.00	55.00	41.00	
CNAG_02662_1	1087036	1087060	25	utr3E	1.00	6.00	3.00	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	3.00	3.00	0	0	0	
CNAG_02662_2	1087170	1087194	25	utr3E	31.00	32.00	43.00	103.00	161.00	96.00	17.00	6.00	16.00	12.00	13.00	16.00	12.00	14.00	4.00	3.00	7.00	12.00	8.00	12.00	7.00	18.00	11.00	21.00	10.00	6.00	7.00	
CNAG_02662_3	1089705	1089705	1	cdsE	2.00	5.00	10.00	14.00	21.00	10.00	0	0	0	4.00	3.00	8.00	6.00	6.00	1.00	2.00	2.00	3.00	5.00	2.00	5.00	9.00	5.00	5.00	3.00	6.00	4.00	
CNAG_02664_1	1080247	1080247	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02664_2	1081222	1081266	45	utr3E	1.00	1.00	3.00	21.00	26.00	15.00	4.00	2.00	3.00	4.00	5.00	10.00	3.00	4.00	2.00	8.00	5.00	12.00	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_02670_1	1067055	1067065	11	utr3E	52.00	35.00	58.00	159.00	301.00	210.00	54.00	9.00	31.00	21.00	27.00	44.00	5.00	16.00	6.00	24.00	22.00	71.00	22.00	17.00	19.00	5.00	4.00	1.00	12.00	21.00	10.00	
CNAG_02671_1	1063809	1063822	14	utr3E	434.00	451.00	300.00	531.00	741.00	471.00	652.00	142.00	422.00	329.00	299.00	384.00	134.00	162.00	80.00	206.00	190.00	599.00	171.00	171.00	113.00	100.00	75.00	106.00	221.00	463.00	237.00	
CNAG_02671_2	1064046	1064050	5	cdsE	24.00	25.00	31.00	54.00	65.00	36.00	14.00	8.00	14.00	4.00	6.00	5.00	0	0	0	0	0	0	3.00	13.00	2.00	3.00	4.00	3.00	10.00	9.00	7.00	
CNAG_02671_3	1065669	1065691	23	cdsE	16.00	10.00	12.00	44.00	72.00	39.00	8.00	9.00	7.00	3.00	7.00	10.00	2.00	1.00	4.00	4.00	3.00	7.00	5.00	2.00	4.00	2.00	2.00	1.00	6.00	6.00	4.00	
CNAG_02672_1	1061467	1061505	39	utr3E	15.00	32.00	24.00	64.00	94.00	76.00	53.00	11.00	41.00	13.00	15.00	18.00	8.00	7.00	7.00	23.00	16.00	42.00	12.00	8.00	8.00	65.00	38.00	87.00	35.00	51.00	29.00	
CNAG_02674_1	1057603	1057603	1	utr3E	1.00	1.00	1.00	20.00	18.00	15.00	0	0	0	9.00	5.00	15.00	1.00	6.00	2.00	4.00	4.00	12.00	0	0	0	2.00	2.00	2.00	3.00	2.00	2.00	
CNAG_02675_1	1052733	1052792	60	utr3E	14.00	16.00	9.00	137.00	192.00	97.00	24.00	5.00	19.00	14.00	16.00	32.00	5.00	2.00	2.00	19.00	16.00	44.00	5.00	11.00	17.00	0	0	0	10.00	7.00	6.00	
CNAG_02678_1	1046503	1046553	51	utr3E	127.00	147.00	97.00	0	0	0	108.00	25.00	81.00	44.00	37.00	65.00	20.00	24.00	20.00	27.00	39.00	101.00	29.00	30.00	37.00	12.00	9.00	10.00	34.00	100.00	57.00	
CNAG_02678_2	1046746	1046747	2	cdsE	1.00	4.00	2.00	9.00	5.00	12.00	10.00	1.00	4.00	5.00	4.00	3.00	0	0	0	4.00	3.00	5.00	1.00	2.00	2.00	3.00	1.00	3.00	11.00	9.00	7.00	
CNAG_02680_1	1038105	1038105	1	utr3E	3.00	3.00	2.00	5.00	17.00	4.00	0	0	0	3.00	3.00	2.00	0	0	0	2.00	2.00	3.00	2.00	1.00	3.00	0	0	0	1.00	2.00	1.00	
CNAG_02680_2	1038157	1038157	1	utr3E	4.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_02681_1	1035566	1035566	1	utr3E	4.00	3.00	3.00	8.00	7.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	3.00	1.00	1.00	1.00	2.00	3.00	2.00	
CNAG_02681_2	1035642	1035675	34	utr3E	42.00	31.00	37.00	24.00	30.00	22.00	12.00	6.00	4.00	10.00	7.00	12.00	3.00	5.00	4.00	7.00	5.00	24.00	11.00	9.00	19.00	34.00	21.00	24.00	20.00	42.00	20.00	
CNAG_02683_1	1028424	1028507	84	utr3E	2.00	4.00	3.00	16.00	33.00	15.00	13.00	2.00	4.00	15.00	11.00	15.00	3.00	10.00	6.00	10.00	13.00	22.00	3.00	6.00	4.00	4.00	2.00	2.00	9.00	11.00	9.00	
CNAG_02683_2	1031312	1031313	2	utr5E	0	0	0	3.00	2.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02685_1	1019023	1019072	50	utr3E	199.00	185.00	176.00	0	0	0	27.00	5.00	12.00	25.00	50.00	41.00	30.00	54.00	17.00	22.00	22.00	46.00	56.00	80.00	46.00	316.00	263.00	323.00	88.00	179.00	87.00	
CNAG_02685_2	1021166	1021172	7	utr5E	0	0	0	0	0	0	6.00	2.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02686_1	1015621	1015628	8	utr3E	36.00	32.00	49.00	83.00	166.00	75.00	307.00	74.00	208.00	231.00	258.00	414.00	127.00	169.00	73.00	173.00	143.00	342.00	151.00	149.00	152.00	24.00	19.00	56.00	160.00	266.00	107.00	
CNAG_02686_2	1015704	1015731	28	utr3E	9.00	15.00	20.00	9.00	11.00	18.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	2.00	
CNAG_02688_1	1012350	1012350	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	4.00	1.00	
CNAG_02688_2	1012648	1012648	1	utr3E	0	0	0	10.00	8.00	5.00	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	7.00	3.00	2.00	5.00	1.00	1.00	
CNAG_02688_3	1012875	1012875	1	utr3E	32.00	38.00	23.00	30.00	26.00	24.00	21.00	2.00	4.00	9.00	10.00	16.00	8.00	22.00	3.00	5.00	4.00	15.00	11.00	11.00	10.00	0	0	0	4.00	17.00	4.00	
CNAG_02688_4	1013053	1013066	14	cdsE	2.00	3.00	1.00	0	0	0	8.00	2.00	2.00	0	0	0	2.00	2.00	1.00	0	0	0	1.00	5.00	7.00	0	0	0	0	0	0	
CNAG_02692_1	1004269	1004366	98	utr3E	330.00	357.00	307.00	1017.00	1453.00	928.00	261.00	73.00	144.00	111.00	179.00	234.00	26.00	39.00	15.00	127.00	106.00	248.00	55.00	72.00	52.00	48.00	47.00	46.00	15.00	22.00	19.00	
CNAG_02694_1	999435	999435	1	utr3E	5.00	6.00	6.00	1.00	11.00	8.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	2.00	1.00	6.00	0	0	0	
CNAG_02694_2	1002399	1002405	7	utr5E	4.00	6.00	8.00	14.00	16.00	13.00	4.00	3.00	9.00	3.00	2.00	4.00	3.00	7.00	5.00	0	0	0	3.00	3.00	9.00	2.00	2.00	4.00	0	0	0	
CNAG_02696_1	989803	989849	47	utr3E	114.00	121.00	93.00	107.00	151.00	78.00	48.00	7.00	24.00	19.00	22.00	27.00	11.00	19.00	7.00	14.00	9.00	44.00	14.00	28.00	19.00	16.00	12.00	11.00	21.00	32.00	15.00	
CNAG_02697_1	987512	987513	2	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02697_2	987516	987516	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_02697_3	987674	987674	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	1.00	1.00	1.00	
CNAG_02698_1	982720	982782	63	utr3E	7.00	9.00	11.00	32.00	63.00	43.00	35.00	11.00	30.00	18.00	16.00	21.00	12.00	12.00	5.00	20.00	11.00	30.00	8.00	9.00	8.00	3.00	5.00	6.00	6.00	8.00	9.00	
CNAG_02698_2	984637	984637	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	3.00	1.00	
CNAG_02700_1	971004	971090	87	utr3E	77.00	81.00	52.00	92.00	107.00	80.00	96.00	24.00	43.00	37.00	39.00	59.00	23.00	23.00	10.00	29.00	27.00	61.00	20.00	26.00	23.00	8.00	3.00	8.00	26.00	47.00	14.00	
CNAG_02700_2	973981	973993	13	cdsE	9.00	6.00	5.00	14.00	18.00	12.00	9.00	2.00	7.00	5.00	6.00	7.00	1.00	4.00	1.00	4.00	2.00	9.00	0	0	0	0	0	0	2.00	1.00	3.00	
CNAG_02701_1	968151	968174	24	utr3E	4.00	3.00	1.00	87.00	117.00	88.00	0	0	0	10.00	21.00	35.00	0	0	0	1.00	5.00	7.00	0	0	0	60.00	36.00	45.00	3.00	17.00	12.00	
CNAG_02701_2	968344	968362	19	cdsE	0	0	0	2.00	3.00	5.00	0	0	0	13.00	38.00	27.00	0	0	0	5.00	6.00	22.00	0	0	0	69.00	78.00	86.00	15.00	55.00	67.00	
CNAG_02701_3	968835	968850	16	cdsE	5.00	3.00	1.00	29.00	35.00	29.00	0	0	0	1.00	4.00	4.00	0	0	0	0	0	0	0	0	0	24.00	30.00	32.00	5.00	22.00	18.00	
CNAG_02701_4	970446	970446	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02703_1	960263	960274	12	utr3E	21.00	15.00	21.00	0	0	0	20.00	4.00	15.00	12.00	12.00	16.00	14.00	15.00	7.00	12.00	17.00	26.00	4.00	7.00	10.00	10.00	8.00	19.00	10.00	22.00	17.00	
CNAG_02703_2	960562	960567	6	cdsE	10.00	18.00	18.00	40.00	52.00	40.00	19.00	4.00	6.00	6.00	3.00	15.00	3.00	11.00	3.00	7.00	7.00	12.00	9.00	10.00	11.00	11.00	10.00	12.00	17.00	15.00	14.00	
CNAG_02703_3	960567	960567	1	cdsE	10.00	18.00	18.00	0	0	0	19.00	4.00	6.00	6.00	3.00	15.00	3.00	11.00	3.00	7.00	7.00	12.00	9.00	10.00	11.00	11.00	10.00	12.00	17.00	15.00	14.00	
CNAG_02703_4	963543	963543	1	cdsE	2.00	2.00	4.00	6.00	7.00	10.00	5.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	3.00	5.00	
CNAG_02705_1	953700	953700	1	utr3E	11.00	3.00	7.00	7.00	7.00	10.00	4.00	1.00	1.00	2.00	1.00	3.00	2.00	1.00	1.00	0	0	0	2.00	3.00	1.00	0	0	0	3.00	2.00	5.00	
CNAG_02705_2	956069	956069	1	utr5E	3.00	1.00	2.00	1.00	2.00	3.00	6.00	5.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02708_1	947437	947460	24	utr3E	16.00	11.00	10.00	17.00	14.00	14.00	63.00	14.00	31.00	46.00	35.00	57.00	31.00	74.00	27.00	53.00	38.00	118.00	35.00	34.00	43.00	18.00	14.00	15.00	89.00	114.00	50.00	
CNAG_02710_1	944412	944533	122	utr3E	197.00	203.00	215.00	0	0	0	564.00	120.00	364.00	232.00	259.00	353.00	98.00	119.00	58.00	179.00	150.00	446.00	77.00	103.00	76.00	24.00	28.00	36.00	134.00	176.00	111.00	
CNAG_02711_1	942596	942603	8	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_02711_2	943925	943925	1	cdsE	0	0	0	8.00	3.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02712_1	939337	939340	4	utr3E	3.00	5.00	2.00	6.00	8.00	11.00	18.00	3.00	8.00	2.00	7.00	5.00	0	0	0	11.00	5.00	13.00	6.00	4.00	2.00	1.00	1.00	1.00	7.00	5.00	1.00	
CNAG_02712_2	939340	939340	1	utr3E	3.00	5.00	2.00	0	0	0	18.00	3.00	8.00	2.00	7.00	5.00	0	0	0	0	0	0	6.00	4.00	2.00	1.00	1.00	1.00	7.00	5.00	1.00	
CNAG_02712_3	939471	939476	6	utr3E	15.00	7.00	15.00	22.00	35.00	18.00	18.00	3.00	9.00	2.00	3.00	3.00	3.00	8.00	1.00	6.00	4.00	11.00	1.00	6.00	1.00	0	0	0	6.00	4.00	8.00	
CNAG_02712_4	939655	939664	10	cdsE	1.00	1.00	2.00	8.00	13.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02712_5	940270	940270	1	cdsE	0	0	0	2.00	9.00	3.00	0	0	0	1.00	1.00	4.00	0	0	0	1.00	1.00	3.00	3.00	3.00	1.00	1.00	1.00	4.00	0	0	0	
CNAG_02714_1	933942	934037	96	utr3E	86.00	112.00	123.00	0	0	0	1641.00	524.00	1099.00	862.00	1131.00	1536.00	215.00	283.00	127.00	1013.00	766.00	2108.00	164.00	176.00	160.00	148.00	96.00	254.00	304.00	526.00	256.00	
CNAG_02717_1	924061	924089	29	utr3E	86.00	100.00	119.00	228.00	387.00	236.00	52.00	17.00	32.00	29.00	48.00	61.00	35.00	53.00	22.00	28.00	20.00	50.00	35.00	51.00	55.00	33.00	27.00	11.00	33.00	56.00	30.00	
CNAG_02721_1	908170	908202	33	utr3E	25.00	37.00	41.00	169.00	300.00	161.00	75.00	18.00	53.00	20.00	44.00	62.00	9.00	16.00	9.00	19.00	30.00	74.00	18.00	30.00	20.00	3.00	2.00	1.00	14.00	24.00	27.00	
CNAG_02723_1	903269	903281	13	utr3E	30.00	22.00	28.00	109.00	166.00	122.00	108.00	39.00	91.00	66.00	67.00	90.00	50.00	64.00	33.00	67.00	47.00	104.00	37.00	46.00	35.00	9.00	4.00	17.00	52.00	99.00	43.00	
CNAG_02724_1	900251	900251	1	utr3E	3.00	7.00	8.00	19.00	36.00	20.00	9.00	3.00	9.00	4.00	5.00	11.00	0	0	0	7.00	7.00	20.00	8.00	6.00	5.00	0	0	0	5.00	1.00	2.00	
CNAG_02724_2	900317	900318	2	utr3E	0	0	0	3.00	5.00	6.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02724_3	900423	900423	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_02724_4	901395	901395	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02724_5	901748	901748	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	1.00	1.00	1.00	
CNAG_02726_1	895736	895767	32	utr3E	0	0	0	0	0	0	486.00	127.00	270.00	179.00	245.00	315.00	82.00	135.00	36.00	190.00	151.00	388.00	93.00	119.00	93.00	18.00	20.00	32.00	146.00	261.00	116.00	
CNAG_02728_1	892523	892526	4	utr3E	3.00	3.00	2.00	6.00	17.00	9.00	9.00	1.00	2.00	11.00	4.00	12.00	1.00	2.00	1.00	10.00	5.00	8.00	2.00	4.00	5.00	5.00	1.00	4.00	9.00	10.00	8.00	
CNAG_02728_2	893449	893449	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	
CNAG_02729_1	890004	890013	10	utr3E	8.00	7.00	3.00	25.00	37.00	34.00	10.00	3.00	5.00	3.00	5.00	6.00	0	0	0	1.00	2.00	1.00	6.00	5.00	2.00	0	0	0	6.00	4.00	4.00	
CNAG_02729_2	890166	890167	2	utr3E	0	0	0	4.00	7.00	4.00	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_02734_1	879408	879431	24	utr3E	12.00	16.00	8.00	2.00	2.00	2.00	0	0	0	0	0	0	3.00	2.00	4.00	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02734_2	879779	879779	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02736_1	875683	875708	26	utr3E	106.00	107.00	98.00	308.00	416.00	321.00	115.00	21.00	70.00	42.00	47.00	54.00	9.00	9.00	6.00	34.00	29.00	74.00	20.00	19.00	8.00	4.00	4.00	12.00	28.00	45.00	29.00	
CNAG_02739_1	871186	871231	46	utr3E	0	0	0	7.00	19.00	6.00	3.00	1.00	1.00	1.00	1.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02739_2	871249	871249	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	4.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02739_3	871327	871380	54	utr3E	2.00	6.00	4.00	36.00	74.00	41.00	13.00	5.00	4.00	7.00	3.00	5.00	2.00	2.00	1.00	4.00	5.00	13.00	3.00	1.00	1.00	0	0	0	3.00	2.00	2.00	
CNAG_02739_4	871380	871380	1	utr3E	2.00	6.00	4.00	0	0	0	0	0	0	7.00	3.00	5.00	2.00	2.00	1.00	0	0	0	3.00	1.00	1.00	0	0	0	3.00	2.00	2.00	
CNAG_02740_1	869529	869561	33	utr3E	15.00	26.00	12.00	41.00	59.00	48.00	30.00	11.00	22.00	4.00	5.00	9.00	5.00	2.00	2.00	7.00	5.00	22.00	4.00	5.00	11.00	2.00	1.00	1.00	11.00	12.00	17.00	
CNAG_02742_1	863490	863569	80	utr3E	27.00	36.00	30.00	57.00	63.00	49.00	25.00	12.00	17.00	3.00	7.00	6.00	8.00	8.00	3.00	2.00	1.00	4.00	9.00	10.00	7.00	2.00	3.00	7.00	21.00	20.00	17.00	
CNAG_02744_1	861008	861008	1	cdsI	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02744_2	861123	861123	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_02744_3	861174	861174	1	cdsE	0	0	0	2.00	3.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02745_1	856107	856167	61	utr3E	17.00	11.00	10.00	85.00	105.00	48.00	21.00	8.00	23.00	10.00	20.00	33.00	4.00	18.00	3.00	14.00	12.00	41.00	9.00	17.00	13.00	3.00	1.00	2.00	6.00	11.00	10.00	
CNAG_02745_2	856244	856244	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_02745_3	857833	857833	1	cdsE	0	0	0	7.00	2.00	1.00	1.00	1.00	5.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02750_1	846854	846864	11	utr3E	5.00	6.00	7.00	0	0	0	22.00	6.00	14.00	3.00	3.00	5.00	2.00	5.00	2.00	5.00	2.00	9.00	0	0	0	1.00	2.00	2.00	4.00	7.00	5.00	
CNAG_02751_1	843916	843961	46	utr3E	1657.00	2019.00	2030.00	809.00	1093.00	327.00	1102.00	243.00	385.00	677.00	782.00	563.00	1019.00	1129.00	565.00	296.00	163.00	480.00	1626.00	2208.00	1780.00	3008.00	2795.00	2828.00	1849.00	3469.00	2217.00	
CNAG_02752_1	841951	842010	60	utr3E	56.00	78.00	80.00	180.00	207.00	154.00	59.00	26.00	35.00	27.00	25.00	36.00	16.00	16.00	12.00	27.00	15.00	56.00	14.00	13.00	15.00	1.00	2.00	3.00	7.00	12.00	9.00	
CNAG_02754_1	839426	839509	84	utr3E	2948.00	3654.00	3352.00	28130.00	44839.00	33654.00	10306.00	2452.00	5454.00	3426.00	5268.00	6430.00	517.00	745.00	319.00	3764.00	2543.00	7481.00	709.00	935.00	694.00	758.00	542.00	1024.00	2863.00	4817.00	2195.00	
CNAG_02759_1	830267	830292	26	utr3E	0	0	0	2.00	2.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	19.00	11.00	
CNAG_02760_1	827722	827743	22	utr3E	8.00	6.00	13.00	27.00	45.00	31.00	23.00	3.00	12.00	14.00	8.00	12.00	7.00	8.00	2.00	6.00	8.00	16.00	6.00	4.00	5.00	0	0	0	4.00	20.00	9.00	
CNAG_02760_2	828907	828907	1	cdsE	2.00	1.00	1.00	2.00	6.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNAG_02760_3	829598	829598	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	1.00	3.00	2.00	
CNAG_02762_1	825821	825834	14	utr3E	279.00	337.00	294.00	1536.00	2358.00	1523.00	922.00	229.00	531.00	362.00	387.00	633.00	91.00	132.00	45.00	381.00	274.00	900.00	126.00	147.00	125.00	43.00	29.00	70.00	187.00	418.00	168.00	
