	merge_cluster																									
CNA04890_2	1292854	1292928	75	cdsE	0	0	0	20.00	14.00	11.00	47.00	58.00	61.00	33.00	21.00	8.00	21.00	10.00	19.00	7.00	7.00	8.00	13.00	24.00	23.00	
CNA04890_3	1294405	1294499	95	utr5E	257.00	253.00	193.00	185.00	93.00	111.00	252.00	255.00	209.00	92.00	85.00	76.00	177.00	181.00	143.00	70.00	50.00	21.00	232.00	325.00	280.00	
CNA04900_1	1297050	1297064	15	utr5E	16.00	10.00	9.00	27.00	28.00	27.00	27.00	25.00	18.00	14.00	7.00	11.00	2.00	12.00	9.00	32.00	29.00	77.00	9.00	18.00	21.00	
CNA04910_1	1300126	1300126	1	cdsE	11.00	12.00	7.00	16.00	1.00	8.00	11.00	20.00	20.00	8.00	10.00	12.00	22.00	15.00	7.00	11.00	19.00	4.00	3.00	17.00	14.00	
CNA04910_2	1300312	1300358	47	cdsE	0	0	0	5.00	3.00	4.00	2.00	3.00	3.00	0	0	0	18.00	19.00	19.00	1.00	7.00	3.00	0	0	0	
CNA04910_3	1302196	1302244	49	utr5E	93.00	152.00	68.00	51.00	39.00	48.00	66.00	56.00	63.00	35.00	49.00	36.00	158.00	149.00	113.00	43.00	41.00	21.00	34.00	87.00	38.00	
CNA04920_1	1303543	1303603	61	cdsE	196.00	72.00	63.00	160.00	96.00	92.00	65.00	104.00	108.00	101.00	77.00	58.00	448.00	224.00	381.00	29.00	39.00	23.00	43.00	43.00	33.00	
CNA04920_2	1303729	1304088	360	utr5E	10337.00	3055.00	3311.00	1294.00	1179.00	1154.00	1094.00	1232.00	904.00	915.00	767.00	851.00	2107.00	2385.00	1897.00	1391.00	1568.00	677.00	2264.00	2140.00	2028.00	
CNA04940_1	1309335	1309386	52	utr5E	361.00	308.00	317.00	192.00	215.00	225.00	131.00	107.00	83.00	52.00	43.00	78.00	940.00	498.00	508.00	279.00	314.00	127.00	144.00	159.00	91.00	
CNA04960_1	1311194	1311238	45	utr3E	0	0	0	2.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA04960_2	1311290	1311309	20	cdsE	0	0	0	0	0	0	9.00	17.00	10.00	9.00	4.00	5.00	0	0	0	3.00	5.00	1.00	1.00	1.00	2.00	
CNA04960_3	1311390	1311465	76	cdsE	0	0	0	6.00	9.00	10.00	9.00	11.00	9.00	35.00	16.00	25.00	0	0	0	3.00	3.00	7.00	10.00	7.00	3.00	
CNA04960_4	1311555	1311597	43	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	1.00	1.00	5.00	5.00	5.00	4.00	0	0	0	
CNA04960_5	1312626	1312683	58	cdsE	2.00	3.00	2.00	0	0	0	8.00	15.00	8.00	30.00	20.00	26.00	0	0	0	4.00	4.00	3.00	7.00	7.00	6.00	
CNA04960_6	1314056	1314098	43	utr5E	13.00	11.00	17.00	3.00	1.00	2.00	3.00	4.00	2.00	0	0	0	16.00	16.00	12.00	6.00	8.00	5.00	6.00	6.00	3.00	
CNA04990_1	1318651	1318680	30	cdsE	0	0	0	0	0	0	4.00	4.00	4.00	15.00	15.00	14.00	1.00	1.00	1.00	0	0	0	4.00	4.00	4.00	
CNA04990_2	1319459	1319528	70	cdsE	21.00	21.00	16.00	13.00	13.00	16.00	9.00	12.00	7.00	9.00	7.00	6.00	21.00	25.00	18.00	6.00	6.00	4.00	18.00	17.00	11.00	
CNA04990_3	1319937	1319943	7	utr5I	5.00	4.00	4.00	0	0	0	0	0	0	7.00	8.00	2.00	0	0	0	3.00	6.00	4.00	0	0	0	
CNA04990_4	1320095	1320145	51	utr5E	26.00	15.00	19.00	0	0	0	2.00	4.00	5.00	10.00	10.00	11.00	2.00	4.00	5.00	3.00	2.00	1.00	6.00	3.00	7.00	
CNA05030_1	1333474	1333568	95	cdsE	2.00	1.00	4.00	3.00	2.00	6.00	7.00	8.00	12.00	53.00	55.00	31.00	0	0	0	3.00	3.00	3.00	6.00	9.00	10.00	
CNA05030_2	1333927	1333927	1	cdsE	0	0	0	3.00	2.00	4.00	1.00	2.00	2.00	3.00	8.00	2.00	0	0	0	0	0	0	2.00	3.00	3.00	
CNA05030_3	1335090	1335140	51	cdsE	87.00	95.00	72.00	12.00	11.00	6.00	275.00	189.00	172.00	65.00	44.00	76.00	90.00	42.00	55.00	15.00	16.00	25.00	29.00	30.00	21.00	
CNA05050_1	1339681	1339914	234	cdsE	6.00	6.00	3.00	42.00	30.00	35.00	24.00	30.00	19.00	78.00	83.00	59.00	78.00	63.00	52.00	7.00	16.00	3.00	24.00	35.00	38.00	
CNA05050_2	1340171	1340197	27	cdsE	0	0	0	0	0	0	9.00	8.00	17.00	19.00	21.00	14.00	3.00	3.00	3.00	0	0	0	3.00	8.00	5.00	
CNA05050_3	1340891	1340979	89	utr5E	179.00	94.00	102.00	45.00	27.00	38.00	64.00	47.00	47.00	47.00	35.00	46.00	122.00	104.00	106.00	28.00	32.00	33.00	80.00	113.00	76.00	
CNA05080_1	1348986	1348986	1	utr5E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05080_2	1349022	1349120	99	utr5E	0	0	0	7.00	6.00	5.00	1.00	1.00	1.00	7.00	10.00	11.00	0	0	0	2.00	1.00	1.00	8.00	3.00	5.00	
CNA05090_1	1351704	1351762	59	utr5E	345.00	336.00	355.00	133.00	143.00	109.00	228.00	261.00	183.00	172.00	131.00	160.00	690.00	356.00	346.00	122.00	149.00	124.00	135.00	158.00	79.00	
CNA05130_1	1363528	1363611	84	utr5E	547.00	490.00	358.00	105.00	99.00	67.00	2018.00	1776.00	1480.00	297.00	372.00	512.00	351.00	372.00	275.00	57.00	93.00	30.00	1043.00	1238.00	680.00	
CNA05140_1	1368731	1368797	67	utr5E	334.00	165.00	148.00	83.00	77.00	108.00	88.00	88.00	72.00	74.00	55.00	70.00	65.00	71.00	58.00	69.00	66.00	70.00	292.00	338.00	325.00	
CNA05160_1	1372501	1372603	103	utr5E	1542.00	963.00	752.00	294.00	262.00	311.00	444.00	495.00	383.00	311.00	382.00	362.00	1509.00	942.00	865.00	578.00	634.00	737.00	585.00	549.00	556.00	
CNA05180_1	1374553	1374557	5	cdsE	25.00	4.00	6.00	5.00	11.00	5.00	5.00	19.00	19.00	27.00	36.00	25.00	0	0	0	0	0	0	25.00	29.00	10.00	
CNA05180_2	1374985	1375085	101	utr5E	489.00	197.00	189.00	181.00	210.00	272.00	152.00	174.00	141.00	159.00	153.00	179.00	503.00	253.00	272.00	327.00	332.00	178.00	261.00	218.00	174.00	
CNA05210_1	1378168	1378168	1	utr3E	6.00	11.00	9.00	14.00	9.00	18.00	0	0	0	9.00	7.00	2.00	4.00	5.00	8.00	17.00	13.00	1.00	37.00	24.00	16.00	
CNA05210_2	1378775	1378830	56	utr5E	285.00	112.00	138.00	42.00	43.00	80.00	67.00	70.00	69.00	78.00	61.00	88.00	85.00	80.00	64.00	93.00	90.00	69.00	118.00	94.00	116.00	
CNA05220_1	1380518	1380636	119	cdsE	484.00	301.00	254.00	0	0	0	15.00	14.00	12.00	38.00	49.00	37.00	12.00	14.00	6.00	0	0	0	253.00	193.00	145.00	
CNA05220_2	1381396	1381600	205	utr5E	1662.00	1353.00	1034.00	276.00	258.00	197.00	1238.00	1334.00	722.00	768.00	943.00	1541.00	1146.00	1301.00	1373.00	254.00	398.00	178.00	4215.00	4745.00	2727.00	
CNA05250_1	1387824	1387824	1	utr3E	0	0	0	3.00	1.00	2.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05250_2	1388000	1388000	1	utr3E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05250_3	1388051	1388051	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	6.00	2.00	2.00	3.00	2.00	3.00	0	0	0	
CNA05250_4	1388284	1388284	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05250_5	1388311	1388311	1	cdsE	6.00	2.00	3.00	0	0	0	2.00	4.00	2.00	0	0	0	0	0	0	3.00	6.00	4.00	0	0	0	
CNA05250_6	1388530	1388578	49	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	2.00	2.00	6.00	0	0	0	
CNA05250_7	1389187	1389247	61	cdsE	15.00	19.00	15.00	10.00	8.00	10.00	2.00	2.00	1.00	6.00	7.00	5.00	5.00	14.00	7.00	8.00	8.00	6.00	0	0	0	
CNA05250_8	1389529	1389529	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	10.00	2.00	0	0	0	
CNA05250_9	1390206	1390206	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05250_10	1390215	1390215	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	
CNA05280_1	1394082	1394358	277	cdsE	5.00	5.00	3.00	1.00	2.00	1.00	76.00	100.00	97.00	254.00	140.00	242.00	5.00	3.00	6.00	7.00	9.00	13.00	49.00	46.00	27.00	
CNA05280_2	1394415	1394415	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNA05280_3	1394734	1394734	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	8.00	0	0	0	
CNA05280_4	1395852	1395852	1	utr5E	0	0	0	1.00	1.00	1.00	2.00	1.00	2.00	3.00	1.00	3.00	0	0	0	0	0	0	0	0	0	
CNA05310_1	1415048	1415089	42	utr5I	0	0	0	15.00	16.00	11.00	0	0	0	6.00	5.00	11.00	2.00	2.00	1.00	0	0	0	0	0	0	
CNA05310_2	1415408	1415489	82	utr5E	405.00	321.00	247.00	79.00	72.00	36.00	202.00	171.00	146.00	60.00	59.00	78.00	635.00	349.00	330.00	83.00	85.00	24.00	95.00	144.00	128.00	
CNA05310_3	1415643	1415650	8	utr5E	34.00	13.00	19.00	0	0	0	10.00	12.00	8.00	29.00	29.00	35.00	0	0	0	0	0	0	12.00	15.00	11.00	
CNA05320_1	1419583	1419722	140	cdsE	52.00	12.00	16.00	150.00	148.00	124.00	47.00	62.00	89.00	212.00	172.00	146.00	169.00	95.00	75.00	52.00	59.00	38.00	372.00	374.00	194.00	
CNA05320_2	1419780	1419886	107	cdsE	2.00	1.00	2.00	46.00	41.00	42.00	14.00	20.00	24.00	81.00	72.00	50.00	16.00	16.00	19.00	25.00	28.00	25.00	98.00	143.00	93.00	
CNA05320_3	1419995	1420065	71	cdsE	11.00	4.00	4.00	20.00	19.00	13.00	29.00	29.00	19.00	72.00	65.00	49.00	7.00	12.00	17.00	10.00	7.00	5.00	104.00	115.00	82.00	
CNA05330_1	1422692	1422724	33	cdsE	15.00	4.00	9.00	16.00	12.00	9.00	21.00	25.00	25.00	17.00	15.00	18.00	27.00	48.00	45.00	6.00	9.00	6.00	37.00	49.00	30.00	
CNA05330_2	1425072	1425131	60	utr5E	185.00	187.00	168.00	96.00	99.00	101.00	132.00	133.00	117.00	70.00	74.00	66.00	314.00	188.00	181.00	98.00	106.00	80.00	130.00	155.00	108.00	
CNA05335_1	1425558	1425558	1	utr3E	0	0	0	2.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05335_2	1425804	1425804	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05335_3	1425960	1425960	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	3.00	3.00	1.00	1.00	3.00	1.00	1.00	1.00	2.00	
CNA05335_4	1426637	1426655	19	utr5E	5.00	6.00	3.00	0	0	0	6.00	8.00	5.00	2.00	2.00	3.00	0	0	0	2.00	1.00	1.00	19.00	13.00	14.00	
CNA05335_5	1426736	1426736	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05335_6	1426930	1426930	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNA05370_1	1440173	1440318	146	cdsE	6.00	4.00	2.00	5.00	2.00	2.00	27.00	30.00	37.00	31.00	29.00	35.00	17.00	17.00	19.00	6.00	13.00	12.00	3.00	6.00	6.00	
CNA05370_2	1441616	1441715	100	utr5E	229.00	234.00	180.00	85.00	85.00	60.00	214.00	182.00	147.00	81.00	94.00	156.00	505.00	326.00	355.00	131.00	177.00	79.00	186.00	181.00	117.00	
CNA05380_1	1443297	1443297	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	4.00	3.00	0	0	0	0	0	0	0	0	0	
CNA05380_2	1443643	1443697	55	utr5E	23.00	22.00	20.00	26.00	17.00	28.00	21.00	19.00	17.00	24.00	15.00	24.00	24.00	17.00	12.00	29.00	25.00	29.00	31.00	27.00	22.00	
CNA05390_1	1446381	1446550	170	utr5E	600.00	506.00	370.00	439.00	303.00	251.00	740.00	625.00	424.00	157.00	155.00	251.00	780.00	552.00	630.00	427.00	382.00	620.00	223.00	281.00	245.00	
CNA05420_1	1457555	1457695	141	utr5E	2012.00	910.00	773.00	391.00	409.00	403.00	737.00	688.00	606.00	786.00	851.00	814.00	481.00	684.00	616.00	598.00	554.00	500.00	1202.00	1174.00	946.00	
CNA05440_1	1460158	1460158	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	1.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNA05440_2	1460937	1461090	154	utr5E	91.00	65.00	42.00	36.00	30.00	30.00	19.00	14.00	15.00	22.00	11.00	13.00	31.00	32.00	27.00	17.00	32.00	27.00	36.00	33.00	26.00	
CNA05450_1	1462986	1463205	220	utr5E	299.00	195.00	145.00	166.00	144.00	126.00	220.00	202.00	226.00	241.00	262.00	271.00	461.00	369.00	302.00	238.00	230.00	103.00	338.00	339.00	313.00	
CNA05470_1	1469050	1469194	145	utr5E	1733.00	1152.00	1188.00	916.00	835.00	747.00	1072.00	1005.00	677.00	431.00	427.00	669.00	6507.00	2314.00	2513.00	1214.00	1621.00	426.00	1073.00	1116.00	730.00	
CNA05490_1	1474243	1474316	74	cdsE	0	0	0	2.00	2.00	5.00	1.00	1.00	3.00	0	0	0	20.00	18.00	17.00	21.00	17.00	24.00	17.00	19.00	14.00	
CNA05490_2	1474434	1474514	81	utr5E	1097.00	490.00	363.00	211.00	227.00	273.00	206.00	242.00	200.00	235.00	192.00	206.00	201.00	147.00	142.00	230.00	218.00	249.00	481.00	409.00	424.00	
CNA05495_1	1476381	1476443	63	utr5E	3.00	4.00	1.00	9.00	11.00	9.00	0	0	0	0	0	0	0	0	0	2.00	6.00	1.00	0	0	0	
CNA05495_2	1476534	1476628	95	utr5E	30.00	20.00	20.00	17.00	17.00	23.00	34.00	32.00	21.00	18.00	14.00	12.00	27.00	24.00	21.00	10.00	18.00	5.00	27.00	35.00	28.00	
CNA05510_1	1479700	1479704	5	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	4.00	2.00	0	0	0	
CNA05510_2	1480431	1480512	82	cdsE	0	0	0	36.00	23.00	36.00	39.00	33.00	45.00	17.00	17.00	13.00	29.00	18.00	27.00	2.00	3.00	2.00	25.00	23.00	11.00	
CNA05510_3	1480586	1480748	163	utr5E	140.00	73.00	52.00	82.00	65.00	53.00	274.00	239.00	238.00	120.00	101.00	112.00	78.00	76.00	72.00	16.00	28.00	13.00	148.00	194.00	122.00	
CNA05530_1	1481077	1481096	20	utr3E	0	0	0	5.00	4.00	4.00	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	2.00	1.00	0	0	0	
CNA05530_2	1481231	1481268	38	cdsE	0	0	0	2.00	3.00	3.00	3.00	3.00	4.00	0	0	0	0	0	0	5.00	11.00	6.00	0	0	0	
CNA05530_3	1481640	1481659	20	cdsE	0	0	0	9.00	8.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA05530_4	1481714	1481714	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05530_5	1481802	1481802	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.00	3.00	1.00	
CNA05580_1	1493097	1493317	221	utr5E	566.00	333.00	282.00	173.00	164.00	191.00	149.00	165.00	102.00	74.00	101.00	118.00	394.00	226.00	212.00	142.00	148.00	104.00	194.00	202.00	139.00	
CNA05590_1	1496604	1496655	52	cdsI	0	0	0	26.00	30.00	42.00	0	0	0	2.00	1.00	2.00	0	0	0	12.00	13.00	7.00	0	0	0	
CNA05590_2	1498649	1498700	52	utr5E	121.00	82.00	87.00	60.00	51.00	65.00	71.00	49.00	49.00	40.00	28.00	39.00	182.00	118.00	99.00	51.00	79.00	27.00	41.00	48.00	45.00	
CNA05590_3	1499085	1499088	4	utr5E	0	0	0	0	0	0	0	0	0	7.00	6.00	8.00	0	0	0	0	0	0	0	0	0	
CNA05600_1	1500404	1500636	233	cdsE	39.00	7.00	11.00	0	0	0	144.00	126.00	164.00	182.00	169.00	159.00	2.00	1.00	2.00	0	0	0	9.00	11.00	10.00	
CNA05600_2	1501849	1502231	383	utr5E	640.00	470.00	423.00	100.00	104.00	128.00	1272.00	1152.00	1222.00	852.00	945.00	895.00	173.00	145.00	119.00	69.00	127.00	60.00	292.00	305.00	290.00	
CNA05610_1	1502692	1502725	34	cdsE	2.00	1.00	1.00	1.00	1.00	1.00	0	0	0	7.00	9.00	6.00	0	0	0	3.00	2.00	3.00	5.00	10.00	6.00	
CNA05610_2	1503751	1503881	131	utr5E	151.00	141.00	103.00	67.00	64.00	70.00	99.00	74.00	60.00	60.00	51.00	72.00	311.00	217.00	205.00	115.00	158.00	68.00	79.00	87.00	60.00	
CNA05620_1	1505914	1506075	162	utr5E	46.00	52.00	56.00	31.00	32.00	20.00	36.00	32.00	33.00	23.00	37.00	40.00	144.00	84.00	67.00	47.00	71.00	27.00	88.00	95.00	69.00	
CNA05630_1	1508142	1508299	158	cdsE	12.00	8.00	11.00	1.00	2.00	1.00	7.00	4.00	5.00	14.00	21.00	11.00	0	0	0	7.00	4.00	8.00	25.00	21.00	19.00	
CNA05630_2	1508678	1508737	60	cdsE	24.00	11.00	10.00	1.00	1.00	1.00	26.00	33.00	25.00	43.00	32.00	38.00	8.00	7.00	12.00	5.00	6.00	15.00	31.00	24.00	23.00	
CNA05630_3	1510132	1510250	119	cdsE	2.00	1.00	1.00	4.00	4.00	7.00	0	0	0	8.00	9.00	7.00	16.00	11.00	18.00	8.00	6.00	7.00	0	0	0	
CNA05630_4	1510870	1511037	168	utr5E	199.00	121.00	101.00	87.00	94.00	80.00	49.00	58.00	38.00	24.00	22.00	19.00	35.00	43.00	42.00	59.00	30.00	53.00	158.00	149.00	130.00	
CNA05660_1	1515391	1515540	150	utr5E	1370.00	911.00	736.00	516.00	481.00	581.00	726.00	775.00	637.00	527.00	616.00	776.00	1149.00	842.00	731.00	639.00	719.00	461.00	1138.00	1361.00	1111.00	
CNA05690_1	1523241	1523560	320	utr5E	4147.00	1381.00	1657.00	1165.00	1185.00	1413.00	654.00	706.00	507.00	460.00	231.00	296.00	501.00	580.00	537.00	1404.00	966.00	2995.00	962.00	791.00	1053.00	
CNA05710_1	1525638	1525703	66	cdsE	19.00	15.00	15.00	13.00	13.00	15.00	28.00	28.00	22.00	22.00	22.00	23.00	5.00	2.00	3.00	30.00	27.00	42.00	6.00	5.00	4.00	
CNA05710_2	1525965	1526131	167	utr5E	73.00	33.00	49.00	4.00	10.00	7.00	911.00	875.00	1059.00	27.00	18.00	24.00	8.00	3.00	6.00	0	0	0	44.00	45.00	50.00	
CNA05710_3	1526358	1526411	54	utr5E	40.00	12.00	17.00	2.00	5.00	4.00	48.00	41.00	46.00	39.00	34.00	37.00	0	0	0	0	0	0	19.00	16.00	27.00	
CNA05710_4	1526476	1526476	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNA05720_1	1529092	1529177	86	utr5E	4.00	3.00	1.00	0	0	0	500.00	537.00	419.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05725_1	1532382	1532393	12	utr3E	0	0	0	30.00	7.00	28.00	0	0	0	6.00	5.00	3.00	0	0	0	7.00	3.00	6.00	0	0	0	
CNA05725_2	1533527	1533601	75	utr5E	770.00	619.00	454.00	90.00	72.00	100.00	219.00	206.00	255.00	269.00	249.00	249.00	321.00	367.00	333.00	159.00	254.00	176.00	276.00	350.00	262.00	
CNA05735_1	1538220	1538519	300	cdsE	198.00	90.00	100.00	2.00	2.00	2.00	332.00	305.00	316.00	148.00	131.00	176.00	4.00	2.00	2.00	22.00	27.00	25.00	11.00	20.00	15.00	
CNA05735_2	1538946	1538975	30	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	4.00	3.00	0	0	0	
CNA05735_3	1539178	1539178	1	utr5E	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	0	0	0	
CNA05740_1	1540590	1540590	1	cdsE	0	0	0	3.00	3.00	3.00	0	0	0	0	0	0	3.00	4.00	3.00	3.00	1.00	1.00	0	0	0	
CNA05740_2	1540676	1540734	59	utr5E	35.00	26.00	21.00	11.00	17.00	22.00	53.00	39.00	18.00	18.00	15.00	21.00	84.00	65.00	51.00	30.00	40.00	36.00	19.00	18.00	19.00	
CNA05760_1	1542741	1542741	1	cdsE	0	0	0	0	0	0	3.00	3.00	1.00	1.00	3.00	1.00	0	0	0	1.00	3.00	2.00	1.00	2.00	1.00	
CNA05760_2	1543002	1543005	4	cdsE	0	0	0	0	0	0	0	0	0	4.00	7.00	4.00	0	0	0	2.00	4.00	5.00	1.00	1.00	1.00	
CNA05760_3	1544154	1544248	95	cdsE	19.00	6.00	4.00	7.00	7.00	10.00	174.00	224.00	182.00	117.00	98.00	73.00	2.00	3.00	3.00	0	0	0	76.00	105.00	61.00	
CNA05760_4	1544857	1544887	31	cdsE	20.00	19.00	18.00	6.00	6.00	5.00	5.00	5.00	6.00	9.00	12.00	11.00	37.00	16.00	17.00	9.00	9.00	4.00	4.00	3.00	7.00	
CNA05760_5	1545420	1545481	62	utr5E	1.00	3.00	2.00	6.00	7.00	4.00	29.00	38.00	23.00	4.00	4.00	6.00	9.00	9.00	3.00	5.00	4.00	5.00	7.00	11.00	11.00	
CNA05780_1	1547549	1547936	388	utr5E	7258.00	3613.00	4382.00	1420.00	1332.00	1135.00	8181.00	8203.00	8061.00	9071.00	9837.00	8945.00	1161.00	1264.00	1406.00	958.00	889.00	552.00	5281.00	6029.00	5714.00	
CNA05830_1	1562725	1562818	94	utr5E	501.00	476.00	382.00	430.00	378.00	318.00	275.00	246.00	173.00	96.00	73.00	153.00	1072.00	786.00	678.00	356.00	455.00	171.00	243.00	273.00	156.00	
CNA05840_1	1564593	1564669	77	utr5E	75.00	29.00	37.00	137.00	88.00	135.00	287.00	272.00	239.00	33.00	37.00	52.00	29.00	16.00	21.00	3.00	1.00	2.00	27.00	26.00	17.00	
CNA05840_2	1564746	1564746	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNA05850_1	1566504	1566583	80	utr5E	3021.00	1737.00	1891.00	669.00	634.00	702.00	736.00	782.00	607.00	527.00	480.00	589.00	1876.00	988.00	1049.00	603.00	755.00	304.00	815.00	842.00	739.00	
CNA05860_1	1567922	1568011	90	utr5E	212.00	152.00	156.00	295.00	214.00	268.00	112.00	83.00	81.00	57.00	28.00	47.00	585.00	361.00	260.00	318.00	320.00	272.00	88.00	104.00	122.00	
CNA05900_1	1575418	1575484	67	cdsE	0	0	0	10.00	11.00	16.00	2.00	4.00	6.00	54.00	40.00	39.00	0	0	0	3.00	3.00	7.00	1.00	1.00	3.00	
CNA05900_2	1575968	1576001	34	cdsE	0	0	0	11.00	7.00	7.00	0	0	0	27.00	26.00	19.00	0	0	0	4.00	5.00	7.00	0	0	0	
CNA05900_3	1576930	1577017	88	utr5E	565.00	220.00	252.00	595.00	491.00	511.00	137.00	105.00	86.00	120.00	71.00	83.00	586.00	560.00	466.00	522.00	441.00	168.00	168.00	244.00	300.00	
CNA05920_1	1581830	1581874	45	cdsE	45.00	36.00	26.00	0	0	0	0	0	0	5.00	3.00	7.00	9.00	16.00	7.00	4.00	3.00	3.00	0	0	0	
CNA05920_2	1581964	1582066	103	utr5E	288.00	206.00	187.00	350.00	327.00	336.00	181.00	164.00	119.00	58.00	46.00	81.00	1139.00	682.00	555.00	410.00	480.00	78.00	193.00	215.00	129.00	
CNA05930_1	1588163	1588221	59	utr5E	101.00	88.00	100.00	51.00	44.00	24.00	45.00	38.00	21.00	24.00	17.00	29.00	138.00	70.00	75.00	54.00	53.00	36.00	44.00	76.00	53.00	
CNA05935_1	1588501	1588553	53	cdsE	1.00	1.00	1.00	2.00	4.00	6.00	4.00	6.00	5.00	11.00	8.00	9.00	9.00	4.00	5.00	6.00	6.00	7.00	4.00	2.00	1.00	
CNA05935_2	1590088	1590137	50	utr5E	221.00	147.00	111.00	190.00	135.00	153.00	67.00	54.00	51.00	51.00	45.00	48.00	311.00	214.00	221.00	161.00	157.00	141.00	103.00	151.00	150.00	
CNA05950_1	1594209	1594395	187	utr5E	734.00	450.00	447.00	496.00	513.00	659.00	277.00	327.00	288.00	300.00	264.00	231.00	1097.00	573.00	583.00	1054.00	1011.00	736.00	389.00	356.00	429.00	
CNA05970_1	1596000	1596000	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05970_2	1596153	1596153	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	
CNA05970_3	1596198	1596198	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05970_4	1596268	1596268	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNA05970_5	1596831	1596831	1	utr5E	3.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05990_1	1600209	1600221	13	cdsE	0	0	0	6.00	4.00	4.00	0	0	0	12.00	10.00	8.00	1.00	3.00	1.00	6.00	13.00	24.00	1.00	2.00	1.00	
CNA05990_2	1600779	1600855	77	utr5E	174.00	90.00	64.00	98.00	110.00	143.00	100.00	96.00	87.00	67.00	40.00	36.00	477.00	251.00	293.00	251.00	330.00	156.00	94.00	91.00	88.00	
CNA06000_1	1608573	1608668	96	utr5E	589.00	593.00	458.00	410.00	340.00	303.00	206.00	174.00	130.00	66.00	67.00	72.00	466.00	570.00	362.00	366.00	406.00	139.00	182.00	244.00	147.00	
CNA06030_1	1612402	1612467	66	cdsI	1.00	2.00	1.00	15.00	13.00	31.00	0	0	0	11.00	11.00	20.00	0	0	0	45.00	30.00	20.00	0	0	0	
CNA06030_2	1614558	1614569	12	cdsI	0	0	0	5.00	3.00	6.00	0	0	0	2.00	3.00	2.00	2.00	1.00	1.00	2.00	3.00	2.00	0	0	0	
CNA06030_3	1614897	1614968	72	utr5E	76.00	68.00	35.00	13.00	22.00	8.00	47.00	39.00	46.00	38.00	34.00	28.00	148.00	68.00	61.00	22.00	26.00	28.00	47.00	63.00	49.00	
CNA06040_1	1616072	1616113	42	cdsE	0	0	0	1.00	1.00	1.00	3.00	5.00	4.00	11.00	11.00	7.00	0	0	0	0	0	0	0	0	0	
