	merge_cluster																						
CNC05240_1	1573309	1573416	108	utr3E	45.00	26.00	20.00	25.00	19.00	16.00	0	0	0	4.00	2.00	3.00	20.00	18.00	15.00	18.00	14.00	17.00	
CNC05240_2	1573536	1573575	40	utr3E	534.00	285.00	211.00	148.00	130.00	67.00	68.00	37.00	47.00	71.00	54.00	114.00	91.00	74.00	43.00	148.00	103.00	103.00	
CNC05260_1	1578815	1578908	94	utr3E	4677.00	2892.00	2029.00	1709.00	1071.00	705.00	416.00	224.00	317.00	942.00	820.00	1106.00	1291.00	1309.00	1031.00	2346.00	1812.00	1746.00	
CNC05290_1	1583097	1583097	1	utr3E	14.00	3.00	2.00	15.00	17.00	5.00	8.00	1.00	2.00	0	0	0	17.00	4.00	9.00	8.00	4.00	4.00	
CNC05290_2	1583802	1583810	9	utr3E	305.00	117.00	74.00	90.00	40.00	37.00	24.00	11.00	27.00	39.00	27.00	38.00	59.00	63.00	51.00	71.00	55.00	57.00	
CNC05300_1	1585616	1585675	60	utr3E	185.00	139.00	102.00	246.00	165.00	139.00	26.00	10.00	20.00	244.00	218.00	298.00	301.00	280.00	254.00	190.00	112.00	91.00	
CNC05300_2	1585732	1585736	5	utr3E	25.00	18.00	9.00	33.00	23.00	12.00	0	0	0	6.00	3.00	7.00	24.00	20.00	23.00	15.00	6.00	11.00	
CNC05310_1	1587144	1587149	6	utr3E	51.00	38.00	28.00	56.00	48.00	31.00	8.00	4.00	16.00	32.00	31.00	28.00	46.00	42.00	37.00	93.00	61.00	60.00	
CNC05345_1	1598294	1598294	1	utr3E	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	2.00	5.00	1.00	0	0	0	
CNC05345_2	1598427	1598427	1	utr3E	0	0	0	2.00	5.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNC05345_3	1598605	1598615	11	utr3E	21.00	16.00	9.00	11.00	8.00	5.00	1.00	1.00	1.00	13.00	13.00	17.00	44.00	25.00	29.00	14.00	12.00	10.00	
CNC05345_4	1598709	1598709	1	utr3I	7.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNC05345_5	1599687	1599688	2	utr5E	0	0	0	0	0	0	37.00	16.00	18.00	4.00	3.00	5.00	1.00	2.00	1.00	0	0	0	
CNC05350_1	1599863	1599863	1	utr3E	14.00	5.00	3.00	4.00	10.00	3.00	4.00	2.00	3.00	1.00	4.00	7.00	13.00	4.00	8.00	8.00	6.00	2.00	
CNC05350_2	1599917	1599926	10	utr3E	724.00	276.00	226.00	329.00	194.00	122.00	223.00	146.00	211.00	42.00	38.00	68.00	58.00	72.00	48.00	97.00	85.00	87.00	
CNC05400_1	1614152	1614152	1	utr3E	10.00	5.00	2.00	3.00	6.00	1.00	0	0	0	5.00	1.00	1.00	6.00	2.00	4.00	0	0	0	
CNC05430_1	1618633	1618635	3	utr3E	5.00	5.00	4.00	8.00	5.00	4.00	0	0	0	8.00	3.00	4.00	10.00	6.00	9.00	8.00	4.00	1.00	
CNC05430_2	1618635	1618635	1	utr3E	0	0	0	8.00	5.00	4.00	0	0	0	8.00	3.00	4.00	0	0	0	8.00	4.00	1.00	
CNC05430_3	1618976	1618976	1	cdsE	0	0	0	8.00	4.00	1.00	3.00	3.00	3.00	0	0	0	1.00	4.00	3.00	0	0	0	
CNC05430_4	1619103	1619103	1	utr5I	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNC05460_1	1624922	1624929	8	utr3E	289.00	176.00	129.00	108.00	92.00	71.00	87.00	42.00	75.00	159.00	145.00	203.00	184.00	209.00	152.00	222.00	140.00	152.00	
CNC05460_2	1625029	1625050	22	utr3E	138.00	101.00	56.00	76.00	47.00	18.00	1.00	1.00	2.00	87.00	90.00	108.00	102.00	139.00	111.00	113.00	89.00	75.00	
CNC05460_3	1630805	1630807	3	cdsE	33.00	53.00	22.00	17.00	18.00	11.00	20.00	7.00	13.00	7.00	11.00	9.00	15.00	18.00	10.00	6.00	6.00	3.00	
CNC05470_1	1633180	1633187	8	utr3E	478.00	313.00	191.00	225.00	134.00	118.00	129.00	96.00	111.00	116.00	101.00	116.00	172.00	163.00	150.00	198.00	113.00	101.00	
CNC05490_1	1636827	1636830	4	utr3E	23.00	9.00	13.00	11.00	14.00	3.00	24.00	6.00	11.00	16.00	9.00	28.00	28.00	26.00	20.00	25.00	23.00	7.00	
CNC05490_2	1636920	1636964	45	utr3E	197.00	106.00	70.00	56.00	62.00	42.00	12.00	4.00	9.00	131.00	116.00	154.00	122.00	85.00	82.00	112.00	86.00	79.00	
CNC05500_1	1639544	1639607	64	utr3E	39.00	31.00	21.00	9.00	9.00	5.00	0	0	0	17.00	12.00	16.00	59.00	37.00	45.00	7.00	6.00	5.00	
CNC05500_2	1641709	1641709	1	cdsE	1.00	1.00	5.00	4.00	5.00	2.00	0	0	0	4.00	5.00	4.00	15.00	21.00	6.00	11.00	4.00	3.00	
CNC05500_3	1642829	1642829	1	cdsE	0	0	0	1.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNC05560_1	1658496	1658588	93	utr3E	672.00	405.00	287.00	270.00	200.00	172.00	51.00	39.00	52.00	89.00	94.00	127.00	119.00	133.00	132.00	316.00	218.00	217.00	
CNC05570_1	1660529	1660583	55	utr3E	21.00	5.00	6.00	9.00	6.00	2.00	7.00	4.00	5.00	3.00	3.00	7.00	6.00	6.00	7.00	0	0	0	
CNC05570_2	1660692	1660724	33	utr3E	0	0	0	5.00	4.00	5.00	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNC05570_3	1662708	1662708	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	
CNC05580_1	1664268	1664318	51	utr3E	1685.00	886.00	572.00	897.00	590.00	502.00	340.00	193.00	313.00	187.00	219.00	253.00	432.00	376.00	296.00	712.00	560.00	565.00	
CNC05600_1	1670002	1670002	1	utr3E	0	0	0	4.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNC05600_2	1670045	1670045	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNC05600_3	1670388	1670388	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	5.00	5.00	2.00	0	0	0	
CNC05620_1	1673197	1673214	18	utr3E	566.00	354.00	219.00	107.00	68.00	57.00	79.00	32.00	40.00	188.00	148.00	264.00	235.00	245.00	217.00	161.00	123.00	134.00	
CNC05620_2	1673485	1673527	43	cdsE	17.00	10.00	6.00	4.00	2.00	1.00	10.00	2.00	6.00	8.00	2.00	8.00	35.00	40.00	35.00	16.00	1.00	5.00	
CNC05650_1	1679709	1679716	8	utr3E	512.00	239.00	180.00	211.00	163.00	116.00	112.00	47.00	87.00	173.00	157.00	251.00	256.00	267.00	199.00	255.00	194.00	167.00	
CNC05690_1	1689676	1689696	21	utr3E	171.00	136.00	96.00	115.00	100.00	74.00	150.00	87.00	119.00	44.00	47.00	46.00	262.00	278.00	245.00	1364.00	1003.00	940.00	
CNC05710_1	1696612	1696617	6	utr3I	179.00	76.00	71.00	215.00	124.00	120.00	11.00	17.00	26.00	17.00	15.00	31.00	37.00	32.00	25.00	78.00	45.00	50.00	
CNC05720_1	1699133	1699282	150	utr3E	775.00	448.00	344.00	437.00	297.00	197.00	111.00	64.00	82.00	155.00	129.00	182.00	247.00	253.00	225.00	312.00	213.00	229.00	
CNC05730_1	1699961	1699970	10	utr3E	298.00	209.00	174.00	225.00	153.00	99.00	56.00	23.00	26.00	60.00	44.00	69.00	66.00	66.00	75.00	149.00	79.00	75.00	
CNC05730_2	1701443	1701478	36	cdsE	14.00	8.00	6.00	8.00	10.00	3.00	5.00	3.00	4.00	9.00	7.00	15.00	17.00	18.00	18.00	27.00	22.00	16.00	
CNC05750_1	1705504	1705507	4	utr3E	1.00	3.00	3.00	16.00	10.00	5.00	0	0	0	11.00	5.00	6.00	14.00	30.00	13.00	5.00	3.00	9.00	
CNC05750_2	1706082	1706082	1	cdsE	0	0	0	1.00	3.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNC05750_3	1706137	1706137	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	3.00	1.00	2.00	2.00	
CNC05755_1	1708041	1708061	21	utr3E	35.00	24.00	22.00	13.00	13.00	10.00	0	0	0	23.00	19.00	20.00	47.00	48.00	42.00	15.00	18.00	12.00	
CNC05755_2	1708120	1708120	1	utr3E	7.00	7.00	4.00	6.00	2.00	4.00	0	0	0	4.00	1.00	6.00	6.00	3.00	4.00	2.00	4.00	1.00	
CNC05755_3	1709393	1709423	31	utr5E	38.00	16.00	9.00	0	0	0	19.00	2.00	5.00	32.00	39.00	46.00	18.00	31.00	16.00	0	0	0	
CNC05780_1	1713318	1713346	29	utr3E	25.00	51.00	31.00	16.00	8.00	12.00	25.00	19.00	22.00	26.00	24.00	37.00	78.00	84.00	77.00	30.00	16.00	29.00	
CNC05780_2	1714648	1714654	7	cdsE	15.00	8.00	8.00	0	0	0	10.00	5.00	16.00	1.00	1.00	5.00	3.00	1.00	3.00	2.00	1.00	3.00	
CNC05820_1	1725522	1725536	15	utr3E	94.00	38.00	24.00	55.00	36.00	26.00	11.00	8.00	6.00	29.00	19.00	22.00	56.00	49.00	33.00	41.00	40.00	27.00	
CNC05820_2	1727587	1727613	27	cdsI	263.00	125.00	91.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNC05830_1	1727852	1727865	14	utr3E	9357.00	6695.00	4559.00	3564.00	2087.00	1501.00	671.00	313.00	518.00	2991.00	2556.00	3566.00	3014.00	3381.00	2610.00	3356.00	2248.00	2336.00	
CNC05850_1	1731469	1731545	77	utr3E	155.00	138.00	67.00	94.00	61.00	33.00	42.00	19.00	33.00	60.00	26.00	56.00	85.00	64.00	57.00	54.00	51.00	50.00	
CNC05880_1	1739870	1739875	6	utr3E	87.00	48.00	32.00	42.00	26.00	20.00	6.00	3.00	2.00	32.00	15.00	16.00	45.00	50.00	40.00	57.00	39.00	27.00	
CNC05900_1	1742859	1742890	32	utr3E	314.00	826.00	663.00	922.00	617.00	465.00	827.00	536.00	782.00	270.00	224.00	300.00	404.00	392.00	370.00	301.00	202.00	191.00	
CNC05900_2	1742948	1742987	40	utr3E	20.00	8.00	6.00	50.00	31.00	32.00	260.00	171.00	238.00	9.00	6.00	10.00	20.00	13.00	16.00	9.00	9.00	11.00	
CNC05920_1	1751670	1751674	5	utr3E	189.00	97.00	73.00	136.00	89.00	72.00	28.00	15.00	23.00	112.00	108.00	175.00	127.00	137.00	101.00	60.00	66.00	56.00	
CNC05930_1	1754140	1754168	29	utr3E	213.00	78.00	49.00	122.00	96.00	68.00	22.00	15.00	21.00	39.00	31.00	40.00	63.00	81.00	78.00	64.00	67.00	55.00	
CNC05930_2	1756204	1756232	29	utr5I	56.00	26.00	17.00	5.00	11.00	2.00	141.00	38.00	64.00	91.00	70.00	110.00	50.00	67.00	43.00	12.00	16.00	16.00	
CNC05960_1	1760971	1760987	17	utr3E	22.00	21.00	13.00	15.00	19.00	17.00	24.00	18.00	25.00	30.00	13.00	35.00	40.00	42.00	40.00	10.00	5.00	11.00	
CNC05970_1	1762172	1762228	57	utr3E	68.00	49.00	34.00	30.00	31.00	19.00	5.00	2.00	10.00	50.00	63.00	100.00	86.00	99.00	99.00	48.00	26.00	36.00	
CNC05970_2	1762360	1762383	24	utr3E	12.00	15.00	9.00	5.00	4.00	2.00	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	
CNC05970_3	1762956	1762982	27	cdsE	36.00	29.00	21.00	11.00	12.00	10.00	5.00	2.00	5.00	10.00	17.00	29.00	16.00	31.00	28.00	18.00	15.00	16.00	
CNC05980_1	1766642	1766654	13	utr3E	3122.00	1824.00	1198.00	1242.00	672.00	598.00	338.00	196.00	284.00	1200.00	1093.00	1635.00	2065.00	2533.00	2056.00	1404.00	1158.00	1028.00	
CNC05990_1	1768526	1768570	45	utr3E	60.00	43.00	37.00	71.00	54.00	35.00	7.00	2.00	9.00	21.00	19.00	18.00	70.00	66.00	57.00	44.00	41.00	39.00	
CNC05990_2	1768622	1768649	28	utr3E	768.00	524.00	409.00	513.00	415.00	286.00	163.00	92.00	99.00	801.00	737.00	961.00	622.00	783.00	579.00	508.00	287.00	285.00	
CNC06000_1	1769890	1769898	9	utr3E	25.00	13.00	6.00	126.00	77.00	48.00	2.00	1.00	1.00	15.00	20.00	19.00	30.00	40.00	18.00	23.00	9.00	8.00	
CNC06000_2	1769965	1769967	3	utr3E	5.00	6.00	4.00	11.00	6.00	5.00	0	0	0	2.00	3.00	5.00	1.00	1.00	1.00	2.00	1.00	1.00	
CNC06000_3	1772820	1772820	1	cdsI	0	0	0	3.00	3.00	2.00	0	0	0	0	0	0	4.00	12.00	6.00	0	0	0	
CNC06010_1	1773468	1773509	42	utr3E	966.00	363.00	243.00	594.00	313.00	298.00	207.00	123.00	167.00	101.00	128.00	163.00	198.00	208.00	192.00	102.00	116.00	100.00	
CNC06030_1	1778669	1778709	41	utr3E	93.00	92.00	70.00	27.00	26.00	15.00	34.00	25.00	32.00	39.00	38.00	49.00	52.00	64.00	42.00	43.00	55.00	47.00	
CNC06030_2	1778835	1778835	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	7.00	4.00	6.00	7.00	1.00	2.00	
CNC06080_1	1787039	1787051	13	utr3I	163.00	99.00	80.00	41.00	34.00	28.00	31.00	18.00	30.00	33.00	32.00	45.00	53.00	54.00	31.00	31.00	26.00	22.00	
CNC06080_2	1789397	1789397	1	cdsI	0	0	0	0	0	0	3.00	2.00	2.00	1.00	5.00	1.00	9.00	6.00	5.00	0	0	0	
CNC06100_1	1793742	1793822	81	utr3E	31294.00	20076.00	14211.00	7990.00	8113.00	5315.00	6755.00	3556.00	4394.00	5640.00	4909.00	6281.00	7492.00	6952.00	5592.00	13559.00	7841.00	7097.00	
CNC06120_1	1797497	1797537	41	utr3E	60.00	80.00	49.00	0	0	0	0	0	0	137.00	160.00	199.00	91.00	164.00	141.00	10.00	12.00	11.00	
CNC06120_2	1797913	1797913	1	cdsI	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	14.00	24.00	16.00	0	0	0	
CNC06140_1	1798526	1798526	1	utr3E	1.00	2.00	2.00	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNC06140_2	1798898	1798996	99	utr3E	84.00	87.00	38.00	19.00	15.00	11.00	10.00	4.00	9.00	21.00	24.00	35.00	34.00	32.00	15.00	46.00	31.00	41.00	
CNC06160_1	1802058	1802072	15	utr3E	52.00	24.00	13.00	43.00	21.00	19.00	14.00	15.00	29.00	9.00	13.00	11.00	8.00	12.00	9.00	32.00	36.00	25.00	
CNC06160_2	1802437	1802437	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	4.00	1.00	2.00	0	0	0	
CNC06190_1	1807807	1807839	33	utr3E	229.00	142.00	89.00	108.00	80.00	60.00	38.00	23.00	31.00	91.00	74.00	112.00	72.00	77.00	75.00	118.00	86.00	113.00	
CNC06190_2	1809617	1809617	1	utr5E	5.00	4.00	4.00	0	0	0	0	0	0	3.00	1.00	5.00	4.00	9.00	12.00	9.00	4.00	6.00	
CNC06210_1	1810581	1810586	6	utr3E	14.00	3.00	7.00	10.00	6.00	3.00	13.00	10.00	11.00	13.00	10.00	15.00	6.00	5.00	1.00	0	0	0	
CNC06210_2	1811775	1811775	1	utr5E	2.00	1.00	2.00	0	0	0	8.00	6.00	4.00	5.00	5.00	5.00	3.00	4.00	1.00	0	0	0	
CNC06220_1	1812299	1812303	5	utr3E	65.00	42.00	40.00	23.00	15.00	12.00	52.00	25.00	51.00	1.00	1.00	4.00	18.00	8.00	9.00	6.00	9.00	8.00	
CNC06220_2	1812303	1812303	1	utr3E	0	0	0	23.00	15.00	12.00	0	0	0	1.00	1.00	4.00	0	0	0	6.00	9.00	8.00	
CNC06220_3	1813507	1813507	1	cdsE	2.00	3.00	3.00	0	0	0	5.00	2.00	3.00	3.00	2.00	2.00	0	0	0	0	0	0	
CNC06240_1	1821561	1821582	22	utr3E	97.00	66.00	43.00	38.00	29.00	22.00	8.00	5.00	7.00	48.00	48.00	63.00	135.00	141.00	100.00	52.00	25.00	43.00	
CNC06260_1	1831672	1831782	111	utr3E	13038.00	9781.00	6418.00	896.00	459.00	313.00	509.00	237.00	310.00	4125.00	3796.00	6391.00	6899.00	7544.00	6075.00	1593.00	882.00	955.00	
CNC06280_1	1834078	1834151	74	utr3E	1503.00	694.00	429.00	918.00	512.00	440.00	1358.00	922.00	1266.00	725.00	835.00	1426.00	1149.00	1369.00	993.00	671.00	755.00	594.00	
CNC06295_1	1838611	1838611	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNC06310_1	1841431	1841445	15	utr3E	1392.00	913.00	626.00	595.00	320.00	210.00	170.00	126.00	206.00	201.00	165.00	279.00	386.00	394.00	310.00	464.00	482.00	492.00	
CNC06320_1	1843159	1843291	133	utr3E	105.00	70.00	47.00	120.00	77.00	83.00	24.00	22.00	38.00	134.00	125.00	145.00	85.00	115.00	99.00	43.00	56.00	41.00	
CNC06340_1	1846478	1846486	9	utr3E	96.00	44.00	48.00	109.00	81.00	76.00	58.00	37.00	61.00	29.00	26.00	41.00	35.00	29.00	25.00	36.00	38.00	37.00	
CNC06350_1	1848146	1848190	45	utr3E	342.00	159.00	131.00	106.00	73.00	57.00	63.00	33.00	33.00	89.00	86.00	99.00	91.00	84.00	57.00	135.00	124.00	116.00	
CNC06370_1	1851947	1851966	20	utr3E	703.00	298.00	219.00	430.00	169.00	153.00	163.00	112.00	171.00	129.00	93.00	147.00	162.00	148.00	159.00	75.00	83.00	105.00	
CNC06390_1	1855709	1855720	12	utr3E	36.00	18.00	15.00	20.00	19.00	13.00	3.00	2.00	2.00	6.00	1.00	7.00	8.00	13.00	13.00	9.00	6.00	12.00	
CNC06390_2	1855816	1855820	5	cdsE	24.00	11.00	9.00	11.00	23.00	9.00	5.00	1.00	2.00	6.00	5.00	9.00	15.00	15.00	15.00	22.00	14.00	8.00	
CNC06410_1	1860092	1860138	47	utr3E	54.00	45.00	24.00	13.00	12.00	5.00	26.00	19.00	32.00	32.00	23.00	30.00	34.00	38.00	27.00	22.00	12.00	10.00	
CNC06410_2	1860216	1860216	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	1.00	5.00	2.00	5.00	1.00	1.00	
CNC06410_3	1863092	1863095	4	utr5E	0	0	0	0	0	0	6.00	5.00	7.00	0	0	0	0	0	0	0	0	0	
CNC06425_1	1865220	1865253	34	utr3E	35.00	16.00	12.00	5.00	1.00	4.00	14.00	8.00	14.00	24.00	19.00	32.00	33.00	49.00	39.00	20.00	11.00	20.00	
CNC06425_2	1866564	1866590	27	utr5E	4.00	1.00	1.00	0	0	0	44.00	12.00	12.00	8.00	14.00	7.00	4.00	2.00	1.00	1.00	2.00	1.00	
CNC06460_1	1878424	1878437	14	utr3E	30.00	20.00	14.00	16.00	13.00	5.00	9.00	4.00	8.00	29.00	31.00	23.00	30.00	27.00	21.00	24.00	17.00	28.00	
CNC06460_2	1878588	1878598	11	utr3E	1.00	4.00	3.00	1.00	1.00	2.00	0	0	0	23.00	19.00	31.00	13.00	18.00	15.00	29.00	8.00	12.00	
CNC06460_3	1878752	1878756	5	utr3E	0	0	0	2.00	1.00	1.00	1.00	1.00	1.00	4.00	1.00	4.00	7.00	4.00	4.00	6.00	6.00	11.00	
CNC06460_4	1878815	1878846	32	utr3E	8.00	4.00	2.00	0	0	0	9.00	2.00	4.00	13.00	10.00	13.00	15.00	18.00	14.00	9.00	6.00	6.00	
CNC06490_1	1892413	1892485	73	utr3E	277.00	175.00	102.00	143.00	96.00	70.00	27.00	15.00	12.00	232.00	239.00	386.00	250.00	214.00	213.00	123.00	82.00	96.00	
CNC06490_2	1892561	1892577	17	utr3E	38.00	26.00	14.00	6.00	7.00	1.00	1.00	1.00	3.00	4.00	1.00	2.00	9.00	11.00	3.00	4.00	5.00	4.00	
CNC06490_3	1896181	1896181	1	utr5E	0	0	0	0	0	0	3.00	4.00	5.00	0	0	0	0	0	0	1.00	1.00	3.00	
CNC06500_1	1896376	1896415	40	utr3E	157.00	98.00	44.00	85.00	33.00	29.00	48.00	27.00	30.00	46.00	44.00	80.00	61.00	80.00	65.00	58.00	44.00	40.00	
CNC06520_1	1906054	1906135	82	utr3E	169.00	125.00	78.00	148.00	110.00	83.00	155.00	65.00	75.00	66.00	75.00	88.00	104.00	87.00	85.00	39.00	42.00	38.00	
CNC06520_2	1906578	1906625	48	cdsE	0	0	0	1.00	4.00	1.00	0	0	0	3.00	6.00	2.00	4.00	2.00	2.00	1.00	2.00	2.00	
CNC06520_3	1911587	1911587	1	utr5E	0	0	0	0	0	0	10.00	1.00	4.00	5.00	6.00	4.00	2.00	4.00	1.00	0	0	0	
CNC06520_4	1911688	1911739	52	utr5E	0	0	0	0	0	0	42.00	37.00	44.00	4.00	5.00	3.00	0	0	0	0	0	0	
CNC06570_1	1923391	1923393	3	utr3E	6.00	5.00	4.00	16.00	5.00	6.00	8.00	7.00	6.00	31.00	19.00	51.00	10.00	9.00	9.00	12.00	11.00	4.00	
CNC06570_2	1923509	1923512	4	utr3E	4.00	1.00	2.00	7.00	2.00	2.00	8.00	3.00	13.00	11.00	8.00	11.00	2.00	4.00	3.00	3.00	1.00	1.00	
CNC06570_3	1923660	1923677	18	utr3E	6.00	4.00	2.00	0	0	0	0	0	0	7.00	3.00	4.00	5.00	8.00	8.00	0	0	0	
CNC06570_4	1925318	1925334	17	utr5E	20.00	7.00	7.00	5.00	11.00	4.00	294.00	127.00	184.00	22.00	25.00	37.00	23.00	40.00	15.00	17.00	4.00	6.00	
CNC06600_1	1929890	1929934	45	utr3E	83.00	98.00	53.00	92.00	51.00	33.00	98.00	63.00	78.00	42.00	57.00	73.00	72.00	76.00	44.00	66.00	43.00	43.00	
CNC06620_1	1933396	1933398	3	utr3E	3.00	3.00	3.00	11.00	9.00	6.00	1.00	2.00	3.00	0	0	0	5.00	7.00	6.00	0	0	0	
CNC06640_1	1937556	1937577	22	utr3E	487.00	306.00	204.00	335.00	235.00	201.00	106.00	41.00	64.00	163.00	116.00	140.00	448.00	440.00	354.00	338.00	203.00	198.00	
CNC06650_1	1939892	1939939	48	utr3E	187.00	127.00	85.00	21.00	16.00	9.00	44.00	26.00	35.00	67.00	54.00	92.00	106.00	144.00	95.00	64.00	56.00	51.00	
CNC06680_1	1948165	1948239	75	utr3E	194.00	98.00	75.00	182.00	124.00	108.00	66.00	33.00	48.00	124.00	100.00	177.00	116.00	129.00	99.00	53.00	20.00	37.00	
CNC06690_1	1950609	1950661	53	utr3E	259.00	61.00	65.00	3994.00	2583.00	2119.00	300.00	174.00	240.00	10.00	15.00	16.00	160.00	173.00	152.00	75.00	57.00	56.00	
CNC06720_1	1967210	1967210	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	3.00	4.00	1.00	5.00	1.00	0	0	0	
CNC06720_2	1967537	1967537	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	
CNC06720_3	1968599	1968599	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	0	0	0	
CNC06740_1	1973007	1973011	5	utr3E	11.00	1.00	2.00	10.00	4.00	5.00	3.00	1.00	3.00	0	0	0	0	0	0	0	0	0	
CNC06740_2	1973015	1973015	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	
CNC06740_3	1973127	1973135	9	utr3E	1.00	1.00	1.00	15.00	8.00	5.00	0	0	0	4.00	2.00	7.00	0	0	0	0	0	0	
CNC06780_1	1983246	1983282	37	utr3E	172.00	110.00	77.00	165.00	112.00	77.00	57.00	27.00	68.00	72.00	68.00	97.00	111.00	95.00	86.00	72.00	69.00	61.00	
CNC06780_2	1983368	1983412	45	cdsE	9.00	2.00	5.00	3.00	7.00	4.00	5.00	3.00	3.00	14.00	5.00	12.00	17.00	18.00	12.00	17.00	14.00	18.00	
CNC06800_1	1987854	1987924	71	utr3E	2.00	7.00	1.00	18.00	13.00	13.00	0	0	0	5.00	7.00	12.00	18.00	19.00	18.00	2.00	4.00	2.00	
CNC06800_2	1989890	1989890	1	utr5E	0	0	0	0	0	0	5.00	1.00	3.00	4.00	4.00	5.00	1.00	3.00	3.00	0	0	0	
CNC06840_1	1999352	1999353	2	utr3E	22.00	16.00	8.00	7.00	5.00	4.00	3.00	2.00	6.00	3.00	5.00	4.00	13.00	12.00	6.00	8.00	4.00	8.00	
CNC06840_2	1999353	1999353	1	utr3E	22.00	16.00	8.00	7.00	5.00	4.00	3.00	2.00	6.00	3.00	5.00	4.00	0	0	0	8.00	4.00	8.00	
CNC06850_1	2002147	2002180	34	utr3E	49.00	37.00	29.00	62.00	30.00	22.00	87.00	50.00	79.00	26.00	22.00	25.00	145.00	151.00	159.00	102.00	68.00	60.00	
CNC06850_2	2003716	2003780	65	utr5E	21.00	4.00	6.00	85.00	53.00	35.00	0	0	0	0	0	0	13.00	21.00	16.00	9.00	2.00	2.00	
CNC06870_1	2008785	2008785	1	utr3E	0	0	0	0	0	0	0	0	0	0	0	0	3.00	2.00	3.00	0	0	0	
CNC06880_1	2014874	2014886	13	utr3E	872.00	574.00	436.00	358.00	203.00	156.00	145.00	82.00	121.00	411.00	433.00	547.00	957.00	969.00	886.00	313.00	194.00	201.00	
CNC06900_1	2019716	2019722	7	utr3E	8.00	6.00	1.00	9.00	4.00	5.00	0	0	0	0	0	0	9.00	14.00	9.00	9.00	8.00	5.00	
CNC06920_1	2021882	2021882	1	utr3E	0	0	0	11.00	6.00	3.00	0	0	0	0	0	0	3.00	5.00	3.00	0	0	0	
CNC06940_1	2027627	2027756	130	utr3E	52626.00	28114.00	19269.00	13053.00	9771.00	7346.00	5156.00	2538.00	3930.00	6157.00	4858.00	6683.00	7115.00	7072.00	6068.00	19300.00	12522.00	11496.00	
CNC06970_1	2035947	2035951	5	utr3E	40.00	35.00	29.00	19.00	14.00	10.00	0	0	0	17.00	13.00	18.00	30.00	28.00	25.00	33.00	22.00	21.00	
CNC06970_2	2036005	2036029	25	utr3E	10.00	7.00	5.00	7.00	5.00	4.00	2.00	1.00	1.00	7.00	4.00	4.00	10.00	15.00	4.00	1.00	3.00	4.00	
CNC06970_3	2036198	2036208	11	utr3E	27.00	7.00	6.00	12.00	9.00	5.00	8.00	6.00	10.00	7.00	5.00	3.00	14.00	11.00	13.00	10.00	12.00	8.00	
CNC06970_4	2036208	2036208	1	utr3E	0	0	0	0	0	0	0	0	0	7.00	5.00	3.00	0	0	0	0	0	0	
CNC06980_1	2039763	2039783	21	utr3E	268.00	159.00	125.00	170.00	81.00	50.00	89.00	48.00	52.00	219.00	138.00	299.00	412.00	455.00	356.00	196.00	143.00	147.00	
CNC07010_1	2045450	2045450	1	utr3E	3.00	4.00	3.00	1.00	3.00	1.00	0	0	0	0	0	0	8.00	6.00	4.00	4.00	3.00	1.00	
CNC07010_2	2045519	2045558	40	utr3E	6.00	8.00	2.00	6.00	4.00	7.00	0	0	0	0	0	0	16.00	15.00	22.00	4.00	8.00	7.00	
CNC07010_3	2045632	2045632	1	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	2.00	1.00	4.00	1.00	2.00	2.00	
CNC07030_1	2053171	2053213	43	utr3E	87.00	52.00	32.00	56.00	24.00	16.00	35.00	28.00	37.00	98.00	119.00	114.00	63.00	84.00	66.00	33.00	28.00	23.00	
