	merge_cluster																									
CNB02650_3	782676	782730	55	cdsE	0	0	0	0	0	0	2.00	2.00	2.00	8.00	8.00	10.00	0	0	0	1.00	1.00	1.00	0	0	0	
CNB02660_1	783419	783712	294	utr5E	1324.00	1186.00	761.00	229.00	179.00	209.00	801.00	778.00	578.00	483.00	374.00	561.00	1041.00	992.00	1146.00	346.00	396.00	486.00	573.00	549.00	438.00	
CNB02670_1	786782	787111	330	utr5E	1886.00	2115.00	1255.00	113.00	91.00	57.00	3457.00	3660.00	3581.00	1476.00	1359.00	2439.00	1602.00	932.00	787.00	129.00	205.00	294.00	1241.00	1589.00	1240.00	
CNB02670_2	788752	788787	36	cdsE	21.00	15.00	16.00	58.00	50.00	74.00	86.00	84.00	95.00	160.00	143.00	134.00	3.00	1.00	2.00	20.00	33.00	31.00	37.00	31.00	37.00	
CNB02670_3	789207	789447	241	utr3E	393.00	272.00	196.00	62.00	65.00	43.00	884.00	1369.00	1417.00	1186.00	1409.00	1153.00	467.00	324.00	326.00	14.00	23.00	18.00	726.00	895.00	629.00	
CNB02710_1	807611	807640	30	utr5E	67.00	48.00	44.00	74.00	97.00	76.00	25.00	20.00	16.00	26.00	19.00	29.00	403.00	191.00	207.00	215.00	238.00	75.00	22.00	27.00	9.00	
CNB02710_2	808476	808509	34	cdsE	0	0	0	2.00	4.00	3.00	0	0	0	5.00	4.00	3.00	0	0	0	0	0	0	0	0	0	
CNB02730_1	813972	814075	104	utr5E	85.00	63.00	44.00	5.00	6.00	5.00	44.00	46.00	38.00	39.00	48.00	40.00	39.00	31.00	29.00	12.00	16.00	22.00	70.00	68.00	61.00	
CNB02730_2	815706	815787	82	cdsE	1.00	2.00	1.00	1.00	1.00	1.00	11.00	16.00	15.00	46.00	38.00	25.00	3.00	2.00	2.00	0	0	0	9.00	10.00	12.00	
CNB02730_3	816192	816215	24	cdsE	0	0	0	2.00	2.00	2.00	1.00	2.00	3.00	6.00	3.00	8.00	13.00	8.00	11.00	0	0	0	0	0	0	
CNB02750_1	818092	818144	53	utr5E	4104.00	3023.00	2269.00	911.00	811.00	1023.00	549.00	508.00	353.00	557.00	411.00	506.00	2492.00	2526.00	2503.00	1426.00	1622.00	838.00	800.00	815.00	552.00	
CNB02760_1	819323	819360	38	utr5E	30.00	37.00	27.00	16.00	11.00	13.00	9.00	9.00	6.00	0	0	0	28.00	30.00	22.00	9.00	7.00	12.00	12.00	16.00	11.00	
CNB02760_2	820213	820220	8	cdsE	0	0	0	5.00	6.00	5.00	1.00	1.00	1.00	2.00	1.00	1.00	0	0	0	0	0	0	2.00	2.00	1.00	
CNB02760_3	820422	820422	1	cdsE	0	0	0	0	0	0	3.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNB02760_4	821017	821017	1	cdsE	14.00	4.00	7.00	5.00	1.00	4.00	3.00	1.00	2.00	3.00	1.00	1.00	3.00	8.00	5.00	2.00	5.00	1.00	1.00	7.00	6.00	
CNB02760_5	821115	821169	55	cdsE	0	0	0	11.00	9.00	9.00	2.00	3.00	2.00	3.00	4.00	2.00	2.00	2.00	2.00	5.00	9.00	4.00	1.00	1.00	2.00	
CNB02760_6	821771	821798	28	cdsE	0	0	0	7.00	5.00	8.00	0	0	0	3.00	4.00	4.00	0	0	0	5.00	8.00	5.00	0	0	0	
CNB02800_1	834301	834349	49	utr5E	2.00	7.00	2.00	0	0	0	0	0	0	11.00	8.00	9.00	0	0	0	0	0	0	0	0	0	
CNB02800_2	834402	834465	64	utr5E	382.00	244.00	185.00	60.00	45.00	46.00	104.00	115.00	105.00	52.00	57.00	73.00	271.00	229.00	206.00	70.00	57.00	69.00	94.00	85.00	77.00	
CNB02800_3	834584	834618	35	cdsE	19.00	11.00	13.00	3.00	2.00	3.00	1.00	1.00	1.00	9.00	10.00	9.00	13.00	13.00	5.00	4.00	5.00	3.00	0	0	0	
CNB02810_1	836527	836679	153	utr5E	1198.00	1113.00	751.00	773.00	474.00	505.00	854.00	767.00	670.00	312.00	255.00	412.00	1569.00	1461.00	1197.00	675.00	784.00	230.00	290.00	373.00	251.00	
CNB02810_2	836774	836859	86	utr5I	110.00	57.00	51.00	219.00	168.00	179.00	33.00	24.00	28.00	55.00	63.00	82.00	137.00	118.00	75.00	14.00	22.00	7.00	20.00	22.00	11.00	
CNB02820_1	838948	839234	287	utr5E	673.00	431.00	549.00	382.00	403.00	344.00	274.00	262.00	197.00	236.00	184.00	227.00	949.00	589.00	557.00	427.00	460.00	125.00	231.00	276.00	293.00	
CNB02840_1	842163	842313	151	utr5E	627.00	597.00	492.00	429.00	319.00	325.00	621.00	581.00	522.00	221.00	205.00	281.00	808.00	698.00	752.00	531.00	542.00	303.00	364.00	547.00	430.00	
CNB02870_1	849968	850210	243	utr5E	14403.00	8324.00	8871.00	4754.00	4818.00	5735.00	3932.00	4302.00	3762.00	3530.00	3249.00	3323.00	11096.00	7196.00	6155.00	7099.00	7769.00	5614.00	7036.00	6158.00	5356.00	
CNB02900_1	853840	853882	43	utr5E	246.00	209.00	159.00	99.00	99.00	70.00	69.00	51.00	53.00	52.00	52.00	66.00	221.00	260.00	191.00	99.00	123.00	49.00	94.00	124.00	69.00	
CNB03010_1	917919	917975	57	utr5E	1119.00	595.00	418.00	251.00	190.00	242.00	407.00	310.00	251.00	229.00	203.00	223.00	540.00	539.00	494.00	388.00	433.00	398.00	421.00	452.00	356.00	
CNB03040_1	924462	924613	152	utr5E	505.00	225.00	193.00	88.00	103.00	105.00	151.00	173.00	145.00	230.00	232.00	230.00	245.00	127.00	117.00	161.00	170.00	238.00	220.00	226.00	200.00	
CNB03070_1	928253	928415	163	utr5E	989.00	856.00	749.00	779.00	937.00	1063.00	524.00	513.00	441.00	507.00	586.00	699.00	3094.00	1616.00	1498.00	1441.00	2018.00	456.00	932.00	728.00	520.00	
CNB03080_1	929760	929818	59	utr5E	92.00	52.00	54.00	177.00	177.00	187.00	35.00	37.00	29.00	29.00	24.00	25.00	73.00	67.00	56.00	143.00	96.00	159.00	71.00	69.00	101.00	
CNB03080_2	930599	930653	55	cdsE	0	0	0	14.00	14.00	16.00	0	0	0	0	0	0	12.00	9.00	11.00	7.00	6.00	6.00	0	0	0	
CNB03100_1	935745	935745	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	4.00	2.00	2.00	0	0	0	0	0	0	
CNB03100_2	935917	935917	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNB03100_3	936028	936028	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03100_4	936254	936254	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNB03100_5	936447	936447	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNB03120_1	940671	940826	156	utr5E	65.00	47.00	39.00	36.00	31.00	17.00	118.00	93.00	60.00	20.00	16.00	18.00	67.00	70.00	66.00	37.00	36.00	65.00	47.00	42.00	23.00	
CNB03120_2	942943	942962	20	cdsE	0	0	0	6.00	6.00	5.00	0	0	0	0	0	0	7.00	3.00	6.00	0	0	0	0	0	0	
CNB03120_3	943280	943283	4	cdsE	4.00	1.00	1.00	1.00	1.00	1.00	2.00	2.00	3.00	5.00	5.00	7.00	1.00	1.00	1.00	0	0	0	1.00	6.00	4.00	
CNB03130_1	944864	944955	92	utr5E	38.00	37.00	33.00	18.00	17.00	22.00	0	0	0	5.00	3.00	4.00	49.00	38.00	36.00	39.00	33.00	19.00	2.00	1.00	2.00	
CNB03130_2	945567	945568	2	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNB03130_3	945787	945787	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	0	0	0	0	0	0	
CNB03130_4	945895	945919	25	cdsE	0	0	0	0	0	0	0	0	0	4.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNB03130_5	945920	945920	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNB03130_6	945999	946000	2	cdsE	0	0	0	0	0	0	0	0	0	4.00	9.00	5.00	0	0	0	2.00	3.00	7.00	1.00	1.00	2.00	
CNB03170_1	957497	957530	34	utr5E	81.00	77.00	78.00	30.00	28.00	20.00	81.00	54.00	54.00	37.00	39.00	54.00	141.00	136.00	123.00	55.00	69.00	57.00	102.00	117.00	81.00	
CNB03170_2	959228	959257	30	cdsE	6.00	1.00	1.00	17.00	20.00	20.00	0	0	0	0	0	0	0	0	0	7.00	11.00	11.00	0	0	0	
CNB03170_3	960515	960573	59	cdsE	0	0	0	0	0	0	22.00	15.00	16.00	52.00	56.00	43.00	1.00	1.00	1.00	7.00	6.00	6.00	42.00	49.00	37.00	
CNB03180_1	961538	961538	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNB03180_2	961580	961580	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	2.00	1.00	1.00	0	0	0	0	0	0	
CNB03180_3	962158	962190	33	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	8.00	3.00	4.00	5.00	5.00	2.00	2.00	2.00	1.00	
CNB03180_4	963473	963475	3	cdsE	0	0	0	0	0	0	0	0	0	3.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNB03190_1	963873	963976	104	utr5E	184.00	165.00	136.00	118.00	96.00	113.00	235.00	175.00	144.00	69.00	72.00	84.00	370.00	352.00	305.00	220.00	204.00	37.00	263.00	267.00	188.00	
CNB03190_2	965005	965055	51	cdsI	0	0	0	32.00	31.00	31.00	0	0	0	7.00	2.00	4.00	0	0	0	14.00	14.00	23.00	0	0	0	
CNB03195_1	966425	966638	214	utr5E	140.00	81.00	66.00	126.00	142.00	175.00	25.00	30.00	21.00	113.00	129.00	131.00	117.00	96.00	97.00	164.00	200.00	95.00	29.00	28.00	45.00	
CNB03195_2	967019	967091	73	cdsE	0	0	0	0	0	0	2.00	2.00	3.00	45.00	41.00	27.00	0	0	0	1.00	1.00	1.00	3.00	3.00	8.00	
CNB03235_1	976149	976194	46	utr5E	47.00	33.00	20.00	26.00	26.00	35.00	27.00	35.00	35.00	22.00	13.00	18.00	57.00	34.00	36.00	34.00	43.00	35.00	38.00	36.00	25.00	
CNB03235_2	977004	977006	3	utr3I	0	0	0	0	0	0	0	0	0	6.00	3.00	3.00	0	0	0	0	0	0	0	0	0	
CNB03235_3	977141	977179	39	utr3I	0	0	0	3.00	5.00	4.00	6.00	11.00	7.00	6.00	9.00	7.00	0	0	0	0	0	0	1.00	2.00	1.00	
CNB03240_1	978677	978754	78	utr5E	134.00	146.00	107.00	56.00	39.00	43.00	176.00	175.00	112.00	24.00	39.00	45.00	138.00	95.00	92.00	31.00	25.00	28.00	83.00	131.00	89.00	
CNB03240_2	978855	978932	78	cdsE	0	0	0	9.00	12.00	8.00	4.00	11.00	10.00	5.00	1.00	6.00	7.00	3.00	3.00	0	0	0	2.00	2.00	1.00	
CNB03270_1	983730	983839	110	utr5E	26.00	6.00	7.00	0	0	0	23.00	24.00	24.00	7.00	10.00	17.00	10.00	5.00	3.00	0	0	0	19.00	11.00	9.00	
CNB03270_2	985656	985656	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03270_3	986274	986274	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNB03270_4	986307	986311	5	cdsE	0	0	0	3.00	5.00	7.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03290_1	990719	990827	109	utr5E	3062.00	2309.00	1761.00	547.00	551.00	534.00	474.00	791.00	618.00	885.00	864.00	838.00	750.00	993.00	716.00	572.00	575.00	309.00	1363.00	1620.00	1338.00	
CNB03300_1	993817	993938	122	utr5E	241.00	208.00	103.00	112.00	69.00	66.00	106.00	95.00	74.00	37.00	33.00	54.00	282.00	407.00	306.00	100.00	127.00	60.00	102.00	157.00	109.00	
CNB03310_1	997990	997990	1	utr5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00	5.00	8.00	
CNB03310_2	998550	998620	71	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	19.00	19.00	13.00	0	0	0	3.00	2.00	1.00	0	0	0	
CNB03310_3	999185	999421	237	cdsE	77.00	42.00	48.00	49.00	50.00	47.00	3.00	4.00	7.00	104.00	98.00	94.00	7.00	5.00	5.00	55.00	53.00	58.00	14.00	26.00	26.00	
CNB03310_4	999479	999479	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	4.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNB03310_5	999495	999495	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNB03340_1	1004504	1004554	51	utr5E	24.00	8.00	9.00	13.00	15.00	13.00	39.00	21.00	15.00	4.00	2.00	1.00	59.00	50.00	39.00	36.00	37.00	34.00	24.00	30.00	20.00	
CNB03340_2	1004623	1004640	18	cdsE	3.00	3.00	2.00	1.00	2.00	2.00	0	0	0	0	0	0	39.00	31.00	27.00	4.00	3.00	1.00	0	0	0	
CNB03340_3	1005026	1005048	23	cdsI	1.00	2.00	1.00	0	0	0	0	0	0	2.00	2.00	1.00	14.00	14.00	8.00	3.00	12.00	6.00	0	0	0	
CNB03340_4	1005270	1005328	59	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	5.00	10.00	8.00	23.00	25.00	18.00	0	0	0	
CNB03340_5	1007196	1007232	37	cdsE	0	0	0	4.00	3.00	3.00	4.00	2.00	2.00	15.00	10.00	12.00	2.00	2.00	2.00	3.00	3.00	5.00	7.00	5.00	4.00	
CNB03340_6	1007291	1007326	36	cdsE	0	0	0	3.00	1.00	2.00	0	0	0	16.00	15.00	13.00	0	0	0	0	0	0	9.00	12.00	8.00	
CNB03340_7	1007548	1007602	55	cdsE	0	0	0	4.00	5.00	8.00	2.00	1.00	2.00	69.00	52.00	44.00	1.00	3.00	2.00	7.00	3.00	8.00	22.00	20.00	19.00	
CNB03340_8	1007783	1007820	38	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	12.00	15.00	19.00	0	0	0	0	0	0	6.00	8.00	7.00	
CNB03360_1	1010371	1010407	37	utr5E	49.00	57.00	46.00	13.00	11.00	14.00	21.00	18.00	18.00	9.00	9.00	7.00	56.00	39.00	38.00	25.00	33.00	40.00	18.00	31.00	9.00	
CNB03360_2	1011609	1011685	77	cdsE	0	0	0	0	0	0	11.00	8.00	11.00	9.00	7.00	6.00	5.00	2.00	2.00	0	0	0	4.00	4.00	3.00	
CNB03380_1	1017200	1017255	56	utr5I	118.00	38.00	60.00	9.00	11.00	10.00	0	0	0	0	0	0	110.00	105.00	115.00	109.00	163.00	67.00	20.00	22.00	16.00	
CNB03380_2	1017542	1017819	278	utr5E	32.00	14.00	17.00	56.00	46.00	53.00	107.00	95.00	79.00	27.00	18.00	44.00	59.00	45.00	67.00	18.00	21.00	16.00	52.00	81.00	85.00	
CNB03380_3	1018599	1018795	197	cdsE	2.00	1.00	1.00	3.00	2.00	5.00	24.00	23.00	24.00	58.00	68.00	62.00	0	0	0	16.00	18.00	27.00	20.00	25.00	20.00	
CNB03390_1	1019569	1019612	44	utr5E	49.00	35.00	26.00	9.00	10.00	5.00	24.00	15.00	12.00	8.00	9.00	13.00	42.00	26.00	31.00	15.00	15.00	14.00	43.00	31.00	27.00	
CNB03390_2	1019836	1019897	62	utr5E	52.00	25.00	44.00	0	0	0	18.00	24.00	17.00	7.00	11.00	7.00	7.00	3.00	4.00	1.00	2.00	1.00	90.00	78.00	40.00	
CNB03390_3	1020060	1020102	43	cdsI	0	0	0	0	0	0	2.00	1.00	3.00	5.00	4.00	4.00	0	0	0	0	0	0	1.00	1.00	2.00	
CNB03390_4	1022692	1022762	71	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	11.00	11.00	10.00	0	0	0	0	0	0	0	0	0	
CNB03390_5	1023196	1023198	3	utr3E	0	0	0	10.00	6.00	3.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNB03420_1	1026980	1027001	22	utr5E	1.00	1.00	1.00	0	0	0	1.00	1.00	2.00	0	0	0	35.00	19.00	27.00	8.00	7.00	10.00	3.00	5.00	5.00	
CNB03420_2	1028239	1028427	189	cdsI	14.00	5.00	10.00	52.00	77.00	66.00	3.00	3.00	2.00	27.00	21.00	24.00	1.00	1.00	2.00	53.00	41.00	23.00	0	0	0	
CNB03420_3	1028515	1028760	246	cdsE	74.00	35.00	30.00	120.00	103.00	110.00	20.00	12.00	18.00	45.00	50.00	43.00	47.00	58.00	44.00	17.00	18.00	11.00	16.00	16.00	12.00	
CNB03420_4	1028832	1029023	192	cdsE	14.00	9.00	5.00	3.00	4.00	3.00	17.00	19.00	30.00	59.00	47.00	43.00	14.00	17.00	15.00	8.00	5.00	7.00	34.00	27.00	27.00	
CNB03440_1	1032175	1032291	117	utr5E	189.00	205.00	153.00	89.00	97.00	62.00	349.00	318.00	306.00	188.00	178.00	324.00	324.00	216.00	297.00	122.00	172.00	54.00	271.00	267.00	313.00	
CNB03440_2	1033003	1033022	20	cdsE	0	0	0	0	0	0	32.00	46.00	43.00	32.00	29.00	26.00	1.00	1.00	2.00	0	0	0	9.00	8.00	11.00	
CNB03460_1	1036090	1036514	425	utr5E	2120.00	1412.00	968.00	4590.00	2584.00	3202.00	2393.00	2276.00	1839.00	1349.00	1302.00	1512.00	1005.00	995.00	918.00	447.00	407.00	177.00	711.00	836.00	693.00	
CNB03470_1	1038936	1039061	126	utr5E	122.00	79.00	85.00	213.00	144.00	136.00	162.00	189.00	135.00	57.00	56.00	93.00	84.00	50.00	76.00	92.00	73.00	144.00	235.00	260.00	210.00	
CNB03540_1	1055823	1055952	130	utr5E	524.00	375.00	298.00	285.00	250.00	278.00	723.00	625.00	631.00	396.00	445.00	596.00	251.00	207.00	230.00	195.00	259.00	78.00	398.00	455.00	371.00	
CNB03560_1	1060069	1060110	42	utr5E	0	0	0	4.00	4.00	5.00	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03560_2	1060495	1060520	26	utr5E	0	0	0	4.00	3.00	3.00	0	0	0	1.00	4.00	1.00	0	0	0	7.00	7.00	5.00	0	0	0	
CNB03575_1	1062939	1063004	66	utr5E	21.00	17.00	15.00	14.00	14.00	13.00	8.00	12.00	8.00	12.00	7.00	14.00	34.00	28.00	33.00	39.00	37.00	42.00	8.00	15.00	9.00	
CNB03575_2	1063732	1063732	1	utr3E	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03590_1	1065436	1065459	24	utr5E	37.00	46.00	23.00	14.00	17.00	12.00	24.00	15.00	9.00	15.00	22.00	21.00	53.00	44.00	40.00	12.00	20.00	18.00	28.00	28.00	16.00	
CNB03590_2	1066478	1066560	83	cdsI	0	0	0	1.00	4.00	3.00	0	0	0	0	0	0	0	0	0	43.00	42.00	42.00	0	0	0	
CNB03590_3	1066626	1066686	61	cdsE	0	0	0	21.00	15.00	37.00	0	0	0	21.00	25.00	28.00	2.00	1.00	1.00	12.00	9.00	6.00	0	0	0	
CNB03590_4	1066773	1066808	36	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	8.00	6.00	5.00	1.00	1.00	1.00	1.00	1.00	1.00	
CNB03590_5	1067303	1067331	29	cdsE	4.00	1.00	1.00	1.00	1.00	7.00	1.00	1.00	1.00	32.00	30.00	23.00	0	0	0	3.00	3.00	4.00	7.00	4.00	2.00	
CNB03600_1	1067747	1067821	75	cdsE	104.00	69.00	68.00	16.00	22.00	27.00	88.00	86.00	64.00	44.00	45.00	67.00	127.00	93.00	99.00	67.00	104.00	108.00	134.00	137.00	93.00	
CNB03600_2	1068121	1068124	4	cdsI	2.00	1.00	1.00	11.00	12.00	13.00	0	0	0	6.00	4.00	4.00	4.00	7.00	5.00	15.00	18.00	14.00	0	0	0	
CNB03600_3	1068727	1068753	27	cdsE	0	0	0	4.00	4.00	5.00	3.00	7.00	3.00	13.00	13.00	8.00	0	0	0	0	0	0	1.00	5.00	1.00	
CNB03640_1	1077697	1077814	118	utr5E	177.00	188.00	118.00	11.00	21.00	13.00	39.00	29.00	31.00	16.00	17.00	16.00	250.00	176.00	176.00	73.00	65.00	92.00	26.00	45.00	28.00	
CNB03640_2	1079064	1079064	1	cdsI	0	0	0	1.00	1.00	3.00	0	0	0	3.00	2.00	3.00	0	0	0	1.00	3.00	1.00	0	0	0	
CNB03680_1	1087892	1087995	104	utr5E	85.00	97.00	78.00	88.00	71.00	93.00	17.00	31.00	15.00	15.00	16.00	20.00	158.00	154.00	123.00	117.00	124.00	85.00	31.00	29.00	22.00	
CNB03700_1	1092274	1092360	87	utr5E	6.00	3.00	4.00	7.00	6.00	5.00	8.00	7.00	7.00	0	0	0	11.00	12.00	10.00	8.00	7.00	5.00	4.00	3.00	7.00	
CNB03700_2	1093173	1093173	1	cdsE	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	6.00	3.00	3.00	
CNB03700_3	1093444	1093589	146	cdsE	0	0	0	32.00	38.00	52.00	14.00	19.00	16.00	77.00	38.00	59.00	1.00	1.00	1.00	42.00	44.00	64.00	9.00	8.00	7.00	
CNB03700_4	1094419	1094423	5	cdsE	0	0	0	2.00	1.00	1.00	3.00	5.00	7.00	1.00	1.00	1.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNB03700_5	1096097	1096198	102	cdsE	7.00	4.00	4.00	8.00	4.00	4.00	7.00	6.00	8.00	4.00	3.00	5.00	21.00	11.00	16.00	8.00	7.00	5.00	2.00	3.00	2.00	
CNB03700_6	1098117	1098117	1	cdsE	5.00	1.00	1.00	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNB03700_7	1099153	1099153	1	cdsE	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03730_1	1106214	1106339	126	utr5E	591.00	523.00	523.00	257.00	183.00	136.00	658.00	680.00	462.00	53.00	54.00	65.00	614.00	447.00	355.00	302.00	418.00	200.00	1111.00	1711.00	1392.00	
CNB03750_1	1112369	1112457	89	utr5E	13.00	10.00	4.00	7.00	3.00	2.00	8.00	10.00	8.00	5.00	4.00	3.00	15.00	12.00	19.00	11.00	8.00	9.00	13.00	19.00	12.00	
CNB03750_2	1113141	1113141	1	cdsE	0	0	0	0	0	0	2.00	3.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03750_3	1113207	1113207	1	cdsE	3.00	1.00	1.00	2.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03750_4	1113533	1113533	1	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	2.00	2.00	2.00	1.00	0	0	0	
CNB03750_5	1114121	1114146	26	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3.00	3.00	3.00	0	0	0	0	0	0	
CNB03750_6	1114650	1114771	122	cdsE	3.00	1.00	1.00	8.00	10.00	10.00	3.00	4.00	5.00	11.00	14.00	10.00	1.00	3.00	1.00	4.00	4.00	2.00	9.00	6.00	8.00	
CNB03760_1	1116156	1116198	43	utr5E	257.00	112.00	115.00	38.00	39.00	40.00	47.00	52.00	31.00	34.00	24.00	30.00	72.00	61.00	61.00	36.00	30.00	24.00	70.00	63.00	30.00	
CNB03760_2	1120011	1120018	8	cdsE	0	0	0	5.00	5.00	2.00	4.00	14.00	8.00	21.00	22.00	15.00	0	0	0	1.00	1.00	2.00	8.00	6.00	8.00	
CNB03770_1	1120534	1120636	103	utr5E	159.00	60.00	81.00	70.00	76.00	73.00	70.00	57.00	71.00	79.00	82.00	73.00	76.00	80.00	51.00	91.00	89.00	70.00	74.00	92.00	130.00	
CNB03770_2	1120663	1120766	104	utr5E	12.00	21.00	12.00	0	0	0	0	0	0	1.00	2.00	1.00	7.00	6.00	8.00	53.00	51.00	64.00	0	0	0	
CNB03800_1	1127366	1127554	189	utr5E	7998.00	6396.00	4248.00	5425.00	3432.00	3225.00	1024.00	1148.00	707.00	1209.00	1068.00	1563.00	7068.00	6597.00	6254.00	6201.00	5623.00	9363.00	1076.00	1121.00	843.00	
CNB03810_1	1128452	1128492	41	utr5E	0	0	0	0	0	0	8.00	7.00	11.00	0	0	0	12.00	12.00	7.00	5.00	3.00	2.00	13.00	13.00	6.00	
CNB03810_2	1128992	1128992	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	1.00	0	0	0	0	0	0	
CNB03810_3	1129763	1129763	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03810_4	1130554	1130554	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	11.00	4.00	5.00	0	0	0	0	0	0	0	0	0	
CNB03810_5	1130596	1130617	22	cdsE	0	0	0	2.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03810_6	1130623	1130633	11	cdsE	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	0	0	0	3.00	2.00	3.00	0	0	0	
CNB03810_7	1130750	1130795	46	cdsE	0	0	0	0	0	0	14.00	22.00	16.00	4.00	2.00	2.00	0	0	0	2.00	1.00	2.00	3.00	2.00	5.00	
CNB03810_8	1130858	1130861	4	cdsE	4.00	5.00	1.00	0	0	0	6.00	9.00	11.00	1.00	1.00	2.00	0	0	0	0	0	0	6.00	10.00	12.00	
CNB03810_9	1131231	1131231	1	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNB03810_10	1131561	1131561	1	utr3E	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNB03820_1	1133142	1133193	52	utr5E	14.00	13.00	9.00	8.00	7.00	5.00	10.00	9.00	9.00	7.00	5.00	9.00	15.00	17.00	11.00	6.00	10.00	5.00	2.00	6.00	6.00	
CNB03820_2	1134102	1134102	1	utr5E	1.00	2.00	1.00	2.00	2.00	5.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNB03820_3	1134208	1134269	62	utr5I	13.00	17.00	11.00	7.00	3.00	3.00	8.00	12.00	14.00	3.00	1.00	1.00	13.00	19.00	14.00	8.00	3.00	8.00	22.00	21.00	13.00	
CNB03820_4	1134588	1134588	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	1.00	2.00	0	0	0	0	0	0	0	0	0	
CNB03820_5	1136729	1136742	14	cdsE	0	0	0	0	0	0	4.00	8.00	9.00	12.00	9.00	7.00	0	0	0	2.00	7.00	10.00	1.00	2.00	3.00	
CNB03850_1	1140261	1140363	103	utr5E	1953.00	950.00	978.00	1834.00	1663.00	1773.00	857.00	791.00	496.00	556.00	505.00	596.00	2347.00	2689.00	2276.00	3064.00	2771.00	974.00	899.00	1016.00	891.00	
CNB03870_1	1142719	1142757	39	utr5E	81.00	81.00	67.00	43.00	36.00	23.00	68.00	44.00	53.00	23.00	7.00	27.00	23.00	33.00	24.00	25.00	31.00	26.00	40.00	36.00	39.00	
CNB03870_2	1142915	1142962	48	cdsE	3.00	1.00	1.00	3.00	2.00	3.00	3.00	2.00	2.00	0	0	0	7.00	10.00	12.00	2.00	1.00	1.00	0	0	0	
