	merge_cluster																
CNAG_02828_1	670736	670736	1	cdsE	0	0	0	2.00	4.00	6.00	0	0	0	0	0	0	
CNAG_02828_2	673931	673977	47	utr5E	3.00	9.00	4.00	1.00	1.00	1.00	2.00	1.00	1.00	0	0	0	
CNAG_02828_3	674174	674205	32	utr5E	19.00	12.00	11.00	17.00	22.00	21.00	94.00	67.00	40.00	23.00	22.00	39.00	
CNAG_02833_1	661509	661716	208	utr5E	457.00	779.00	657.00	566.00	368.00	439.00	432.00	450.00	430.00	599.00	401.00	480.00	
CNAG_02838_1	645716	645935	220	utr5E	5178.00	5676.00	5223.00	4919.00	5427.00	3637.00	3373.00	2772.00	2337.00	3990.00	2032.00	2781.00	
CNAG_02841_1	639210	639239	30	cdsE	0	0	0	14.00	30.00	13.00	2.00	1.00	5.00	9.00	10.00	4.00	
CNAG_02841_2	640103	640166	64	utr5E	11.00	13.00	9.00	20.00	9.00	13.00	29.00	24.00	19.00	37.00	21.00	24.00	
CNAG_02841_3	640344	640350	7	utr5E	3.00	5.00	10.00	7.00	8.00	7.00	0	0	0	9.00	2.00	7.00	
CNAG_02841_4	640350	640350	1	utr5E	3.00	5.00	10.00	0	0	0	0	0	0	9.00	2.00	7.00	
CNAG_02845_1	631834	632011	178	utr5E	879.00	978.00	932.00	1062.00	891.00	817.00	562.00	553.00	607.00	411.00	211.00	360.00	
CNAG_02848_1	626091	626156	66	utr5E	18.00	36.00	49.00	68.00	43.00	68.00	85.00	62.00	68.00	76.00	39.00	89.00	
CNAG_02850_1	618899	619208	310	utr5E	834.00	688.00	434.00	449.00	428.00	351.00	108.00	77.00	69.00	69.00	38.00	47.00	
CNAG_02851_1	614653	614848	196	cdsE	112.00	117.00	122.00	9.00	14.00	7.00	145.00	115.00	76.00	21.00	18.00	13.00	
CNAG_02851_2	615581	615709	129	utr5E	128.00	197.00	207.00	80.00	79.00	59.00	340.00	310.00	256.00	116.00	85.00	97.00	
CNAG_02852_1	613356	613511	156	utr5E	619.00	415.00	277.00	515.00	344.00	408.00	900.00	653.00	572.00	220.00	126.00	148.00	
CNAG_02854_1	609007	609119	113	utr5E	334.00	318.00	275.00	203.00	177.00	174.00	300.00	247.00	175.00	377.00	257.00	312.00	
CNAG_02855_1	605511	605746	236	utr5E	120.00	83.00	79.00	98.00	93.00	78.00	53.00	43.00	28.00	26.00	28.00	22.00	
CNAG_02856_1	599814	599931	118	cdsI	0	0	0	6.00	6.00	4.00	0	0	0	21.00	13.00	22.00	
CNAG_02856_2	600446	600448	3	cdsE	0	0	0	9.00	22.00	15.00	0	0	0	0	0	0	
CNAG_02856_3	603093	603097	5	cdsE	2.00	4.00	1.00	3.00	3.00	7.00	5.00	6.00	6.00	12.00	6.00	12.00	
CNAG_02856_4	603518	603793	276	utr5E	90.00	81.00	56.00	65.00	69.00	60.00	88.00	81.00	58.00	30.00	23.00	25.00	
CNAG_02859_1	591710	591733	24	cdsE	0	0	0	6.00	1.00	3.00	2.00	6.00	2.00	1.00	1.00	1.00	
CNAG_02859_2	591804	591806	3	cdsE	5.00	5.00	4.00	0	0	0	1.00	1.00	2.00	0	0	0	
CNAG_02859_3	593086	593192	107	utr5E	34.00	36.00	20.00	16.00	21.00	16.00	23.00	23.00	16.00	12.00	16.00	7.00	
CNAG_02860_1	590045	590354	310	utr5E	1328.00	1396.00	1087.00	1138.00	1200.00	1187.00	1290.00	1192.00	1170.00	786.00	716.00	657.00	
CNAG_02861_1	586470	586499	30	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	14.00	12.00	9.00	
CNAG_02861_2	586629	586775	147	cdsE	19.00	28.00	29.00	27.00	19.00	20.00	6.00	6.00	6.00	2.00	2.00	3.00	
CNAG_02861_3	587149	587226	78	utr5E	52.00	39.00	34.00	30.00	27.00	21.00	43.00	15.00	21.00	25.00	17.00	25.00	
CNAG_02867_1	575029	575089	61	utr5E	113.00	157.00	204.00	391.00	328.00	277.00	199.00	216.00	179.00	346.00	130.00	272.00	
CNAG_02870_1	565807	565807	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_02870_2	565940	565940	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	3.00	1.00	
CNAG_02870_3	566012	566012	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	3.00	2.00	
CNAG_02870_4	567535	567577	43	utr5E	4.00	10.00	6.00	4.00	5.00	6.00	2.00	4.00	4.00	0	0	0	
CNAG_02871_1	565405	565448	44	utr5E	93.00	101.00	84.00	51.00	45.00	45.00	79.00	73.00	72.00	12.00	4.00	10.00	
CNAG_02874_1	558737	558775	39	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	28.00	20.00	29.00	
CNAG_02874_2	559085	559142	58	cdsE	0	0	0	3.00	5.00	4.00	0	0	0	29.00	24.00	29.00	
CNAG_02874_3	560712	560821	110	cdsE	570.00	812.00	711.00	321.00	285.00	287.00	175.00	190.00	219.00	114.00	76.00	63.00	
CNAG_02877_1	548502	548777	276	cdsE	267.00	305.00	173.00	404.00	285.00	323.00	149.00	116.00	160.00	109.00	89.00	85.00	
CNAG_02877_2	551147	551470	324	utr5E	2473.00	1629.00	764.00	1024.00	1114.00	829.00	1363.00	969.00	1142.00	432.00	321.00	314.00	
CNAG_02878_1	546362	546412	51	cdsE	0	0	0	2.00	2.00	3.00	1.00	1.00	1.00	7.00	8.00	11.00	
CNAG_02878_2	546663	546663	1	cdsE	0	0	0	6.00	1.00	3.00	0	0	0	0	0	0	
CNAG_02878_3	546843	546878	36	cdsE	0	0	0	0	0	0	0	0	0	7.00	7.00	8.00	
CNAG_02878_4	547222	547230	9	cdsI	0	0	0	1.00	2.00	1.00	0	0	0	5.00	6.00	5.00	
CNAG_02878_5	547570	547634	65	utr5E	26.00	37.00	35.00	22.00	15.00	11.00	14.00	16.00	8.00	20.00	11.00	14.00	
CNAG_02881_1	541332	541344	13	utr3E	0	0	0	0	0	0	7.00	10.00	4.00	22.00	10.00	15.00	
CNAG_02881_2	541584	541628	45	cdsE	0	0	0	2.00	2.00	1.00	0	0	0	9.00	9.00	10.00	
CNAG_02881_3	542386	542429	44	utr5E	88.00	90.00	63.00	73.00	73.00	77.00	52.00	53.00	55.00	76.00	33.00	48.00	
CNAG_02883_1	535038	535038	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	4.00	1.00	
CNAG_02883_2	535351	535512	162	cdsI	1.00	1.00	1.00	1.00	1.00	3.00	14.00	16.00	14.00	4.00	2.00	3.00	
CNAG_02883_3	535853	536003	151	utr5E	39.00	49.00	43.00	52.00	39.00	50.00	30.00	31.00	22.00	22.00	11.00	10.00	
CNAG_02885_1	530928	531006	79	cdsE	36.00	64.00	47.00	51.00	22.00	42.00	34.00	44.00	49.00	7.00	10.00	7.00	
CNAG_02885_2	531085	531139	55	cdsE	18.00	43.00	33.00	20.00	10.00	17.00	22.00	30.00	26.00	4.00	6.00	8.00	
CNAG_02885_3	531955	532066	112	cdsE	11.00	12.00	13.00	47.00	46.00	39.00	3.00	4.00	7.00	1.00	1.00	1.00	
CNAG_02885_4	532738	532819	82	utr5E	243.00	315.00	231.00	138.00	128.00	124.00	119.00	124.00	130.00	37.00	25.00	43.00	
CNAG_02889_1	521128	521192	65	utr5E	40.00	60.00	60.00	8.00	9.00	10.00	40.00	40.00	31.00	6.00	3.00	2.00	
CNAG_02889_2	521235	521235	1	utr5E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_02891_1	518834	518952	119	utr5E	211.00	280.00	192.00	213.00	166.00	148.00	129.00	141.00	152.00	140.00	60.00	100.00	
CNAG_02893_1	515157	515215	59	utr5E	7.00	16.00	10.00	0	0	0	0	0	0	0	0	0	
CNAG_02893_2	515236	515236	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_02895_1	509680	509738	59	cdsE	0	0	0	2.00	6.00	3.00	0	0	0	23.00	30.00	19.00	
CNAG_02895_2	510293	510454	162	cdsE	0	0	0	6.00	6.00	4.00	8.00	11.00	11.00	78.00	51.00	57.00	
CNAG_02895_3	512100	512140	41	cdsE	16.00	14.00	13.00	0	0	0	11.00	7.00	9.00	5.00	6.00	4.00	
CNAG_02895_4	512547	512644	98	utr5E	53.00	58.00	55.00	79.00	45.00	56.00	57.00	55.00	58.00	56.00	36.00	42.00	
CNAG_02896_1	508795	508927	133	utr5E	391.00	665.00	514.00	231.00	166.00	166.00	274.00	254.00	245.00	210.00	104.00	164.00	
CNAG_02897_1	502513	502592	80	cdsE	4.00	5.00	3.00	4.00	2.00	2.00	1.00	1.00	2.00	18.00	17.00	16.00	
CNAG_02897_2	502678	502773	96	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	14.00	13.00	9.00	
CNAG_02897_3	506089	506170	82	cdsE	67.00	222.00	198.00	22.00	54.00	28.00	75.00	87.00	97.00	25.00	44.00	8.00	
CNAG_02897_4	506667	506733	67	utr5E	68.00	86.00	51.00	21.00	17.00	14.00	32.00	32.00	30.00	16.00	11.00	12.00	
CNAG_02902_1	492207	492207	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_02902_2	492242	492242	1	cdsE	2.00	5.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_02902_3	493514	493526	13	utr5E	13.00	12.00	8.00	3.00	1.00	2.00	10.00	6.00	6.00	0	0	0	
CNAG_02905_1	487553	487629	77	utr5E	173.00	246.00	245.00	145.00	119.00	125.00	221.00	228.00	200.00	116.00	62.00	91.00	
CNAG_02907_1	485037	485287	251	utr5E	1015.00	1395.00	1507.00	489.00	442.00	429.00	1080.00	892.00	939.00	466.00	231.00	296.00	
CNAG_02910_1	475223	475297	75	utr5E	64.00	53.00	61.00	25.00	35.00	30.00	120.00	101.00	66.00	33.00	23.00	34.00	
CNAG_02912_1	464593	464683	91	cdsE	0	0	0	0	0	0	0	0	0	17.00	11.00	11.00	
CNAG_02912_2	464707	464818	112	cdsE	0	0	0	7.00	14.00	9.00	4.00	3.00	3.00	4.00	8.00	5.00	
CNAG_02912_3	467671	467685	15	cdsE	0	0	0	8.00	11.00	10.00	0	0	0	13.00	13.00	7.00	
CNAG_02912_4	468395	468395	1	cdsE	0	0	0	0	0	0	1.00	1.00	3.00	0	0	0	
CNAG_02912_5	468683	468694	12	cdsE	0	0	0	5.00	12.00	12.00	0	0	0	0	0	0	
CNAG_02912_6	470449	470489	41	utr5E	23.00	21.00	10.00	13.00	6.00	7.00	9.00	7.00	8.00	10.00	3.00	4.00	
CNAG_02915_1	457239	457340	102	cdsE	0	0	0	0	0	0	4.00	2.00	1.00	24.00	22.00	9.00	
CNAG_02915_2	458689	458716	28	cdsE	0	0	0	15.00	24.00	12.00	2.00	2.00	2.00	1.00	1.00	1.00	
CNAG_02915_3	460349	460402	54	utr5E	260.00	198.00	153.00	47.00	48.00	35.00	175.00	157.00	136.00	66.00	65.00	69.00	
CNAG_02917_1	453245	453247	3	utr3E	16.00	12.00	10.00	10.00	3.00	6.00	4.00	4.00	5.00	10.00	4.00	7.00	
CNAG_02917_2	454436	454438	3	cdsE	4.00	6.00	2.00	0	0	0	0	0	0	9.00	7.00	5.00	
CNAG_02917_3	454824	454922	99	utr5E	194.00	219.00	236.00	337.00	314.00	321.00	34.00	47.00	30.00	26.00	7.00	11.00	
CNAG_02918_1	453078	453175	98	cdsE	1026.00	1296.00	937.00	475.00	321.00	414.00	459.00	466.00	396.00	225.00	130.00	190.00	
CNAG_02919_1	449779	449996	218	utr5E	35.00	43.00	23.00	26.00	21.00	29.00	25.00	26.00	27.00	4.00	6.00	4.00	
CNAG_02923_1	442336	442401	66	utr5E	962.00	1658.00	1745.00	1363.00	1063.00	1558.00	719.00	741.00	634.00	1089.00	453.00	739.00	
CNAG_02924_1	439660	439721	62	utr5E	345.00	507.00	346.00	299.00	213.00	184.00	564.00	618.00	567.00	379.00	205.00	301.00	
CNAG_02925_1	436800	437070	271	utr5E	542.00	658.00	577.00	1080.00	853.00	861.00	429.00	494.00	361.00	545.00	381.00	508.00	
CNAG_02928_1	431051	431143	93	utr5E	4511.00	5803.00	4596.00	6448.00	4901.00	5414.00	990.00	1045.00	967.00	1004.00	664.00	886.00	
CNAG_02929_1	428698	428790	93	cdsE	104.00	134.00	115.00	23.00	31.00	15.00	50.00	37.00	43.00	99.00	66.00	83.00	
CNAG_02929_2	429009	429183	175	utr5E	171.00	91.00	58.00	151.00	192.00	100.00	91.00	69.00	38.00	173.00	94.00	148.00	
CNAG_02930_1	419000	419068	69	cdsE	0	0	0	4.00	1.00	1.00	14.00	12.00	14.00	50.00	19.00	31.00	
CNAG_02930_2	419201	419276	76	cdsE	25.00	46.00	36.00	1.00	3.00	6.00	10.00	10.00	13.00	6.00	8.00	5.00	
CNAG_02930_3	420363	420365	3	cdsE	0	0	0	3.00	2.00	4.00	0	0	0	0	0	0	
CNAG_02930_4	420384	420407	24	cdsE	6.00	7.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_02930_5	423166	423166	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	
CNAG_02930_6	424434	424487	54	utr5E	11.00	17.00	18.00	1.00	1.00	1.00	2.00	5.00	6.00	0	0	0	
CNAG_02932_1	417407	417431	25	utr5E	2.00	2.00	6.00	1.00	3.00	1.00	4.00	5.00	5.00	3.00	1.00	2.00	
CNAG_02933_1	414416	414424	9	cdsE	20.00	18.00	16.00	0	0	0	9.00	9.00	8.00	11.00	2.00	5.00	
CNAG_02933_2	415386	415496	111	utr5E	76.00	124.00	136.00	96.00	82.00	88.00	144.00	131.00	136.00	127.00	76.00	118.00	
CNAG_02934_1	410588	410698	111	cdsE	0	0	0	0	0	0	0	0	0	34.00	24.00	27.00	
CNAG_02934_2	410795	410924	130	cdsE	0	0	0	1.00	3.00	3.00	7.00	9.00	12.00	52.00	37.00	24.00	
CNAG_02934_3	413220	413274	55	utr5E	17.00	9.00	7.00	65.00	75.00	56.00	151.00	91.00	68.00	89.00	59.00	60.00	
CNAG_02935_1	408799	408799	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	
CNAG_02935_2	409498	409502	5	cdsE	0	0	0	5.00	4.00	7.00	0	0	0	1.00	2.00	2.00	
CNAG_02935_3	409631	409631	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	2.00	1.00	
CNAG_02935_4	409875	409968	94	utr5E	30.00	29.00	30.00	17.00	15.00	15.00	17.00	13.00	8.00	6.00	9.00	8.00	
CNAG_02938_1	396832	396972	141	utr5E	1410.00	1607.00	1040.00	1053.00	753.00	830.00	940.00	941.00	777.00	1052.00	574.00	751.00	
CNAG_02941_1	387256	387365	110	cdsE	236.00	309.00	249.00	149.00	129.00	116.00	99.00	95.00	106.00	150.00	107.00	80.00	
CNAG_02941_2	387554	387671	118	cdsE	183.00	221.00	113.00	62.00	82.00	76.00	67.00	43.00	29.00	193.00	126.00	106.00	
CNAG_02941_3	387730	387884	155	utr5E	778.00	653.00	406.00	848.00	879.00	510.00	471.00	424.00	328.00	1030.00	702.00	823.00	
CNAG_02942_1	385394	385734	341	utr5E	402.00	454.00	305.00	522.00	585.00	461.00	217.00	194.00	209.00	268.00	137.00	193.00	
CNAG_02943_1	382569	383268	700	utr5E	13365.00	11474.00	7220.00	11857.00	10199.00	8629.00	6067.00	5216.00	5478.00	4730.00	2873.00	3596.00	
CNAG_02944_1	377870	377893	24	utr3E	0	0	0	0	0	0	0	0	0	7.00	6.00	11.00	
CNAG_02944_2	378659	378659	1	cdsE	1.00	3.00	1.00	4.00	1.00	4.00	3.00	2.00	1.00	3.00	1.00	1.00	
CNAG_02944_3	379929	379929	1	utr5E	6.00	2.00	5.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_02944_4	380377	380451	75	utr5E	21.00	29.00	21.00	19.00	14.00	15.00	92.00	85.00	84.00	8.00	11.00	11.00	
CNAG_02950_1	363144	363255	112	cdsE	0	0	0	2.00	2.00	2.00	3.00	4.00	6.00	80.00	62.00	66.00	
CNAG_02950_2	363317	363387	71	cdsE	0	0	0	9.00	14.00	13.00	3.00	5.00	6.00	10.00	8.00	1.00	
CNAG_02950_3	364076	364076	1	cdsI	3.00	24.00	19.00	1.00	3.00	1.00	8.00	13.00	11.00	1.00	4.00	1.00	
CNAG_02950_4	365783	365783	1	cdsE	14.00	16.00	15.00	6.00	19.00	16.00	8.00	5.00	5.00	12.00	17.00	6.00	
CNAG_02950_5	365857	365901	45	utr5E	75.00	74.00	37.00	59.00	43.00	48.00	38.00	45.00	39.00	47.00	44.00	39.00	
CNAG_02952_1	360445	360509	65	utr5E	485.00	822.00	916.00	544.00	453.00	477.00	550.00	537.00	458.00	475.00	271.00	335.00	
CNAG_02955_1	354203	354500	298	utr5E	343.00	327.00	228.00	216.00	196.00	236.00	171.00	155.00	131.00	120.00	62.00	75.00	
CNAG_02959_1	336982	336982	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	
CNAG_02959_2	339508	339533	26	utr5E	1.00	1.00	1.00	0	0	0	2.00	2.00	6.00	0	0	0	
CNAG_02959_3	339533	339533	1	utr5E	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02963_1	327936	327936	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_02963_2	328050	328077	28	cdsE	0	0	0	0	0	0	3.00	3.00	3.00	0	0	0	
CNAG_02963_3	328120	328120	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	2.00	2.00	
CNAG_02963_4	328200	328200	1	cdsE	0	0	0	2.00	3.00	3.00	1.00	1.00	1.00	0	0	0	
CNAG_02963_5	328892	328911	20	cdsE	0	0	0	13.00	26.00	17.00	0	0	0	3.00	3.00	1.00	
CNAG_02963_6	329949	329964	16	utr5E	30.00	44.00	50.00	7.00	6.00	4.00	24.00	20.00	15.00	4.00	1.00	4.00	
CNAG_02966_1	323276	323340	65	utr5E	64.00	100.00	55.00	43.00	20.00	27.00	202.00	240.00	292.00	39.00	21.00	32.00	
CNAG_02966_2	323454	323477	24	utr5E	13.00	24.00	19.00	14.00	11.00	7.00	25.00	16.00	13.00	1.00	3.00	4.00	
CNAG_02967_1	320689	320886	198	utr5E	1019.00	1106.00	739.00	992.00	809.00	635.00	848.00	869.00	804.00	3004.00	1383.00	2400.00	
CNAG_02969_1	316120	316120	1	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	2.00	
CNAG_02969_2	316339	316339	1	cdsE	0	0	0	0	0	0	0	0	0	4.00	2.00	1.00	
CNAG_02969_3	316730	316868	139	cdsI	27.00	36.00	28.00	0	0	0	0	0	0	0	0	0	
CNAG_02969_4	316924	317056	133	cdsE	24.00	37.00	24.00	11.00	13.00	18.00	1.00	1.00	1.00	1.00	1.00	2.00	
CNAG_02969_5	318031	318089	59	utr5E	35.00	26.00	17.00	32.00	25.00	28.00	4.00	10.00	6.00	8.00	3.00	3.00	
CNAG_02972_1	307537	307537	1	cdsE	1.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_02975_1	301334	301398	65	utr3E	66.00	105.00	69.00	38.00	36.00	27.00	34.00	37.00	38.00	5.00	2.00	3.00	
CNAG_02975_2	301575	301582	8	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	13.00	3.00	5.00	
CNAG_02975_3	303265	303299	35	utr5E	72.00	94.00	72.00	44.00	59.00	41.00	60.00	49.00	61.00	28.00	20.00	20.00	
CNAG_02977_1	296246	296248	3	cdsE	0	0	0	5.00	4.00	7.00	0	0	0	0	0	0	
CNAG_02977_2	299394	299466	73	utr5E	75.00	79.00	72.00	32.00	30.00	29.00	56.00	54.00	61.00	37.00	25.00	29.00	
CNAG_02978_1	293448	293514	67	utr5E	342.00	329.00	209.00	203.00	160.00	145.00	115.00	98.00	77.00	87.00	58.00	62.00	
CNAG_02980_1	289828	289839	12	cdsE	0	0	0	15.00	20.00	20.00	2.00	2.00	3.00	11.00	5.00	9.00	
CNAG_02980_2	289896	289896	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_02980_3	289915	289915	1	cdsE	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02980_4	289971	289971	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02980_5	290033	290033	1	cdsE	0	0	0	0	0	0	1.00	1.00	4.00	4.00	1.00	1.00	
CNAG_02980_6	290043	290049	7	cdsE	2.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_02980_7	290272	290272	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	3.00	
CNAG_02980_8	290874	290874	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02980_9	291033	291033	1	cdsI	2.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_02980_10	291255	291255	1	cdsE	0	0	0	0	0	0	1.00	1.00	4.00	0	0	0	
CNAG_02980_11	291322	291322	1	cdsE	0	0	0	6.00	19.00	9.00	0	0	0	0	0	0	
CNAG_02982_1	281245	281268	24	cdsE	0	0	0	2.00	3.00	2.00	0	0	0	13.00	10.00	16.00	
CNAG_02982_2	281476	281562	87	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	23.00	10.00	14.00	
CNAG_02982_3	283703	283703	1	cdsE	0	0	0	3.00	4.00	6.00	0	0	0	0	0	0	
CNAG_02982_4	283760	283760	1	cdsE	8.00	17.00	16.00	3.00	4.00	4.00	7.00	10.00	12.00	0	0	0	
CNAG_02982_5	284165	284198	34	utr5E	55.00	28.00	32.00	16.00	11.00	11.00	26.00	21.00	14.00	29.00	22.00	37.00	
CNAG_02985_1	275960	276064	105	utr5E	632.00	943.00	904.00	1040.00	857.00	678.00	499.00	445.00	479.00	680.00	316.00	483.00	
CNAG_02986_1	273718	274082	365	utr5E	15559.00	16698.00	7000.00	17829.00	16418.00	12357.00	5979.00	6353.00	6164.00	17391.00	9013.00	13828.00	
CNAG_02994_1	256905	257041	137	utr5E	649.00	801.00	557.00	751.00	636.00	575.00	281.00	276.00	283.00	481.00	298.00	384.00	
CNAG_02996_1	250533	250730	198	cdsE	92.00	116.00	100.00	86.00	79.00	76.00	48.00	48.00	57.00	32.00	25.00	24.00	
CNAG_02996_2	250791	250925	135	cdsE	32.00	52.00	34.00	86.00	94.00	56.00	48.00	44.00	49.00	91.00	48.00	68.00	
CNAG_02996_3	251703	251862	160	cdsE	344.00	345.00	211.00	559.00	516.00	344.00	674.00	610.00	694.00	887.00	624.00	825.00	
CNAG_02997_1	245831	245831	1	cdsE	0	0	0	0	0	0	0	0	0	5.00	2.00	1.00	
CNAG_02997_2	246164	246164	1	cdsE	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	
CNAG_02997_3	249949	250020	72	utr5E	64.00	58.00	62.00	10.00	10.00	12.00	34.00	34.00	24.00	14.00	6.00	3.00	
CNAG_02999_1	239329	239501	173	cdsE	0	0	0	3.00	2.00	2.00	2.00	1.00	2.00	16.00	9.00	8.00	
CNAG_02999_2	242547	242582	36	utr5E	68.00	104.00	87.00	34.00	34.00	23.00	24.00	27.00	34.00	20.00	18.00	16.00	
CNAG_03001_1	235124	235213	90	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	25.00	12.00	14.00	
CNAG_03001_2	237374	237416	43	utr5E	76.00	99.00	82.00	42.00	48.00	43.00	66.00	66.00	52.00	49.00	44.00	39.00	
CNAG_03004_1	231207	231281	75	utr5E	663.00	878.00	836.00	982.00	859.00	690.00	945.00	808.00	959.00	866.00	425.00	573.00	
CNAG_03006_1	226882	226882	1	cdsI	0	0	0	2.00	2.00	2.00	0	0	0	0	0	0	
CNAG_03006_2	228291	228303	13	utr5E	13.00	12.00	11.00	5.00	3.00	2.00	5.00	2.00	4.00	1.00	2.00	2.00	
CNAG_03007_1	225725	225976	252	utr5E	2895.00	5538.00	4917.00	4715.00	3307.00	3811.00	5259.00	5511.00	4917.00	9070.00	4378.00	6404.00	
CNAG_03009_1	222774	222819	46	utr5E	3.00	4.00	3.00	0	0	0	1.00	2.00	5.00	2.00	2.00	3.00	
CNAG_03012_1	215168	215463	296	utr5E	16382.00	25200.00	18103.00	22496.00	16991.00	16175.00	53162.00	54171.00	52124.00	41619.00	24329.00	30823.00	
CNAG_03014_1	206254	206295	42	utr5E	16.00	15.00	15.00	8.00	12.00	11.00	15.00	16.00	16.00	47.00	36.00	42.00	
CNAG_03015_1	204231	204307	77	utr5E	356.00	635.00	593.00	556.00	372.00	514.00	122.00	153.00	147.00	183.00	99.00	133.00	
CNAG_03017_1	199846	199955	110	cdsE	5.00	4.00	2.00	1.00	2.00	1.00	1.00	1.00	1.00	37.00	14.00	12.00	
CNAG_03017_2	201341	201372	32	utr5E	104.00	82.00	80.00	31.00	38.00	20.00	38.00	55.00	35.00	66.00	50.00	50.00	
CNAG_03018_1	195209	195209	1	cdsE	5.00	28.00	16.00	5.00	11.00	5.00	9.00	15.00	12.00	0	0	0	
CNAG_03018_2	198003	198030	28	utr5E	37.00	62.00	44.00	19.00	19.00	27.00	23.00	31.00	25.00	7.00	4.00	14.00	
CNAG_03021_1	186192	186217	26	cdsE	0	0	0	0	0	0	0	0	0	7.00	2.00	2.00	
CNAG_03021_2	187881	187881	1	utr5E	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	
CNAG_03021_3	187967	187990	24	utr5E	3.00	3.00	3.00	0	0	0	17.00	16.00	14.00	17.00	13.00	12.00	
CNAG_03023_1	180526	180565	40	cdsE	0	0	0	0	0	0	0	0	0	15.00	11.00	14.00	
CNAG_03023_2	182285	182305	21	cdsE	2.00	3.00	3.00	2.00	7.00	2.00	0	0	0	0	0	0	
CNAG_03023_3	182353	182493	141	cdsE	56.00	68.00	55.00	13.00	9.00	9.00	12.00	12.00	12.00	8.00	7.00	6.00	
CNAG_03023_4	184026	184092	67	utr5E	72.00	68.00	58.00	14.00	13.00	12.00	32.00	32.00	40.00	5.00	4.00	3.00	
CNAG_03026_1	167288	167454	167	utr5E	515.00	649.00	389.00	456.00	401.00	296.00	413.00	466.00	434.00	263.00	141.00	183.00	
CNAG_03028_1	163005	163104	100	utr5E	160.00	203.00	158.00	110.00	107.00	107.00	198.00	150.00	131.00	113.00	58.00	104.00	
CNAG_03032_1	158022	158134	113	utr5E	404.00	686.00	739.00	593.00	490.00	391.00	428.00	445.00	391.00	370.00	198.00	322.00	
CNAG_03034_1	153805	153808	4	cdsE	0	0	0	0	0	0	0	0	0	10.00	4.00	13.00	
CNAG_03034_2	153970	153970	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	
CNAG_03034_3	154585	154650	66	utr5E	35.00	20.00	18.00	7.00	10.00	11.00	25.00	13.00	15.00	35.00	26.00	30.00	
CNAG_03036_1	147838	147838	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	
CNAG_03036_2	147976	147976	1	cdsE	1.00	2.00	4.00	0	0	0	0	0	0	0	0	0	
CNAG_03036_3	149193	149246	54	utr5E	2.00	1.00	3.00	4.00	2.00	4.00	3.00	8.00	7.00	0	0	0	
CNAG_03038_1	142863	142904	42	utr5E	123.00	173.00	196.00	168.00	111.00	98.00	165.00	183.00	159.00	172.00	165.00	104.00	
CNAG_03040_1	138992	139169	178	utr5E	685.00	734.00	406.00	895.00	703.00	682.00	446.00	454.00	468.00	391.00	302.00	346.00	
CNAG_03044_1	132111	132111	1	cdsE	0	0	0	2.00	1.00	3.00	0	0	0	0	0	0	
CNAG_03044_2	132735	132760	26	utr5E	15.00	32.00	21.00	22.00	18.00	15.00	7.00	10.00	9.00	0	0	0	
