	merge_cluster																						
CNA05290_5	1404226	1404293	68	utr3E	15.00	10.00	9.00	27.00	17.00	11.00	0	0	0	30.00	23.00	17.00	27.00	24.00	30.00	6.00	9.00	12.00	
CNA05300_1	1404945	1404998	54	utr5E	19.00	4.00	4.00	3.00	2.00	2.00	510.00	247.00	411.00	8.00	4.00	10.00	2.00	6.00	6.00	1.00	1.00	2.00	
CNA05300_2	1405144	1405221	78	utr5E	15.00	11.00	9.00	10.00	9.00	10.00	115.00	46.00	65.00	52.00	51.00	64.00	34.00	34.00	23.00	0	0	0	
CNA05300_3	1409927	1410010	84	utr3E	9.00	9.00	7.00	32.00	22.00	11.00	0	0	0	24.00	10.00	31.00	32.00	29.00	30.00	1.00	1.00	1.00	
CNA05340_1	1429979	1429979	1	cdsE	0	0	0	13.00	5.00	3.00	0	0	0	1.00	1.00	3.00	3.00	3.00	1.00	0	0	0	
CNA05340_2	1430053	1430062	10	utr3E	40.00	31.00	30.00	47.00	34.00	26.00	10.00	10.00	9.00	19.00	22.00	33.00	73.00	59.00	50.00	17.00	15.00	18.00	
CNA05360_1	1439365	1439465	101	utr3E	62.00	36.00	33.00	84.00	46.00	39.00	5.00	1.00	1.00	88.00	60.00	111.00	82.00	79.00	77.00	31.00	10.00	15.00	
CNA05360_2	1439549	1439603	55	utr3E	70.00	34.00	18.00	145.00	91.00	80.00	22.00	16.00	26.00	42.00	27.00	54.00	123.00	108.00	114.00	18.00	12.00	8.00	
CNA05400_1	1447316	1447388	73	utr3E	194.00	74.00	61.00	137.00	80.00	65.00	50.00	22.00	28.00	44.00	29.00	53.00	48.00	59.00	43.00	76.00	66.00	55.00	
CNA05400_2	1447458	1447466	9	utr3E	224.00	146.00	105.00	158.00	131.00	77.00	33.00	22.00	19.00	23.00	26.00	29.00	55.00	56.00	52.00	34.00	12.00	15.00	
CNA05410_1	1453057	1453064	8	utr3E	4.00	4.00	1.00	3.00	3.00	3.00	0	0	0	1.00	1.00	2.00	6.00	3.00	8.00	0	0	0	
CNA05410_2	1453099	1453170	72	utr3E	29.00	43.00	17.00	121.00	81.00	53.00	13.00	10.00	9.00	38.00	18.00	24.00	57.00	41.00	33.00	43.00	26.00	32.00	
CNA05415_1	1455748	1455798	51	cdsE	5.00	4.00	2.00	0	0	0	22.00	19.00	20.00	22.00	23.00	31.00	22.00	24.00	24.00	40.00	27.00	27.00	
CNA05415_2	1456024	1456036	13	cdsE	0	0	0	0	0	0	9.00	6.00	3.00	0	0	0	0	0	0	0	0	0	
CNA05415_3	1456101	1456105	5	utr3E	56.00	26.00	19.00	6.00	3.00	2.00	3.00	1.00	5.00	4.00	10.00	14.00	24.00	26.00	22.00	42.00	29.00	31.00	
CNA05415_4	1456161	1456299	139	utr3E	221.00	114.00	82.00	49.00	34.00	30.00	13.00	3.00	5.00	76.00	78.00	89.00	83.00	95.00	106.00	98.00	92.00	85.00	
CNA05430_1	1459645	1459731	87	utr3E	118.00	59.00	50.00	60.00	45.00	25.00	17.00	16.00	14.00	89.00	55.00	70.00	107.00	93.00	85.00	72.00	41.00	55.00	
CNA05460_1	1463454	1463454	1	utr5E	0	0	0	0	0	0	4.00	3.00	2.00	0	0	0	0	0	0	0	0	0	
CNA05460_2	1464218	1464218	1	cdsE	4.00	3.00	4.00	0	0	0	0	0	0	4.00	2.00	5.00	0	0	0	1.00	3.00	1.00	
CNA05460_3	1466250	1466275	26	utr3E	47.00	34.00	17.00	29.00	21.00	11.00	7.00	6.00	11.00	23.00	14.00	27.00	51.00	64.00	46.00	29.00	28.00	21.00	
CNA05480_1	1469849	1469849	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	5.00	1.00	1.00	5.00	0	0	0	
CNA05480_2	1470770	1470770	1	cdsI	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05480_3	1471331	1471331	1	cdsI	0	0	0	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05480_4	1471363	1471363	1	cdsI	0	0	0	0	0	0	0	0	0	0	0	0	2.00	2.00	2.00	0	0	0	
CNA05480_5	1471367	1471367	1	cdsE	2.00	3.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05480_6	1472883	1472889	7	utr3E	4.00	2.00	2.00	3.00	2.00	2.00	0	0	0	10.00	6.00	10.00	15.00	12.00	10.00	4.00	1.00	1.00	
CNA05480_7	1472889	1472889	1	utr3E	4.00	2.00	2.00	3.00	2.00	2.00	0	0	0	10.00	6.00	10.00	0	0	0	4.00	1.00	1.00	
CNA05500_1	1478607	1478611	5	cdsE	44.00	42.00	27.00	12.00	8.00	12.00	7.00	6.00	12.00	11.00	13.00	10.00	5.00	14.00	7.00	48.00	30.00	37.00	
CNA05500_2	1478894	1478971	78	utr3E	1171.00	627.00	406.00	163.00	121.00	86.00	91.00	56.00	47.00	102.00	66.00	109.00	147.00	142.00	129.00	238.00	168.00	170.00	
CNA05520_1	1481098	1481098	1	utr5E	0	0	0	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNA05520_2	1481468	1481468	1	cdsE	0	0	0	4.00	4.00	1.00	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA05520_3	1481521	1481521	1	cdsE	0	0	0	4.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA05520_4	1481596	1481596	1	cdsE	3.00	1.00	1.00	0	0	0	1.00	2.00	2.00	0	0	0	0	0	0	0	0	0	
CNA05540_1	1485687	1485687	1	utr3E	2.00	1.00	1.00	3.00	1.00	1.00	0	0	0	3.00	1.00	2.00	2.00	3.00	3.00	0	0	0	
CNA05560_1	1485913	1485913	1	utr5E	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA05560_2	1488538	1488543	6	utr3E	3.00	1.00	1.00	10.00	12.00	3.00	0	0	0	4.00	1.00	7.00	11.00	3.00	4.00	7.00	2.00	2.00	
CNA05560_3	1488543	1488543	1	utr3E	3.00	1.00	1.00	10.00	12.00	3.00	0	0	0	4.00	1.00	7.00	0	0	0	7.00	2.00	2.00	
CNA05570_1	1492581	1492589	9	utr3E	371.00	185.00	112.00	271.00	181.00	161.00	61.00	29.00	49.00	167.00	167.00	223.00	442.00	452.00	369.00	262.00	209.00	182.00	
CNA05650_1	1513568	1513632	65	utr3E	441.00	230.00	157.00	400.00	179.00	141.00	124.00	75.00	102.00	808.00	666.00	1044.00	581.00	792.00	605.00	262.00	241.00	236.00	
CNA05670_1	1516980	1516983	4	cdsE	65.00	69.00	34.00	29.00	31.00	18.00	13.00	3.00	4.00	66.00	63.00	90.00	76.00	94.00	72.00	68.00	42.00	46.00	
CNA05670_2	1519446	1519482	37	utr3E	5.00	3.00	3.00	0	0	0	17.00	3.00	6.00	25.00	23.00	35.00	19.00	42.00	23.00	35.00	31.00	18.00	
CNA05670_3	1519819	1519873	55	utr3E	273.00	210.00	101.00	140.00	96.00	43.00	65.00	28.00	53.00	181.00	147.00	236.00	194.00	203.00	181.00	211.00	138.00	141.00	
CNA05680_1	1522170	1522313	144	utr3E	738.00	465.00	272.00	1002.00	656.00	486.00	253.00	131.00	195.00	779.00	705.00	928.00	1063.00	1134.00	880.00	353.00	239.00	216.00	
CNA05700_1	1523990	1524024	35	utr5E	17.00	14.00	5.00	3.00	3.00	3.00	296.00	108.00	135.00	32.00	24.00	29.00	11.00	20.00	19.00	1.00	2.00	1.00	
CNA05700_2	1524919	1524931	13	utr3E	27.00	17.00	12.00	69.00	38.00	29.00	7.00	3.00	6.00	30.00	33.00	51.00	85.00	61.00	53.00	12.00	5.00	2.00	
CNA05700_3	1524984	1525016	33	utr3I	9.00	2.00	6.00	7.00	9.00	6.00	9.00	3.00	4.00	19.00	18.00	33.00	38.00	41.00	34.00	0	0	0	
CNA05700_4	1525243	1525268	26	utr3E	13.00	6.00	2.00	8.00	15.00	10.00	7.00	3.00	5.00	4.00	3.00	10.00	14.00	17.00	14.00	0	0	0	
CNA05730_1	1536884	1536922	39	utr3E	209.00	116.00	73.00	102.00	70.00	40.00	30.00	22.00	27.00	73.00	47.00	57.00	41.00	42.00	50.00	116.00	105.00	111.00	
CNA05750_1	1542367	1542367	1	utr3E	2.00	6.00	7.00	7.00	2.00	2.00	0	0	0	0	0	0	5.00	1.00	4.00	4.00	3.00	2.00	
CNA05750_2	1542539	1542542	4	utr3E	17.00	5.00	4.00	12.00	8.00	5.00	0	0	0	2.00	3.00	6.00	10.00	17.00	7.00	7.00	8.00	7.00	
CNA05750_3	1542542	1542542	1	utr3E	17.00	5.00	4.00	12.00	8.00	5.00	0	0	0	2.00	3.00	6.00	0	0	0	7.00	8.00	7.00	
CNA05790_1	1548134	1548140	7	utr5E	8.00	5.00	2.00	10.00	7.00	2.00	91.00	30.00	37.00	53.00	55.00	60.00	19.00	38.00	14.00	6.00	1.00	1.00	
CNA05790_2	1549924	1549986	63	utr3E	233.00	91.00	77.00	535.00	362.00	243.00	23.00	17.00	11.00	10.00	6.00	22.00	73.00	84.00	60.00	9.00	3.00	8.00	
CNA05800_1	1550824	1550828	5	utr5E	0	0	0	0	0	0	82.00	53.00	77.00	2.00	2.00	3.00	0	0	0	0	0	0	
CNA05800_2	1551322	1551326	5	cdsE	16.00	7.00	8.00	2.00	2.00	4.00	4.00	2.00	13.00	5.00	6.00	4.00	0	0	0	3.00	6.00	4.00	
CNA05800_3	1553039	1553044	6	utr3E	94.00	51.00	46.00	176.00	140.00	101.00	102.00	74.00	69.00	102.00	89.00	117.00	32.00	20.00	31.00	42.00	45.00	37.00	
CNA05810_1	1557307	1557363	57	utr3I	13.00	23.00	9.00	38.00	21.00	25.00	5.00	8.00	8.00	13.00	19.00	22.00	42.00	34.00	31.00	28.00	17.00	11.00	
CNA05820_1	1558247	1558296	50	cdsI	16.00	8.00	9.00	40.00	18.00	17.00	14.00	9.00	9.00	1.00	2.00	2.00	0	0	0	0	0	0	
CNA05820_2	1560567	1560647	81	utr3E	195.00	102.00	79.00	232.00	145.00	107.00	49.00	45.00	65.00	65.00	65.00	89.00	200.00	223.00	203.00	187.00	145.00	166.00	
CNA05870_1	1570212	1570275	64	utr3E	96.00	43.00	38.00	97.00	55.00	35.00	8.00	13.00	10.00	23.00	12.00	18.00	24.00	34.00	39.00	16.00	30.00	23.00	
CNA05870_2	1570368	1570374	7	utr3E	59.00	25.00	19.00	75.00	49.00	46.00	13.00	10.00	6.00	25.00	21.00	45.00	74.00	78.00	69.00	14.00	20.00	18.00	
CNA05880_1	1572110	1572125	16	utr3E	998.00	628.00	565.00	3158.00	1514.00	1118.00	140.00	92.00	131.00	468.00	423.00	599.00	735.00	818.00	699.00	683.00	527.00	538.00	
CNA05890_1	1572957	1572957	1	cdsE	1.00	1.00	1.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA05890_2	1575046	1575110	65	utr3E	32.00	14.00	18.00	18.00	3.00	8.00	7.00	2.00	7.00	5.00	11.00	9.00	31.00	28.00	13.00	15.00	14.00	18.00	
CNA05910_1	1578017	1578047	31	utr3E	2234.00	1125.00	735.00	320.00	235.00	174.00	305.00	203.00	290.00	216.00	226.00	333.00	294.00	271.00	209.00	675.00	635.00	498.00	
CNA05940_1	1593440	1593441	2	utr3E	50.00	33.00	29.00	50.00	25.00	31.00	17.00	7.00	16.00	23.00	21.00	18.00	41.00	61.00	41.00	33.00	21.00	19.00	
CNA05960_1	1595773	1595811	39	utr3E	2423.00	1517.00	1044.00	751.00	563.00	401.00	250.00	129.00	230.00	499.00	454.00	605.00	960.00	1067.00	919.00	1451.00	1020.00	998.00	
CNA05980_1	1599076	1599088	13	cdsE	26.00	15.00	11.00	8.00	10.00	5.00	5.00	3.00	9.00	17.00	16.00	39.00	29.00	36.00	33.00	31.00	30.00	18.00	
CNA05980_2	1599280	1599340	61	utr3E	299.00	160.00	149.00	123.00	82.00	56.00	67.00	55.00	80.00	44.00	48.00	62.00	69.00	78.00	64.00	79.00	55.00	64.00	
CNA06010_1	1609444	1609479	36	cdsE	3.00	1.00	2.00	5.00	3.00	1.00	0	0	0	6.00	5.00	9.00	10.00	9.00	7.00	8.00	9.00	9.00	
CNA06010_2	1609479	1609479	1	cdsE	0	0	0	5.00	3.00	1.00	0	0	0	6.00	5.00	9.00	10.00	9.00	7.00	0	0	0	
CNA06010_3	1610114	1610172	59	utr3E	56.00	28.00	14.00	26.00	11.00	9.00	5.00	2.00	7.00	20.00	10.00	14.00	13.00	28.00	17.00	28.00	17.00	30.00	
CNA06020_1	1611883	1611933	51	utr3E	200.00	200.00	152.00	125.00	84.00	48.00	33.00	33.00	35.00	19.00	13.00	22.00	25.00	26.00	24.00	72.00	36.00	50.00	
CNA06060_1	1624850	1624872	23	cdsE	82.00	64.00	46.00	71.00	25.00	27.00	10.00	9.00	19.00	135.00	118.00	170.00	90.00	121.00	80.00	52.00	45.00	32.00	
CNA06060_2	1625095	1625212	118	utr3E	319.00	184.00	93.00	166.00	85.00	57.00	48.00	32.00	42.00	345.00	299.00	421.00	285.00	311.00	250.00	135.00	115.00	107.00	
CNA06070_1	1628753	1628761	9	utr3E	240.00	150.00	123.00	172.00	101.00	76.00	96.00	46.00	47.00	40.00	21.00	21.00	75.00	61.00	48.00	64.00	55.00	37.00	
CNA06090_1	1634619	1634695	77	cdsE	20.00	10.00	10.00	28.00	21.00	15.00	2.00	2.00	5.00	18.00	19.00	27.00	30.00	26.00	30.00	26.00	22.00	22.00	
CNA06090_2	1637207	1637277	71	utr3E	125.00	84.00	71.00	87.00	63.00	38.00	105.00	46.00	59.00	142.00	133.00	182.00	160.00	182.00	135.00	90.00	54.00	49.00	
CNA06090_3	1637381	1637393	13	utr3E	15.00	20.00	10.00	35.00	24.00	19.00	19.00	11.00	11.00	29.00	33.00	25.00	47.00	33.00	27.00	9.00	9.00	11.00	
CNA06100_1	1637757	1637798	42	cdsE	0	0	0	0	0	0	16.00	10.00	11.00	21.00	8.00	10.00	5.00	4.00	4.00	1.00	2.00	1.00	
CNA06100_2	1639431	1639473	43	cdsE	177.00	132.00	85.00	153.00	92.00	73.00	111.00	65.00	79.00	62.00	67.00	109.00	112.00	149.00	103.00	244.00	167.00	193.00	
CNA06100_3	1639590	1639600	11	utr3E	39.00	22.00	13.00	40.00	16.00	13.00	21.00	15.00	20.00	9.00	4.00	9.00	14.00	12.00	17.00	18.00	16.00	11.00	
CNA06110_1	1650475	1650475	1	cdsI	0	0	0	0	0	0	0	0	0	1.00	2.00	3.00	4.00	2.00	6.00	0	0	0	
CNA06110_2	1652367	1652373	7	utr3E	303.00	238.00	167.00	235.00	146.00	111.00	99.00	41.00	57.00	458.00	400.00	508.00	553.00	577.00	505.00	295.00	178.00	178.00	
CNA06130_1	1658358	1658413	56	utr3E	97.00	40.00	30.00	114.00	59.00	41.00	7.00	8.00	10.00	16.00	12.00	12.00	56.00	36.00	38.00	38.00	27.00	47.00	
CNA06130_2	1658464	1658472	9	utr3E	32.00	13.00	8.00	26.00	19.00	10.00	1.00	3.00	4.00	11.00	13.00	5.00	20.00	26.00	18.00	20.00	17.00	18.00	
CNA06170_1	1671884	1671891	8	utr3E	22.00	17.00	10.00	26.00	19.00	7.00	0	0	0	27.00	33.00	38.00	118.00	131.00	135.00	10.00	4.00	8.00	
CNA06170_2	1671994	1671995	2	utr3E	19.00	5.00	5.00	10.00	12.00	3.00	2.00	1.00	5.00	29.00	24.00	40.00	22.00	28.00	25.00	3.00	3.00	2.00	
CNA06190_1	1676040	1676077	38	utr3E	141.00	91.00	80.00	46.00	67.00	29.00	336.00	219.00	271.00	22.00	21.00	19.00	12.00	12.00	7.00	33.00	23.00	24.00	
CNA06200_1	1677827	1677941	115	utr3E	30098.00	15541.00	10309.00	10389.00	7787.00	5594.00	4977.00	2333.00	3751.00	4207.00	3846.00	4980.00	5975.00	5874.00	5209.00	12266.00	8644.00	8148.00	
CNA06220_1	1683807	1683807	1	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	3.00	8.00	3.00	0	0	0	
CNA06220_2	1695459	1695475	17	utr3E	18.00	32.00	33.00	65.00	31.00	26.00	0	0	0	72.00	44.00	88.00	141.00	142.00	125.00	85.00	56.00	67.00	
CNA06230_1	1696220	1696220	1	cdsE	1.00	1.00	3.00	5.00	1.00	3.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA06230_2	1697437	1697437	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	4.00	0	0	0	
CNA06230_3	1698621	1698624	4	utr3E	3.00	3.00	1.00	19.00	11.00	7.00	0	0	0	5.00	4.00	5.00	6.00	5.00	2.00	5.00	3.00	5.00	
CNA06250_1	1701389	1701413	25	utr3E	77.00	69.00	44.00	69.00	39.00	25.00	2.00	3.00	1.00	38.00	48.00	56.00	76.00	59.00	49.00	58.00	40.00	42.00	
CNA06270_1	1705502	1705554	53	utr3E	495.00	268.00	231.00	280.00	154.00	123.00	111.00	77.00	102.00	67.00	67.00	64.00	112.00	107.00	77.00	93.00	62.00	48.00	
CNA06300_1	1713384	1713443	60	utr3E	68.00	44.00	24.00	37.00	23.00	19.00	1.00	3.00	2.00	57.00	19.00	53.00	65.00	76.00	69.00	41.00	27.00	34.00	
CNA06330_1	1722408	1722417	10	cdsE	12.00	7.00	2.00	3.00	6.00	5.00	1.00	1.00	1.00	12.00	10.00	12.00	10.00	15.00	3.00	56.00	36.00	25.00	
CNA06330_2	1723904	1723927	24	utr3E	53.00	38.00	23.00	72.00	64.00	50.00	13.00	3.00	5.00	53.00	53.00	59.00	72.00	79.00	66.00	300.00	226.00	219.00	
CNA06330_3	1723965	1723966	2	utr3E	0	0	0	0	0	0	21.00	7.00	20.00	0	0	0	0	0	0	0	0	0	
CNA06340_1	1724560	1724600	41	utr5E	0	0	0	0	0	0	126.00	55.00	75.00	4.00	4.00	11.00	6.00	8.00	14.00	0	0	0	
CNA06340_2	1725226	1725235	10	utr3E	799.00	352.00	295.00	401.00	337.00	208.00	35.00	26.00	43.00	812.00	616.00	969.00	620.00	711.00	526.00	536.00	317.00	369.00	
CNA06360_1	1728273	1728375	103	utr3E	40446.00	24918.00	16740.00	13463.00	10702.00	7702.00	6409.00	3345.00	5081.00	4836.00	4266.00	5541.00	5918.00	5931.00	4916.00	14654.00	9543.00	9500.00	
CNA06380_1	1732878	1732878	1	utr3E	2.00	4.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	
CNA06380_2	1733109	1733113	5	utr3E	392.00	177.00	119.00	105.00	78.00	61.00	29.00	21.00	24.00	64.00	46.00	85.00	111.00	145.00	92.00	1033.00	902.00	785.00	
CNA06400_1	1738208	1738208	1	cdsE	9.00	3.00	7.00	0	0	0	4.00	1.00	2.00	6.00	8.00	1.00	8.00	3.00	6.00	7.00	7.00	5.00	
CNA06400_2	1738396	1738415	20	utr3E	60.00	48.00	28.00	39.00	26.00	13.00	17.00	6.00	14.00	29.00	28.00	40.00	40.00	36.00	37.00	54.00	42.00	44.00	
CNA06420_1	1742081	1742125	45	cdsI	261.00	156.00	113.00	236.00	179.00	144.00	24.00	11.00	17.00	51.00	67.00	101.00	135.00	164.00	159.00	60.00	35.00	38.00	
CNA06425_1	1743576	1743576	1	cdsE	9.00	4.00	5.00	22.00	15.00	6.00	1.00	1.00	2.00	10.00	2.00	13.00	16.00	22.00	19.00	16.00	5.00	6.00	
CNA06425_2	1745238	1745301	64	utr3E	19.00	8.00	7.00	8.00	14.00	9.00	0	0	0	1.00	3.00	8.00	17.00	15.00	13.00	13.00	12.00	8.00	
CNA06430_1	1748330	1748330	1	utr3E	42.00	22.00	10.00	6.00	5.00	5.00	6.00	3.00	2.00	5.00	6.00	9.00	15.00	17.00	12.00	23.00	13.00	13.00	
CNA06430_2	1748385	1748387	3	utr3E	116.00	83.00	64.00	37.00	38.00	16.00	23.00	7.00	12.00	52.00	41.00	52.00	73.00	76.00	44.00	70.00	44.00	38.00	
CNA06480_1	1761077	1761080	4	utr5E	0	0	0	0	0	0	2.00	3.00	4.00	7.00	3.00	5.00	0	0	0	0	0	0	
CNA06480_2	1763141	1763141	1	utr3E	3.00	2.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA06480_3	1763142	1763184	43	utr3E	0	0	0	14.00	5.00	5.00	0	0	0	0	0	0	9.00	9.00	11.00	4.00	2.00	7.00	
CNA06480_4	1763313	1763342	30	utr3E	10.00	10.00	5.00	30.00	18.00	7.00	0	0	0	11.00	11.00	17.00	19.00	12.00	15.00	11.00	8.00	6.00	
CNA06500_1	1767436	1767584	149	utr3E	47386.00	23892.00	16687.00	13473.00	10826.00	8519.00	9804.00	4158.00	6470.00	5773.00	5233.00	7032.00	7693.00	8630.00	6578.00	17918.00	12890.00	10677.00	
CNA06510_1	1769382	1769392	11	utr3E	207.00	132.00	74.00	68.00	51.00	33.00	9.00	4.00	6.00	79.00	77.00	69.00	117.00	143.00	93.00	73.00	50.00	52.00	
CNA06510_2	1769478	1769478	1	utr3E	5.00	3.00	2.00	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNA06540_1	1775787	1775853	67	utr5E	0	0	0	0	0	0	33.00	31.00	45.00	0	0	0	2.00	2.00	2.00	0	0	0	
CNA06540_2	1777040	1777094	55	utr3E	30.00	4.00	7.00	7.00	7.00	3.00	0	0	0	17.00	30.00	28.00	31.00	42.00	38.00	17.00	8.00	7.00	
CNA06540_3	1777209	1777209	1	utr3E	0	0	0	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA06550_1	1779615	1779712	98	cdsI	17.00	11.00	9.00	0	0	0	2.00	3.00	2.00	0	0	0	1.00	1.00	3.00	0	0	0	
CNA06550_2	1780341	1780372	32	utr3I	17.00	28.00	11.00	10.00	15.00	9.00	15.00	7.00	12.00	3.00	7.00	6.00	6.00	11.00	8.00	11.00	7.00	4.00	
CNA06560_1	1786922	1786928	7	utr3E	321.00	186.00	135.00	109.00	69.00	48.00	173.00	104.00	131.00	172.00	143.00	215.00	101.00	120.00	70.00	97.00	70.00	59.00	
CNA06570_1	1787843	1787859	17	utr5E	1.00	1.00	1.00	0	0	0	150.00	83.00	108.00	4.00	7.00	4.00	0	0	0	0	0	0	
CNA06570_2	1788912	1788997	86	utr3E	1225.00	581.00	345.00	509.00	231.00	196.00	182.00	52.00	99.00	4147.00	3055.00	6668.00	3375.00	5346.00	4088.00	555.00	542.00	474.00	
CNA06590_1	1794675	1794691	17	utr3E	110.00	59.00	46.00	131.00	89.00	88.00	13.00	13.00	13.00	33.00	33.00	34.00	100.00	79.00	58.00	50.00	36.00	38.00	
CNA06600_1	1795731	1795756	26	utr5I	0	0	0	0	0	0	6.00	4.00	5.00	0	0	0	0	0	0	0	0	0	
CNA06600_2	1798209	1798215	7	utr3E	36.00	29.00	23.00	105.00	57.00	51.00	34.00	14.00	38.00	59.00	35.00	41.00	18.00	11.00	18.00	31.00	19.00	22.00	
CNA06610_1	1800301	1800301	1	cdsE	6.00	5.00	3.00	10.00	1.00	3.00	3.00	3.00	1.00	6.00	5.00	6.00	5.00	8.00	4.00	2.00	2.00	5.00	
CNA06610_2	1804138	1804181	44	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	8.00	7.00	9.00	5.00	4.00	2.00	0	0	0	
CNA06610_3	1805043	1805080	38	utr3E	82.00	39.00	38.00	93.00	58.00	35.00	5.00	7.00	3.00	31.00	34.00	41.00	70.00	66.00	49.00	32.00	15.00	20.00	
CNA06610_4	1805468	1805474	7	utr3E	0	0	0	5.00	2.00	2.00	0	0	0	6.00	6.00	9.00	5.00	12.00	3.00	2.00	1.00	1.00	
CNA06610_5	1805590	1805590	1	utr3E	0	0	0	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNA06620_1	1808752	1808800	49	utr3E	18.00	15.00	11.00	1.00	3.00	1.00	0	0	0	5.00	2.00	3.00	34.00	31.00	26.00	6.00	2.00	5.00	
CNA06620_2	1808987	1809000	14	utr3E	64.00	39.00	26.00	32.00	30.00	19.00	7.00	4.00	7.00	31.00	33.00	35.00	46.00	57.00	44.00	27.00	24.00	23.00	
CNA06640_1	1811065	1811065	1	cdsE	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNA06640_2	1812292	1812292	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	2.00	3.00	2.00	2.00	0	0	0	
CNA06640_3	1812689	1812690	2	cdsE	8.00	2.00	3.00	3.00	2.00	3.00	0	0	0	5.00	3.00	7.00	4.00	9.00	3.00	5.00	1.00	4.00	
CNA06640_4	1812906	1812936	31	utr3E	42.00	33.00	29.00	17.00	19.00	8.00	13.00	19.00	17.00	12.00	17.00	17.00	18.00	26.00	7.00	16.00	13.00	12.00	
CNA06660_1	1817260	1817260	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00	1.00	5.00	
CNA06660_2	1817264	1817264	1	cdsE	0	0	0	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNA06660_3	1819141	1819141	1	cdsE	0	0	0	2.00	2.00	2.00	1.00	1.00	1.00	0	0	0	0	0	0	3.00	2.00	1.00	
CNA06660_4	1819323	1819363	41	utr3E	28.00	22.00	12.00	74.00	28.00	22.00	5.00	3.00	3.00	15.00	13.00	27.00	7.00	11.00	10.00	14.00	11.00	10.00	
CNA06670_1	1822395	1822430	36	utr3E	171.00	88.00	64.00	75.00	39.00	42.00	49.00	33.00	57.00	84.00	91.00	110.00	93.00	92.00	79.00	55.00	37.00	33.00	
CNA06680_1	1823120	1823120	1	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNA06680_2	1823708	1823708	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA06680_3	1824185	1824185	1	utr3E	23.00	13.00	8.00	11.00	16.00	10.00	4.00	5.00	8.00	6.00	3.00	4.00	3.00	10.00	2.00	16.00	9.00	3.00	
CNA06700_1	1828249	1828249	1	utr3E	0	0	0	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	0	0	0	
CNA06700_2	1828330	1828337	8	utr3E	11.00	6.00	4.00	7.00	4.00	3.00	0	0	0	7.00	3.00	7.00	21.00	24.00	19.00	11.00	4.00	2.00	
CNA06700_3	1828337	1828337	1	utr3E	11.00	6.00	4.00	7.00	4.00	3.00	0	0	0	7.00	3.00	7.00	0	0	0	11.00	4.00	2.00	
CNA06700_4	1828407	1828407	1	utr3E	0	0	0	0	0	0	0	0	0	2.00	3.00	4.00	7.00	7.00	3.00	0	0	0	
CNA06700_5	1828419	1828419	1	utr3E	3.00	1.00	2.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CNA06710_1	1832568	1832623	56	utr3E	163.00	110.00	72.00	88.00	49.00	40.00	4.00	1.00	3.00	96.00	91.00	108.00	132.00	106.00	120.00	85.00	49.00	60.00	
CNA06730_1	1835959	1835986	28	utr3E	535.00	321.00	224.00	181.00	142.00	90.00	169.00	108.00	142.00	150.00	147.00	216.00	240.00	186.00	169.00	273.00	177.00	168.00	
CNA06750_1	1842946	1842953	8	cdsE	0	0	0	0	0	0	0	0	0	0	0	0	5.00	8.00	7.00	1.00	2.00	3.00	
CNA06750_2	1843098	1843104	7	utr3E	36.00	28.00	17.00	34.00	23.00	14.00	14.00	20.00	9.00	33.00	28.00	43.00	37.00	55.00	47.00	15.00	10.00	7.00	
CNA06750_3	1843207	1843207	1	utr3E	0	0	0	0	0	0	2.00	4.00	1.00	0	0	0	0	0	0	0	0	0	
