	merge_cluster																
CNAG_03657_3	463906	464004	99	cdsE	2.00	1.00	3.00	5.00	4.00	4.00	1.00	1.00	1.00	34.00	19.00	21.00	
CNAG_03657_4	464273	464438	166	cdsE	3.00	17.00	25.00	2.00	5.00	6.00	11.00	16.00	10.00	21.00	19.00	17.00	
CNAG_03660_1	469681	469717	37	utr5E	44.00	43.00	38.00	6.00	13.00	8.00	20.00	13.00	21.00	7.00	10.00	11.00	
CNAG_03660_2	470948	470948	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	1.00	
CNAG_03660_3	471067	471067	1	cdsE	0	0	0	4.00	3.00	6.00	0	0	0	0	0	0	
CNAG_03662_1	472678	472776	99	utr5E	1010.00	1595.00	1547.00	654.00	552.00	594.00	974.00	868.00	830.00	430.00	224.00	299.00	
CNAG_03663_1	474222	474275	54	utr5E	47.00	57.00	34.00	45.00	19.00	30.00	36.00	25.00	18.00	26.00	12.00	19.00	
CNAG_03663_2	475405	475408	4	cdsE	0	0	0	11.00	16.00	14.00	0	0	0	0	0	0	
CNAG_03663_3	476074	476074	1	cdsE	1.00	5.00	6.00	1.00	4.00	2.00	2.00	4.00	5.00	2.00	4.00	1.00	
CNAG_03665_1	479245	479271	27	utr5E	47.00	59.00	41.00	43.00	30.00	26.00	23.00	31.00	28.00	31.00	25.00	32.00	
CNAG_03665_2	480607	480609	3	cdsE	0	0	0	6.00	8.00	7.00	0	0	0	0	0	0	
CNAG_03665_3	480678	480704	27	cdsE	0	0	0	10.00	8.00	15.00	0	0	0	0	0	0	
CNAG_03668_1	486305	486406	102	utr5E	134.00	84.00	97.00	121.00	117.00	113.00	152.00	130.00	97.00	63.00	47.00	52.00	
CNAG_03670_1	492142	492172	31	utr5E	156.00	160.00	101.00	52.00	60.00	37.00	152.00	123.00	130.00	74.00	33.00	31.00	
CNAG_03670_2	493525	493640	116	cdsE	3.00	3.00	2.00	1.00	1.00	2.00	2.00	3.00	2.00	11.00	23.00	16.00	
CNAG_03670_3	494986	495076	91	cdsE	0	0	0	0	0	0	0	0	0	19.00	13.00	11.00	
CNAG_03673_1	498657	498750	94	utr5E	55.00	82.00	56.00	57.00	57.00	44.00	24.00	28.00	33.00	38.00	16.00	22.00	
CNAG_03673_2	499391	499420	30	cdsE	0	0	0	31.00	40.00	23.00	0	0	0	3.00	4.00	1.00	
CNAG_03673_3	499560	499687	128	cdsE	104.00	90.00	57.00	25.00	32.00	20.00	26.00	30.00	30.00	13.00	10.00	15.00	
CNAG_03673_4	501043	501091	49	utr3E	1.00	1.00	1.00	8.00	7.00	5.00	1.00	1.00	1.00	26.00	40.00	23.00	
CNAG_03675_1	505979	506163	185	utr5E	200.00	201.00	200.00	187.00	179.00	131.00	189.00	155.00	105.00	237.00	100.00	180.00	
CNAG_03677_1	512306	512476	171	utr5E	2658.00	3051.00	2029.00	2269.00	1789.00	1687.00	4511.00	3968.00	3512.00	1907.00	997.00	1346.00	
CNAG_03679_1	516818	516990	173	utr5E	88.00	121.00	69.00	140.00	158.00	90.00	104.00	107.00	94.00	667.00	314.00	434.00	
CNAG_03680_1	518034	518086	53	utr5E	26.00	44.00	26.00	17.00	8.00	11.00	53.00	48.00	48.00	26.00	34.00	33.00	
CNAG_03680_2	518602	518602	1	cdsE	0	0	0	6.00	3.00	5.00	2.00	1.00	2.00	6.00	2.00	1.00	
CNAG_03680_3	520165	520166	2	cdsE	5.00	12.00	11.00	17.00	7.00	4.00	0	0	0	5.00	5.00	5.00	
CNAG_03680_4	520224	520258	35	cdsE	0	0	0	8.00	8.00	10.00	0	0	0	0	0	0	
CNAG_03681_1	522363	522497	135	utr5E	703.00	883.00	645.00	606.00	503.00	469.00	330.00	354.00	337.00	342.00	214.00	298.00	
CNAG_03681_2	524540	524614	75	cdsE	50.00	75.00	58.00	20.00	22.00	17.00	6.00	8.00	8.00	54.00	31.00	34.00	
CNAG_03686_1	532709	532886	178	utr5E	155.00	218.00	208.00	232.00	234.00	175.00	166.00	164.00	138.00	185.00	80.00	124.00	
CNAG_03693_1	549254	549441	188	utr5E	183.00	209.00	174.00	115.00	104.00	69.00	128.00	112.00	97.00	107.00	79.00	84.00	
CNAG_03693_2	549753	549801	49	cdsE	0	0	0	0	0	0	0	0	0	11.00	8.00	11.00	
CNAG_03695_1	552104	552179	76	utr5E	49.00	68.00	76.00	30.00	25.00	35.00	23.00	18.00	26.00	20.00	10.00	14.00	
CNAG_03695_2	553135	553135	1	cdsE	0	0	0	2.00	1.00	1.00	0	0	0	1.00	3.00	1.00	
CNAG_03696_1	556613	556613	1	cdsE	3.00	2.00	1.00	2.00	3.00	4.00	3.00	2.00	2.00	3.00	3.00	3.00	
CNAG_03696_2	556929	556947	19	cdsE	0	0	0	0	0	0	0	0	0	12.00	11.00	6.00	
CNAG_03699_1	563115	563234	120	utr5E	392.00	406.00	289.00	328.00	300.00	277.00	257.00	247.00	169.00	403.00	255.00	318.00	
CNAG_03699_2	565035	565243	209	cdsE	550.00	484.00	374.00	174.00	140.00	114.00	176.00	177.00	120.00	167.00	98.00	109.00	
CNAG_03702_1	574567	574623	57	utr5E	25.00	25.00	21.00	25.00	15.00	22.00	34.00	27.00	24.00	13.00	7.00	8.00	
CNAG_03702_2	575104	575104	1	cdsE	4.00	13.00	7.00	9.00	8.00	5.00	4.00	4.00	3.00	16.00	24.00	9.00	
CNAG_03702_3	575231	575316	86	cdsE	0	0	0	0	0	0	7.00	7.00	11.00	11.00	8.00	6.00	
CNAG_03705_1	577591	577917	327	utr5E	3415.00	3550.00	2118.00	3138.00	2354.00	2172.00	1962.00	1910.00	2131.00	2313.00	1566.00	1906.00	
CNAG_03706_1	579186	579346	161	utr5E	1290.00	1052.00	693.00	558.00	460.00	463.00	510.00	369.00	301.00	203.00	115.00	180.00	
CNAG_03708_1	585393	585486	94	utr5E	149.00	132.00	105.00	83.00	82.00	91.00	122.00	112.00	84.00	149.00	138.00	156.00	
CNAG_03708_2	585784	585808	25	cdsE	4.00	8.00	4.00	17.00	18.00	17.00	0	0	0	4.00	4.00	4.00	
CNAG_03708_3	585966	586083	118	cdsE	0	0	0	26.00	28.00	22.00	1.00	2.00	1.00	5.00	7.00	4.00	
CNAG_03709_1	587443	587461	19	utr5E	0	0	0	2.00	5.00	4.00	0	0	0	0	0	0	
CNAG_03709_2	587841	587853	13	cdsE	4.00	4.00	5.00	0	0	0	9.00	5.00	7.00	8.00	2.00	3.00	
CNAG_03709_3	587853	587853	1	cdsE	4.00	4.00	5.00	0	0	0	0	0	0	0	0	0	
CNAG_03709_4	588968	588972	5	cdsE	6.00	10.00	10.00	1.00	1.00	1.00	6.00	5.00	10.00	0	0	0	
CNAG_03709_5	589063	589148	86	cdsE	0	0	0	7.00	5.00	10.00	4.00	6.00	3.00	2.00	1.00	1.00	
CNAG_03709_6	589349	589349	1	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	3.00	4.00	1.00	
CNAG_03709_7	589432	589466	35	cdsE	0	0	0	12.00	6.00	14.00	0	0	0	14.00	14.00	4.00	
CNAG_03712_1	597474	597490	17	utr5E	0	0	0	1.00	3.00	1.00	0	0	0	5.00	2.00	5.00	
CNAG_03712_2	598040	598079	40	utr5E	5.00	6.00	2.00	0	0	0	4.00	2.00	3.00	2.00	1.00	1.00	
CNAG_03712_3	598600	598600	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03712_4	598933	598933	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_03712_5	599160	599160	1	cdsE	1.00	2.00	3.00	0	0	0	0	0	0	0	0	0	
CNAG_03715_1	607973	608076	104	utr5E	106.00	106.00	118.00	15.00	23.00	21.00	92.00	60.00	41.00	18.00	14.00	17.00	
CNAG_03715_2	608243	608367	125	cdsE	38.00	44.00	56.00	0	0	0	2.00	3.00	2.00	0	0	0	
CNAG_03715_3	608438	608504	67	cdsE	57.00	100.00	97.00	6.00	5.00	6.00	9.00	8.00	15.00	0	0	0	
CNAG_03716_1	610433	610455	23	utr5E	0	0	0	0	0	0	4.00	11.00	9.00	0	0	0	
CNAG_03716_2	610513	610634	122	utr5E	52.00	67.00	43.00	15.00	22.00	14.00	0	0	0	3.00	3.00	1.00	
CNAG_03717_1	612488	612508	21	utr5E	10.00	8.00	11.00	2.00	2.00	3.00	46.00	38.00	27.00	16.00	15.00	15.00	
CNAG_03717_2	612618	612638	21	cdsE	1.00	17.00	18.00	3.00	8.00	2.00	31.00	39.00	36.00	10.00	15.00	3.00	
CNAG_03718_1	613992	614037	46	utr5E	36.00	19.00	10.00	2.00	2.00	1.00	19.00	17.00	14.00	21.00	18.00	15.00	
CNAG_03718_2	614897	614897	1	cdsE	0	0	0	2.00	1.00	2.00	0	0	0	0	0	0	
CNAG_03718_3	615455	615455	1	cdsE	5.00	13.00	11.00	9.00	12.00	9.00	12.00	8.00	16.00	16.00	23.00	8.00	
CNAG_03718_4	616441	616591	151	cdsE	1.00	1.00	2.00	2.00	1.00	1.00	6.00	4.00	3.00	31.00	15.00	12.00	
CNAG_03719_1	617262	617347	86	utr5E	8.00	16.00	24.00	30.00	21.00	22.00	98.00	98.00	91.00	78.00	36.00	73.00	
CNAG_03719_2	619460	619580	121	cdsE	0	0	0	1.00	1.00	1.00	2.00	1.00	1.00	9.00	13.00	9.00	
CNAG_03722_1	622942	623133	192	cdsE	3231.00	3962.00	3182.00	2241.00	1837.00	2038.00	1282.00	1186.00	1250.00	733.00	385.00	509.00	
CNAG_03724_1	628249	628568	320	utr5E	1088.00	1220.00	1370.00	798.00	777.00	711.00	627.00	632.00	646.00	965.00	630.00	689.00	
CNAG_03726_1	632291	632486	196	utr5E	623.00	977.00	724.00	887.00	794.00	666.00	575.00	612.00	673.00	743.00	532.00	617.00	
CNAG_03727_1	637577	637697	121	utr5E	65.00	87.00	57.00	127.00	99.00	82.00	56.00	46.00	54.00	56.00	37.00	40.00	
CNAG_03727_2	639216	639337	122	cdsE	0	0	0	50.00	68.00	55.00	2.00	1.00	1.00	19.00	15.00	9.00	
CNAG_03727_3	640147	640527	381	cdsE	0	0	0	3.00	3.00	5.00	9.00	11.00	8.00	94.00	61.00	64.00	
CNAG_03727_4	640597	640744	148	cdsE	13.00	41.00	31.00	29.00	30.00	33.00	15.00	21.00	31.00	13.00	14.00	4.00	
CNAG_03727_5	642052	642105	54	cdsE	0	0	0	10.00	6.00	7.00	8.00	11.00	13.00	68.00	34.00	57.00	
CNAG_03727_6	642231	642266	36	cdsE	0	0	0	11.00	11.00	15.00	16.00	22.00	10.00	73.00	25.00	37.00	
CNAG_03729_1	643516	643529	14	utr5E	10.00	17.00	9.00	2.00	1.00	2.00	10.00	6.00	7.00	1.00	1.00	1.00	
CNAG_03729_2	645390	645390	1	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_03729_3	645693	645693	1	cdsI	0	0	0	2.00	5.00	2.00	0	0	0	0	0	0	
CNAG_03729_4	646074	646074	1	cdsE	0	0	0	1.00	2.00	1.00	0	0	0	0	0	0	
CNAG_03729_5	646475	646475	1	utr3E	0	0	0	1.00	1.00	1.00	0	0	0	0	0	0	
CNAG_03731_1	647660	647750	91	utr5E	65.00	87.00	63.00	33.00	47.00	36.00	41.00	52.00	37.00	34.00	23.00	31.00	
CNAG_03731_2	648497	648530	34	cdsE	0	0	0	8.00	14.00	5.00	4.00	4.00	3.00	40.00	13.00	17.00	
CNAG_03733_1	656139	656140	2	cdsE	0	0	0	0	0	0	0	0	0	3.00	4.00	2.00	
CNAG_03733_2	656291	656291	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_03735_1	659360	659550	191	utr5E	98.00	98.00	86.00	42.00	48.00	32.00	114.00	90.00	94.00	39.00	44.00	37.00	
CNAG_03735_2	659578	659631	54	cdsE	12.00	15.00	11.00	0	0	0	3.00	2.00	3.00	0	0	0	
CNAG_03739_1	668671	668784	114	utr5E	4414.00	8487.00	7693.00	12407.00	8469.00	9568.00	1662.00	2003.00	2253.00	2055.00	1014.00	1613.00	
CNAG_03743_1	677866	677913	48	utr5E	100.00	96.00	81.00	46.00	32.00	31.00	68.00	75.00	63.00	36.00	24.00	29.00	
CNAG_03745_1	681784	681795	12	utr5E	13.00	17.00	8.00	6.00	4.00	5.00	12.00	16.00	12.00	8.00	5.00	10.00	
CNAG_03745_2	683039	683039	1	cdsE	17.00	26.00	17.00	6.00	5.00	5.00	9.00	9.00	6.00	13.00	21.00	2.00	
CNAG_03746_1	684928	684928	1	utr5E	0	0	0	0	0	0	1.00	3.00	1.00	0	0	0	
CNAG_03746_2	684956	684963	8	utr5E	0	0	0	0	0	0	0	0	0	6.00	11.00	2.00	
CNAG_03746_3	686109	686109	1	cdsE	0	0	0	0	0	0	0	0	0	3.00	2.00	2.00	
CNAG_03748_1	687656	687756	101	utr5E	994.00	1001.00	773.00	492.00	585.00	438.00	322.00	310.00	282.00	377.00	282.00	293.00	
CNAG_03751_1	702666	702707	42	utr5E	65.00	91.00	85.00	62.00	28.00	52.00	97.00	100.00	88.00	80.00	53.00	82.00	
CNAG_03752_1	705154	705218	65	utr5E	63.00	70.00	55.00	34.00	29.00	34.00	56.00	44.00	43.00	32.00	27.00	31.00	
CNAG_03752_2	706808	706905	98	cdsE	0	0	0	1.00	2.00	2.00	0	0	0	6.00	9.00	5.00	
CNAG_03756_1	712757	712830	74	utr5E	50.00	38.00	22.00	11.00	12.00	9.00	23.00	20.00	12.00	13.00	8.00	5.00	
CNAG_03756_2	713602	713604	3	cdsE	0	0	0	5.00	12.00	4.00	0	0	0	0	0	0	
CNAG_03756_3	713884	713907	24	cdsE	0	0	0	8.00	10.00	6.00	0	0	0	0	0	0	
CNAG_03756_4	715129	715167	39	cdsE	23.00	33.00	17.00	1.00	1.00	1.00	8.00	8.00	11.00	6.00	5.00	4.00	
CNAG_03756_5	716543	716545	3	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	12.00	2.00	4.00	
CNAG_03756_6	717284	717342	59	cdsE	0	0	0	0	0	0	0	0	0	10.00	14.00	8.00	
CNAG_03760_1	727447	727530	84	utr5E	401.00	488.00	334.00	205.00	191.00	144.00	280.00	235.00	282.00	197.00	93.00	134.00	
CNAG_03760_2	730470	730531	62	cdsE	0	0	0	5.00	4.00	6.00	2.00	2.00	2.00	32.00	22.00	27.00	
CNAG_03763_1	737866	737912	47	utr5E	105.00	78.00	44.00	23.00	30.00	19.00	34.00	19.00	24.00	13.00	7.00	16.00	
CNAG_03763_2	740107	740164	58	cdsE	0	0	0	1.00	2.00	1.00	17.00	17.00	19.00	13.00	8.00	10.00	
CNAG_03763_3	741087	741137	51	cdsE	0	0	0	18.00	14.00	10.00	1.00	1.00	1.00	3.00	2.00	3.00	
CNAG_03763_4	741306	741348	43	cdsE	104.00	76.00	49.00	17.00	12.00	17.00	28.00	22.00	21.00	3.00	4.00	2.00	
CNAG_03763_5	744851	744999	149	cdsE	0	0	0	0	0	0	12.00	7.00	8.00	41.00	23.00	26.00	
CNAG_03764_1	745707	745736	30	utr5E	0	0	0	0	0	0	1.00	1.00	1.00	4.00	8.00	4.00	
CNAG_03764_2	745861	745861	1	utr5E	1.00	4.00	5.00	1.00	1.00	1.00	0	0	0	4.00	7.00	3.00	
CNAG_03764_3	746610	746637	28	cdsE	0	0	0	1.00	1.00	1.00	0	0	0	5.00	2.00	3.00	
CNAG_03765_1	747481	747607	127	utr5E	1793.00	1426.00	814.00	1483.00	1370.00	1229.00	909.00	667.00	661.00	629.00	304.00	452.00	
CNAG_03765_2	747764	747997	234	cdsE	271.00	299.00	194.00	329.00	396.00	345.00	184.00	172.00	224.00	150.00	253.00	133.00	
CNAG_03765_3	750945	751099	155	cdsE	0	0	0	25.00	20.00	24.00	9.00	9.00	7.00	102.00	73.00	89.00	
CNAG_03768_1	760553	760642	90	utr5E	38.00	41.00	32.00	25.00	16.00	18.00	49.00	35.00	25.00	3.00	2.00	4.00	
CNAG_03768_2	760931	761020	90	utr5E	8.00	7.00	9.00	8.00	4.00	5.00	5.00	5.00	3.00	0	0	0	
CNAG_03768_3	761472	761492	21	cdsE	6.00	11.00	2.00	0	0	0	0	0	0	0	0	0	
CNAG_03768_4	764811	764873	63	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	9.00	5.00	5.00	
CNAG_03768_5	764976	765006	31	utr3E	0	0	0	4.00	9.00	4.00	0	0	0	31.00	24.00	29.00	
CNAG_03769_1	765435	765960	526	utr5E	2810.00	1894.00	1439.00	1426.00	1444.00	1095.00	1310.00	881.00	727.00	693.00	441.00	522.00	
CNAG_03771_1	768808	769213	406	utr5E	9404.00	9521.00	5511.00	16308.00	14797.00	11384.00	4345.00	4756.00	4942.00	9102.00	4888.00	6244.00	
CNAG_03776_1	787106	787138	33	utr5E	44.00	49.00	58.00	47.00	42.00	36.00	40.00	26.00	34.00	23.00	12.00	23.00	
CNAG_03780_1	797625	797656	32	utr5E	1515.00	2110.00	1791.00	2223.00	1387.00	1672.00	383.00	500.00	473.00	804.00	568.00	632.00	
CNAG_03781_1	798856	798894	39	utr5E	72.00	54.00	41.00	14.00	12.00	12.00	30.00	16.00	16.00	4.00	7.00	7.00	
CNAG_03781_2	799867	799882	16	cdsE	0	0	0	0	0	0	8.00	5.00	4.00	1.00	1.00	1.00	
CNAG_03781_3	799952	799952	1	cdsE	0	0	0	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_03781_4	800936	800955	20	cdsE	0	0	0	2.00	4.00	3.00	0	0	0	0	0	0	
CNAG_03783_1	805692	805693	2	cdsE	5.00	1.00	3.00	4.00	3.00	3.00	0	0	0	0	0	0	
CNAG_03783_2	806287	806475	189	cdsE	4.00	4.00	7.00	28.00	18.00	17.00	36.00	45.00	32.00	409.00	180.00	190.00	
CNAG_03786_1	813829	813880	52	utr5E	3.00	1.00	1.00	8.00	6.00	7.00	1.00	2.00	2.00	3.00	3.00	3.00	
CNAG_03786_2	814187	814223	37	utr5E	35.00	29.00	16.00	27.00	14.00	15.00	18.00	19.00	13.00	4.00	2.00	4.00	
CNAG_03786_3	814286	814286	1	utr5E	0	0	0	4.00	10.00	8.00	1.00	1.00	1.00	1.00	3.00	1.00	
CNAG_03786_4	815466	815466	1	cdsE	0	0	0	10.00	4.00	4.00	0	0	0	0	0	0	
CNAG_03787_1	816279	816426	148	utr5E	1436.00	2011.00	1223.00	1336.00	1124.00	1317.00	919.00	895.00	828.00	526.00	366.00	420.00	
CNAG_03788_1	818675	818777	103	utr5E	61.00	61.00	58.00	70.00	76.00	49.00	81.00	83.00	82.00	62.00	57.00	51.00	
CNAG_03788_2	818927	818958	32	utr5E	0	0	0	0	0	0	14.00	11.00	17.00	8.00	7.00	9.00	
CNAG_03788_3	819519	819661	143	cdsE	1.00	1.00	1.00	0	0	0	4.00	5.00	3.00	40.00	31.00	30.00	
CNAG_03790_1	821895	822042	148	utr5E	362.00	512.00	423.00	394.00	329.00	319.00	276.00	225.00	256.00	267.00	162.00	192.00	
CNAG_03792_1	827625	827667	43	utr5E	66.00	54.00	42.00	59.00	60.00	35.00	59.00	52.00	52.00	25.00	17.00	20.00	
CNAG_03792_2	828307	828310	4	cdsE	0	0	0	8.00	6.00	13.00	0	0	0	0	0	0	
CNAG_03792_3	828896	828901	6	cdsE	0	0	0	0	0	0	0	0	0	8.00	4.00	9.00	
CNAG_03792_4	828995	828997	3	cdsE	9.00	8.00	7.00	4.00	2.00	3.00	2.00	3.00	3.00	4.00	2.00	2.00	
CNAG_03792_5	829293	829330	38	cdsE	0	0	0	16.00	11.00	7.00	11.00	15.00	10.00	28.00	25.00	20.00	
CNAG_03793_1	829729	829846	118	utr5E	614.00	1121.00	1350.00	627.00	554.00	742.00	660.00	665.00	658.00	674.00	340.00	511.00	
CNAG_03796_1	832145	832213	69	utr5E	13.00	14.00	16.00	25.00	19.00	12.00	6.00	4.00	5.00	45.00	29.00	46.00	
CNAG_03796_2	833595	833637	43	cdsE	101.00	183.00	121.00	159.00	109.00	124.00	100.00	93.00	106.00	67.00	46.00	48.00	
CNAG_03796_3	834272	834313	42	cdsE	0	0	0	6.00	7.00	7.00	5.00	5.00	5.00	14.00	8.00	13.00	
CNAG_03797_1	837311	837311	1	cdsE	0	0	0	0	0	0	0	0	0	2.00	1.00	2.00	
CNAG_03810_1	905009	905064	56	utr5E	462.00	831.00	772.00	683.00	515.00	656.00	438.00	518.00	460.00	497.00	326.00	407.00	
CNAG_03813_1	911528	911687	160	utr5E	289.00	582.00	576.00	556.00	484.00	518.00	393.00	393.00	335.00	548.00	326.00	469.00	
CNAG_03816_1	915385	915458	74	utr5E	152.00	213.00	196.00	207.00	130.00	139.00	117.00	113.00	117.00	177.00	131.00	146.00	
CNAG_03817_1	916834	916883	50	utr5E	107.00	96.00	105.00	60.00	35.00	37.00	47.00	56.00	42.00	40.00	36.00	34.00	
CNAG_03819_1	922636	922696	61	utr5E	116.00	237.00	191.00	64.00	28.00	53.00	53.00	59.00	66.00	44.00	54.00	31.00	
CNAG_03821_1	927720	927860	141	utr5E	118.00	91.00	82.00	61.00	66.00	62.00	88.00	77.00	64.00	36.00	23.00	26.00	
CNAG_03821_2	929920	929925	6	cdsE	0	0	0	8.00	5.00	16.00	0	0	0	0	0	0	
CNAG_03822_1	931924	932098	175	utr5E	102.00	105.00	86.00	54.00	28.00	38.00	71.00	87.00	79.00	41.00	35.00	42.00	
CNAG_03822_2	933203	933303	101	cdsE	1.00	1.00	1.00	3.00	2.00	2.00	11.00	8.00	7.00	18.00	11.00	12.00	
CNAG_03827_1	944522	944555	34	utr5E	187.00	178.00	135.00	92.00	87.00	97.00	212.00	165.00	152.00	76.00	30.00	43.00	
CNAG_03827_2	945792	945793	2	cdsE	0	0	0	0	0	0	3.00	2.00	1.00	4.00	5.00	10.00	
CNAG_03828_1	948837	948918	82	cdsE	3.00	4.00	2.00	22.00	24.00	15.00	8.00	7.00	8.00	26.00	17.00	21.00	
CNAG_03828_2	948995	948995	1	cdsE	0	0	0	2.00	2.00	2.00	2.00	1.00	4.00	0	0	0	
CNAG_03828_3	949079	949079	1	cdsE	1.00	1.00	2.00	0	0	0	0	0	0	1.00	1.00	1.00	
CNAG_03828_4	949404	949454	51	cdsE	0	0	0	12.00	7.00	6.00	0	0	0	0	0	0	
CNAG_03828_5	949585	949593	9	cdsE	0	0	0	8.00	5.00	9.00	3.00	3.00	5.00	4.00	1.00	2.00	
CNAG_03828_6	949715	949743	29	cdsE	2.00	2.00	3.00	30.00	21.00	25.00	5.00	4.00	4.00	1.00	1.00	1.00	
CNAG_03828_7	950652	950740	89	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	21.00	24.00	23.00	
CNAG_03828_8	950810	950810	1	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03828_9	950885	950885	1	utr3E	1.00	2.00	3.00	0	0	0	0	0	0	3.00	7.00	1.00	
CNAG_03829_1	951122	951242	121	utr5E	112.00	101.00	51.00	113.00	104.00	64.00	110.00	74.00	63.00	63.00	50.00	55.00	
CNAG_03835_1	963164	963229	66	utr5E	72.00	86.00	100.00	20.00	16.00	17.00	82.00	64.00	49.00	70.00	42.00	60.00	
CNAG_03835_2	964029	964106	78	utr3I	0	0	0	4.00	5.00	8.00	1.00	4.00	3.00	47.00	42.00	65.00	
CNAG_03835_3	964170	964215	46	utr3I	0	0	0	0	0	0	12.00	18.00	12.00	6.00	5.00	4.00	
CNAG_03836_1	965008	965026	19	utr5E	0	0	0	0	0	0	3.00	2.00	1.00	11.00	7.00	12.00	
CNAG_03836_2	965255	965291	37	utr5E	24.00	38.00	40.00	46.00	32.00	22.00	34.00	21.00	35.00	43.00	27.00	29.00	
CNAG_03836_3	965649	965738	90	utr5E	109.00	108.00	101.00	24.00	30.00	30.00	88.00	75.00	81.00	35.00	29.00	28.00	
CNAG_03838_1	970717	970720	4	utr5E	0	0	0	0	0	0	0	0	0	2.00	3.00	4.00	
CNAG_03838_2	970738	970738	1	utr5E	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03838_3	971092	971210	119	utr5E	0	0	0	0	0	0	0	0	0	18.00	26.00	19.00	
CNAG_03838_4	972403	972403	1	cdsE	0	0	0	0	0	0	1.00	1.00	1.00	0	0	0	
CNAG_03840_1	977617	977709	93	utr5E	268.00	395.00	325.00	453.00	532.00	353.00	136.00	113.00	109.00	513.00	385.00	432.00	
CNAG_03841_1	980763	980845	83	utr5E	328.00	287.00	181.00	216.00	159.00	121.00	184.00	189.00	127.00	112.00	62.00	64.00	
CNAG_03841_2	981402	981407	6	cdsE	0	0	0	41.00	26.00	44.00	1.00	1.00	1.00	3.00	3.00	3.00	
CNAG_03841_3	982927	983018	92	cdsE	50.00	49.00	32.00	18.00	18.00	15.00	6.00	6.00	5.00	2.00	1.00	2.00	
CNAG_03844_1	991396	991465	70	cdsE	63.00	70.00	54.00	105.00	77.00	78.00	101.00	91.00	75.00	33.00	42.00	39.00	
CNAG_03844_2	994558	994702	145	cdsE	0	0	0	3.00	3.00	3.00	6.00	7.00	5.00	33.00	42.00	34.00	
CNAG_03846_1	997313	997347	35	utr5E	77.00	73.00	48.00	14.00	9.00	14.00	47.00	22.00	38.00	10.00	11.00	13.00	
CNAG_03846_2	998461	998539	79	cdsE	0	0	0	1.00	1.00	2.00	0	0	0	20.00	8.00	9.00	
CNAG_03848_1	1001495	1001531	37	utr5E	40.00	49.00	66.00	217.00	216.00	222.00	120.00	125.00	127.00	318.00	172.00	245.00	
CNAG_03848_2	1001776	1001845	70	utr5E	0	0	0	11.00	12.00	14.00	26.00	18.00	19.00	14.00	5.00	6.00	
CNAG_03848_3	1002809	1003126	318	cdsE	1.00	1.00	1.00	11.00	11.00	16.00	7.00	5.00	6.00	133.00	93.00	75.00	
CNAG_03849_1	1003848	1003879	32	utr5E	17.00	28.00	22.00	11.00	11.00	12.00	16.00	17.00	14.00	6.00	5.00	1.00	
CNAG_03849_2	1004133	1004133	1	utr5E	0	0	0	0	0	0	5.00	1.00	5.00	0	0	0	
CNAG_03849_3	1004223	1004257	35	utr5E	0	0	0	4.00	4.00	5.00	0	0	0	0	0	0	
CNAG_03849_4	1006931	1006971	41	cdsE	0	0	0	5.00	4.00	6.00	0	0	0	0	0	0	
CNAG_03851_1	1011364	1011375	12	cdsE	2.00	2.00	1.00	5.00	6.00	4.00	0	0	0	0	0	0	
CNAG_03851_2	1011375	1011375	1	cdsE	2.00	2.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03851_3	1012506	1012506	1	cdsE	3.00	2.00	1.00	0	0	0	0	0	0	5.00	1.00	1.00	
CNAG_03851_4	1012602	1012602	1	cdsE	2.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03851_5	1012622	1012624	3	cdsE	0	0	0	3.00	2.00	3.00	0	0	0	0	0	0	
CNAG_03851_6	1012635	1012732	98	cdsI	0	0	0	12.00	13.00	7.00	0	0	0	16.00	12.00	12.00	
CNAG_03851_7	1012814	1012814	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03851_8	1012911	1012911	1	cdsE	1.00	3.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03852_1	1013737	1013737	1	cdsE	1.00	1.00	1.00	0	0	0	0	0	0	0	0	0	
CNAG_03852_2	1013810	1013923	114	cdsE	0	0	0	13.00	10.00	11.00	0	0	0	12.00	13.00	13.00	
CNAG_03852_3	1014197	1014197	1	cdsE	0	0	0	0	0	0	2.00	1.00	1.00	0	0	0	
CNAG_03852_4	1014360	1014391	32	cdsE	0	0	0	0	0	0	0	0	0	11.00	6.00	6.00	
