Gene_name	nSites	nLocations	Tot	cdsAlt	utr5Altx	utr3Altx
CNC01190	5	2	108	TRUE	FALSE	FALSE
CNC01200	1	1	2378	FALSE	FALSE	FALSE
CNC01210	2	2	3240	TRUE	FALSE	FALSE
CNC01215	2	1	8424	TRUE	FALSE	FALSE
CNC01220	3	2	861	TRUE	FALSE	FALSE
CNC01230	4	2	1764	TRUE	FALSE	FALSE
CNC01240	5	2	1068	TRUE	TRUE	FALSE
CNC01250	8	3	649	TRUE	FALSE	FALSE
CNC01260	1	1	17159	FALSE	FALSE	FALSE
CNC01270	4	3	1690	TRUE	FALSE	FALSE
CNC01280	1	1	1437	FALSE	FALSE	FALSE
CNC01290	1	1	2180	FALSE	FALSE	FALSE
CNC01300	3	2	3628	TRUE	FALSE	FALSE
CNC01310	2	2	3887	TRUE	FALSE	FALSE
CNC01320	1	1	4452	FALSE	FALSE	FALSE
CNC01330	6	4	440	TRUE	FALSE	FALSE
CNC01340	4	2	5919	TRUE	TRUE	FALSE
CNC01350	1	1	158851	FALSE	FALSE	FALSE
CNC01360	2	2	1914	TRUE	FALSE	FALSE
CNC01370	2	2	1976	TRUE	FALSE	FALSE
CNC01375	1	1	436	FALSE	FALSE	FALSE
CNC01380	2	2	1899	TRUE	FALSE	FALSE
CNC01390	6	3	1812	TRUE	TRUE	FALSE
CNC01400	6	2	807	TRUE	FALSE	FALSE
CNC01410	1	1	197400	FALSE	FALSE	FALSE
CNC01420	1	1	4476	FALSE	FALSE	FALSE
CNC01430	1	1	4328	FALSE	FALSE	FALSE
CNC01440	11	4	777	TRUE	FALSE	TRUE
CNC01450	1	1	11234	FALSE	FALSE	FALSE
CNC01460	4	2	626	TRUE	FALSE	FALSE
CNC01470	2	2	2368	TRUE	FALSE	FALSE
CNC01480	7	3	72	TRUE	TRUE	FALSE
CNC01490	5	2	646	TRUE	FALSE	FALSE
CNC01500	2	2	16077	TRUE	FALSE	FALSE
CNC01510	1	1	2583	FALSE	FALSE	FALSE
CNC01520	2	2	2343	TRUE	FALSE	FALSE
CNC01530	2	2	4758	TRUE	FALSE	FALSE
CNC01540	4	3	1742	TRUE	FALSE	FALSE
CNC01550	4	4	5203	TRUE	TRUE	FALSE
CNC01570	1	1	2702	FALSE	FALSE	FALSE
CNC01580	1	1	2641	FALSE	FALSE	FALSE
CNC01590	2	2	2588	TRUE	FALSE	FALSE
CNC01600	1	1	3533	FALSE	FALSE	FALSE
CNC01610	1	1	297048	FALSE	FALSE	FALSE
CNC01620	4	2	2082	TRUE	FALSE	FALSE
CNC01630	1	1	2426	FALSE	FALSE	FALSE
CNC01640	4	2	128	TRUE	TRUE	FALSE
CNC01650	5	2	3564	TRUE	FALSE	FALSE
CNC01660	3	2	6526	FALSE	FALSE	TRUE
CNC01670	3	3	2328	TRUE	FALSE	FALSE
CNC01680	1	1	4846	FALSE	FALSE	FALSE
CNC01690	1	1	183	FALSE	FALSE	FALSE
CNC01700	1	1	8873	TRUE	FALSE	FALSE
CNC01710	2	2	1127	TRUE	FALSE	FALSE
CNC01720	1	1	1726	FALSE	FALSE	FALSE
CNC01730	4	2	771	TRUE	FALSE	FALSE
CNC01740	9	2	180	TRUE	TRUE	FALSE
CNC01745	2	2	1806	TRUE	FALSE	FALSE
CNC01750	2	2	3610	TRUE	FALSE	FALSE
CNC01760	9	2	157	TRUE	FALSE	FALSE
CNC01770	1	1	7617	FALSE	FALSE	FALSE
CNC01780	1	1	4806	FALSE	FALSE	FALSE
CNC01790	1	1	2915	FALSE	FALSE	FALSE
CNC01800	1	1	2439	FALSE	FALSE	FALSE
CNC01810	5	3	223	TRUE	TRUE	FALSE
CNC01820	3	2	2399	TRUE	FALSE	FALSE
CNC01830	3	3	198	TRUE	FALSE	FALSE
CNC01840	2	2	4184	TRUE	FALSE	FALSE
CNC01850	5	3	53	TRUE	TRUE	FALSE
CNC01860	7	4	76	TRUE	TRUE	FALSE
CNC01870	1	1	4566	FALSE	FALSE	FALSE
CNC01880	1	1	7181	FALSE	FALSE	FALSE
CNC01890	3	2	3642	TRUE	FALSE	FALSE
CNC01900	1	1	25189	FALSE	FALSE	FALSE
CNC01910	4	2	3015	TRUE	FALSE	FALSE
CNC01920	3	2	1194	FALSE	TRUE	FALSE
CNC01930	1	1	9103	FALSE	FALSE	FALSE
CNC01940	2	2	2072	TRUE	FALSE	FALSE
CNC01945	5	3	417	TRUE	TRUE	FALSE
CNC01950	3	2	7906	TRUE	TRUE	FALSE
CNC01960	2	2	2362	TRUE	FALSE	FALSE
CNC01970	5	2	870	TRUE	FALSE	FALSE
CNC01980	4	3	183	TRUE	TRUE	FALSE
CNC01990	6	4	589	TRUE	TRUE	TRUE
CNC01995	1	1	4898	FALSE	FALSE	FALSE
CNC02000	1	1	1581	FALSE	FALSE	FALSE
CNC02010	1	1	2670	FALSE	FALSE	FALSE
CNC02020	7	2	369	TRUE	FALSE	FALSE
CNC02030	1	1	868	FALSE	FALSE	FALSE
CNC02040	1	1	11771	FALSE	FALSE	FALSE
CNC02045	3	2	1458	TRUE	FALSE	FALSE
CNC02050	3	2	1670	TRUE	FALSE	FALSE
CNC02060	7	4	522	TRUE	FALSE	TRUE
CNC02070	8	1	467	TRUE	FALSE	FALSE
CNC02080	2	2	1869	TRUE	FALSE	FALSE
CNC02100	2	1	449	FALSE	TRUE	FALSE
CNC02110	6	3	56	TRUE	TRUE	FALSE
CNC02120	3	2	1545	TRUE	FALSE	FALSE
CNC02125	6	3	1849	TRUE	FALSE	FALSE
CNC02130	8	2	810	TRUE	FALSE	FALSE
CNC02140	6	2	989	TRUE	FALSE	FALSE
CNC02150	1	1	16531	FALSE	FALSE	FALSE
CNC02155	5	2	676	TRUE	FALSE	FALSE
CNC02160	4	2	1563	TRUE	FALSE	FALSE
CNC02170	2	2	986	TRUE	FALSE	FALSE
CNC02175	1	1	81826	FALSE	FALSE	FALSE
CNC02180	3	2	78	TRUE	TRUE	FALSE
CNC02190	4	2	1903	TRUE	FALSE	FALSE
CNC02200	3	2	1518	TRUE	FALSE	FALSE
CNC02210	2	2	6951	FALSE	FALSE	FALSE
CNC02220	3	2	2545	TRUE	FALSE	FALSE
CNC02230	2	2	14	TRUE	FALSE	FALSE
CNC02240	3	2	590	TRUE	FALSE	FALSE
CNC02250	1	1	5767	FALSE	FALSE	FALSE
CNC02260	4	2	1809	TRUE	FALSE	FALSE
CNC02270	2	2	940	TRUE	FALSE	FALSE
CNC02290	4	2	1313	FALSE	TRUE	FALSE
CNC02310	4	2	1196	TRUE	FALSE	FALSE
CNC02320	1	1	10669	FALSE	FALSE	FALSE
CNC02330	1	1	3347	FALSE	FALSE	FALSE
CNC02340	2	2	2323	TRUE	FALSE	FALSE
CNC02350	3	2	1097	TRUE	FALSE	FALSE
CNC02355	4	2	87	TRUE	TRUE	FALSE
CNC02360	4	2	1136	TRUE	FALSE	FALSE
CNC02370	6	3	2194	TRUE	FALSE	FALSE
CNC02380	1	1	5343	FALSE	FALSE	FALSE
CNC02390	2	2	9229	TRUE	FALSE	FALSE
CNC02400	1	1	99220	FALSE	FALSE	FALSE
CNC02405	2	2	7047	TRUE	FALSE	FALSE
CNC02410	1	1	15690	FALSE	FALSE	FALSE
CNC02420	3	2	1114	TRUE	FALSE	FALSE
CNC02430	2	2	1044	TRUE	FALSE	FALSE
CNC02440	3	2	2191	TRUE	FALSE	FALSE
CNC02445	2	2	10074	TRUE	FALSE	FALSE
CNC02450	4	2	2696	TRUE	TRUE	FALSE
CNC02460	1	1	75733	FALSE	FALSE	FALSE
CNC02470	1	1	24618	FALSE	FALSE	FALSE
CNC02480	2	1	4836	FALSE	TRUE	FALSE
CNC02490	4	2	781	TRUE	FALSE	FALSE
CNC02500	8	2	1539	TRUE	FALSE	FALSE
CNC02510	4	3	6045	TRUE	TRUE	FALSE
CNC02515	1	1	24169	FALSE	FALSE	FALSE
CNC02520	1	1	25931	FALSE	FALSE	FALSE
CNC02530	1	1	14702	FALSE	FALSE	FALSE
CNC02540	1	1	5593	FALSE	FALSE	FALSE
CNC02550	1	1	69418	FALSE	FALSE	FALSE
CNC02560	2	2	5217	TRUE	FALSE	FALSE
CNC02570	2	2	5256	TRUE	FALSE	FALSE
CNC02580	1	1	1690	FALSE	FALSE	FALSE
CNC02590	3	3	3020	TRUE	FALSE	FALSE
CNC02600	1	1	1714	TRUE	FALSE	FALSE
CNC02610	4	2	497	TRUE	TRUE	FALSE
CNC02620	1	1	16992	FALSE	FALSE	FALSE
CNC02630	6	3	843	TRUE	FALSE	FALSE
CNC02640	3	3	864	TRUE	FALSE	FALSE
CNC02650	4	3	6563	TRUE	FALSE	FALSE
CNC02660	4	3	2219	TRUE	FALSE	FALSE
CNC02670	3	2	3829	TRUE	TRUE	FALSE
CNC02680	2	2	3195	TRUE	FALSE	FALSE
CNC02685	1	1	477	FALSE	FALSE	FALSE
CNC02690	1	1	6826	FALSE	FALSE	FALSE
CNC02700	2	2	8479	TRUE	FALSE	FALSE
CNC02710	2	2	11632	TRUE	FALSE	FALSE
CNC02720	3	3	1106	TRUE	FALSE	FALSE
CNC02730	3	2	1497	TRUE	FALSE	FALSE
CNC02740	10	2	452	TRUE	FALSE	FALSE
CNC02750	1	1	971	FALSE	FALSE	FALSE
CNC02760	1	1	1941	FALSE	FALSE	FALSE
CNC02770	1	1	5706	FALSE	FALSE	FALSE
CNC02780	1	1	2533	FALSE	FALSE	FALSE
CNC02790	1	1	16965	FALSE	FALSE	FALSE
CNC02800	1	1	1632	FALSE	FALSE	FALSE
CNC02805	5	1	95	TRUE	FALSE	FALSE
CNC02810	3	2	1071	TRUE	TRUE	FALSE
CNC02820	3	2	2834	TRUE	FALSE	FALSE
CNC02830	3	2	694	TRUE	TRUE	FALSE
CNC02840	2	2	5800	TRUE	FALSE	FALSE
CNC02850	1	1	14191	FALSE	FALSE	FALSE
CNC02860	6	3	1025	TRUE	FALSE	FALSE
CNC02870	2	2	24045	TRUE	FALSE	FALSE
CNC02880	1	1	1250	FALSE	FALSE	FALSE
CNC02885	1	1	190	FALSE	FALSE	FALSE
CNC02890	2	2	2765	TRUE	FALSE	FALSE
CNC02900	1	1	13522	FALSE	FALSE	FALSE
CNC02910	1	1	8958	FALSE	FALSE	FALSE
CNC02920	2	1	6360	FALSE	TRUE	FALSE
CNC02930	1	1	136510	FALSE	FALSE	FALSE
CNC02950	5	3	1236	TRUE	TRUE	FALSE
CNC02960	8	3	567	TRUE	FALSE	TRUE
CNC02970	1	1	28117	FALSE	FALSE	FALSE
CNC02980	12	2	158	TRUE	FALSE	FALSE
CNC02990	1	1	1764	FALSE	FALSE	FALSE
CNC03000	1	1	22989	FALSE	FALSE	FALSE
CNC03010	1	1	13354	FALSE	FALSE	FALSE
CNC03020	2	2	7072	TRUE	FALSE	FALSE
CNC03030	3	2	2497	TRUE	FALSE	FALSE
CNC03040	2	2	4560	TRUE	FALSE	FALSE
CNC03045	1	1	283	FALSE	FALSE	FALSE
CNC03050	3	2	2335	TRUE	FALSE	FALSE
CNC03060	4	2	1491	TRUE	FALSE	FALSE
CNC03070	1	1	4852	FALSE	FALSE	FALSE
CNC03080	2	1	22469	FALSE	TRUE	FALSE
CNC03090	1	1	3262	FALSE	FALSE	FALSE
CNC03100	1	1	24485	FALSE	FALSE	FALSE
CNC03110	2	2	6114	TRUE	FALSE	FALSE
CNC03120	3	2	3641	TRUE	FALSE	FALSE
CNC03125	2	1	3733	FALSE	TRUE	FALSE
CNC03130	3	3	1643	TRUE	FALSE	FALSE
CNC03140	5	2	143	TRUE	TRUE	FALSE
CNC03150	2	2	1788	TRUE	FALSE	FALSE
CNC03160	2	2	4796	TRUE	FALSE	FALSE
CNC03170	1	1	10817	FALSE	FALSE	FALSE
CNC03180	2	2	10285	TRUE	FALSE	FALSE
CNC03190	1	1	20377	FALSE	FALSE	FALSE
CNC03200	1	1	4888	FALSE	FALSE	FALSE
CNC03210	1	1	3013	FALSE	FALSE	FALSE
CNC03220	2	2	8363	TRUE	FALSE	FALSE
CNC03230	5	2	245	TRUE	TRUE	FALSE
CNC03240	2	2	1614	TRUE	FALSE	FALSE
CNC03250	1	1	10759	FALSE	FALSE	FALSE
CNC03260	1	1	123780	FALSE	FALSE	FALSE
CNC03265	3	3	75	TRUE	FALSE	FALSE
CNC03270	1	1	4227	FALSE	FALSE	FALSE
CNC03280	8	2	253	TRUE	FALSE	FALSE
CNC03290	2	2	1198	TRUE	FALSE	FALSE
CNC03300	3	3	3065	TRUE	FALSE	FALSE
CNC03310	2	2	11014	TRUE	FALSE	FALSE
CNC03320	3	2	5348	TRUE	FALSE	FALSE
CNC03330	7	2	1747	TRUE	FALSE	FALSE
CNC03340	3	2	1550	TRUE	FALSE	FALSE
CNC03350	3	1	362	TRUE	FALSE	FALSE
CNC03360	1	1	2751	FALSE	FALSE	FALSE
CNC03370	1	1	5875	FALSE	FALSE	FALSE
CNC03380	2	2	4177	TRUE	FALSE	FALSE
CNC03390	2	2	2076	TRUE	FALSE	FALSE
CNC03400	3	2	735	TRUE	FALSE	FALSE
CNC03410	1	1	1210	FALSE	FALSE	FALSE
CNC03420	2	2	19609	TRUE	FALSE	FALSE
CNC03430	3	2	817	TRUE	FALSE	FALSE
CNC03435	1	1	86	TRUE	FALSE	FALSE
CNC03440	2	1	4820	FALSE	TRUE	FALSE
CNC03450	2	2	4874	TRUE	FALSE	FALSE
CNC03460	2	2	8235	TRUE	FALSE	FALSE
CNC03480	1	1	43167	FALSE	FALSE	FALSE
CNC03490	3	2	2955	TRUE	FALSE	FALSE
CNC03500	1	1	3049	FALSE	FALSE	FALSE
CNC03510	8	2	440	TRUE	FALSE	FALSE
CNC03520	3	3	1703	TRUE	FALSE	FALSE
CNC03530	1	1	6947	FALSE	FALSE	FALSE
CNC03540	1	1	5055	FALSE	FALSE	FALSE
CNC03545	2	2	7	TRUE	FALSE	FALSE
CNC03550	2	2	1243	TRUE	FALSE	FALSE
CNC03555	4	3	806	TRUE	FALSE	FALSE
CNC03560	6	4	282	TRUE	FALSE	FALSE
CNC03570	2	2	10394	TRUE	FALSE	FALSE
CNC03580	4	2	193	TRUE	FALSE	FALSE
CNC03590	4	2	15	TRUE	FALSE	FALSE
CNC03600	6	3	176	TRUE	FALSE	FALSE
CNC03605	2	2	588	TRUE	FALSE	FALSE
CNC03610	2	2	6434	TRUE	FALSE	FALSE
CNC03620	1	1	7	TRUE	FALSE	FALSE
CNC03630	2	2	8843	TRUE	FALSE	FALSE
CNC03640	1	1	2734	FALSE	FALSE	FALSE
CNC03650	3	3	501	TRUE	FALSE	FALSE
CNC03660	4	2	190	TRUE	FALSE	FALSE
CNC03670	10	3	383	TRUE	TRUE	FALSE
CNC03680	9	3	1570	TRUE	FALSE	FALSE
CNC03690	2	2	1274	TRUE	FALSE	FALSE
CNC03700	2	2	13788	TRUE	FALSE	FALSE
CNC03710	4	3	1549	TRUE	FALSE	FALSE
CNC03720	2	2	2292	TRUE	FALSE	FALSE
CNC03730	1	1	13450	FALSE	FALSE	FALSE
CNC03740	1	1	1989	FALSE	FALSE	FALSE
CNC03750	1	1	5973	FALSE	FALSE	FALSE
CNC03760	1	1	212045	FALSE	FALSE	FALSE
CNC03770	2	2	2666	TRUE	FALSE	FALSE
CNC03780	1	1	1212	FALSE	FALSE	FALSE
CNC03790	2	2	1304	TRUE	FALSE	FALSE
CNC03800	7	2	216	TRUE	FALSE	FALSE
CNC03810	1	1	242	FALSE	FALSE	FALSE
CNC03820	1	1	25220	FALSE	FALSE	FALSE
CNC03830	1	1	98914	FALSE	FALSE	FALSE
CNC03840	1	1	23591	FALSE	FALSE	FALSE
CNC03850	4	2	1981	TRUE	FALSE	FALSE
CNC03860	6	3	2113	TRUE	FALSE	FALSE
CNC03870	2	2	308	TRUE	FALSE	FALSE
CNC03880	3	2	1025	TRUE	FALSE	FALSE
CNC03890	5	2	534	TRUE	FALSE	FALSE
CNC03895	2	2	1953	TRUE	FALSE	FALSE
CNC03900	1	1	14164	FALSE	FALSE	FALSE
CNC03910	1	1	9347	FALSE	FALSE	FALSE
CNC03920	3	3	3260	TRUE	FALSE	FALSE
CNC03925	2	2	3365	TRUE	FALSE	FALSE
CNC03930	2	2	3483	TRUE	FALSE	FALSE
CNC03940	4	2	2258	TRUE	FALSE	FALSE
CNC03950	1	1	21838	FALSE	FALSE	FALSE
CNC03960	3	2	1855	TRUE	TRUE	FALSE
CNC03970	1	1	6512	FALSE	FALSE	FALSE
CNC03980	1	1	9691	FALSE	FALSE	FALSE
CNC03990	3	2	115	TRUE	FALSE	FALSE
CNC04000	1	1	2798	FALSE	FALSE	FALSE
CNC04010	1	1	7263	FALSE	FALSE	FALSE
CNC04020	4	2	1134	TRUE	FALSE	FALSE
CNC04030	2	2	1120	TRUE	FALSE	FALSE
CNC04040	1	1	3791	FALSE	FALSE	FALSE
CNC04050	2	2	1120	TRUE	FALSE	FALSE
CNC04060	1	1	5095	FALSE	FALSE	FALSE
CNC04070	3	2	1055	TRUE	FALSE	FALSE
CNC04080	4	2	961	TRUE	FALSE	FALSE
CNC04100	1	1	11592	FALSE	FALSE	FALSE
CNC04110	3	2	1790	TRUE	FALSE	FALSE
CNC04120	5	2	2493	TRUE	FALSE	FALSE
CNC04130	8	3	915	TRUE	TRUE	FALSE
CNC04140	1	1	9200	FALSE	FALSE	FALSE
CNC04150	2	2	1095	TRUE	FALSE	FALSE
CNC04160	3	2	1400	FALSE	TRUE	FALSE
CNC04170	5	2	836	TRUE	FALSE	FALSE
CNC04180	3	2	1420	TRUE	FALSE	FALSE
CNC04190	1	1	15189	FALSE	FALSE	FALSE
CNC04200	1	1	31122	FALSE	FALSE	FALSE
CNC04210	4	2	3969	TRUE	TRUE	FALSE
CNC04215	4	3	1582	TRUE	TRUE	FALSE
CNC04220	4	2	528	TRUE	FALSE	FALSE
CNC04230	5	4	483	TRUE	TRUE	FALSE
CNC04240	2	2	3687	TRUE	FALSE	FALSE
CNC04260	2	2	1562	TRUE	FALSE	FALSE
CNC04270	1	1	10060	FALSE	FALSE	FALSE
CNC04280	1	1	3563	FALSE	FALSE	FALSE
CNC04290	1	1	139176	FALSE	FALSE	FALSE
CNC04300	1	1	4234	FALSE	FALSE	FALSE
CNC04305	1	1	134192	FALSE	FALSE	FALSE
CNC04310	2	1	4464	FALSE	TRUE	FALSE
CNC04320	2	2	9454	TRUE	FALSE	FALSE
CNC04330	4	2	3463	TRUE	FALSE	FALSE
CNC04340	1	1	4071	FALSE	FALSE	FALSE
CNC04350	2	2	877	TRUE	FALSE	FALSE
CNC04360	4	2	2696	TRUE	TRUE	FALSE
CNC04370	5	2	1193	TRUE	FALSE	FALSE
CNC04380	2	2	221	TRUE	FALSE	FALSE
CNC04390	7	1	834	TRUE	FALSE	FALSE
CNC04400	1	1	8895	FALSE	FALSE	FALSE
CNC04410	7	1	51	TRUE	FALSE	FALSE
CNC04415	3	2	1946	TRUE	FALSE	FALSE
CNC04420	3	2	1339	TRUE	FALSE	FALSE
CNC04430	3	2	1512	TRUE	FALSE	FALSE
CNC04440	1	1	37832	FALSE	FALSE	FALSE
CNC04450	5	2	378	TRUE	FALSE	FALSE
CNC04460	6	2	886	TRUE	FALSE	FALSE
CNC04470	1	1	7639	FALSE	FALSE	FALSE
CNC04480	5	3	163	TRUE	TRUE	FALSE
CNC04490	1	1	11636	FALSE	FALSE	FALSE
CNC04510	1	1	2383	FALSE	FALSE	FALSE
CNC04520	1	1	1332	FALSE	FALSE	FALSE
CNC04530	1	1	848	FALSE	FALSE	FALSE
CNC04540	1	1	72703	FALSE	FALSE	FALSE
CNC04560	6	2	765	TRUE	TRUE	FALSE
CNC04570	3	2	1255	TRUE	FALSE	FALSE
CNC04580	1	1	2431	FALSE	FALSE	FALSE
CNC04590	1	1	26178	FALSE	FALSE	FALSE
CNC04600	6	2	415	TRUE	FALSE	FALSE
CNC04610	1	1	7548	FALSE	FALSE	FALSE
CNC04620	1	1	8680	FALSE	FALSE	FALSE
CNC04630	1	1	1660	FALSE	FALSE	FALSE
CNC04640	2	1	5106	FALSE	TRUE	FALSE
CNC04645	2	1	1497	TRUE	FALSE	FALSE
CNC04660	4	2	242	TRUE	FALSE	FALSE
CNC04670	1	1	3515	FALSE	FALSE	FALSE
CNC04680	2	1	4153	TRUE	FALSE	FALSE
CNC04690	1	1	8676	FALSE	FALSE	FALSE
CNC04700	1	1	1477	FALSE	FALSE	FALSE
CNC04710	1	1	14043	FALSE	FALSE	FALSE
CNC04720	2	2	1686	TRUE	FALSE	FALSE
CNC04730	6	4	1381	TRUE	FALSE	FALSE
CNC04740	3	2	2072	TRUE	FALSE	FALSE
CNC04750	1	1	2801	FALSE	FALSE	FALSE
CNC04760	3	3	1879	TRUE	FALSE	FALSE
CNC04770	1	1	9216	FALSE	FALSE	FALSE
CNC04790	2	2	2110	TRUE	FALSE	FALSE
CNC04800	2	2	938	TRUE	FALSE	FALSE
CNC04803	3	2	1897	TRUE	TRUE	FALSE
CNC04805	6	3	118	TRUE	TRUE	FALSE
CNC04810	4	3	1169	TRUE	FALSE	FALSE
CNC04820	2	1	33913	FALSE	TRUE	FALSE
CNC04830	1	1	12756	FALSE	FALSE	FALSE
CNC04835	3	2	230	TRUE	TRUE	FALSE
CNC04840	4	2	601	TRUE	FALSE	FALSE
CNC04850	5	3	277	TRUE	FALSE	FALSE
CNC04855	5	3	190	TRUE	TRUE	FALSE
CNC04860	1	1	1655	TRUE	FALSE	FALSE
CNC04870	1	1	3048	FALSE	FALSE	FALSE
CNC04880	7	2	1517	TRUE	FALSE	FALSE
CNC04890	2	2	6012	TRUE	FALSE	FALSE
CNC04900	5	3	982	TRUE	FALSE	FALSE
CNC04910	2	2	5984	TRUE	FALSE	FALSE
CNC04920	2	2	1143	TRUE	FALSE	FALSE
CNC04930	1	1	55650	FALSE	FALSE	FALSE
CNC04940	2	2	1076	TRUE	FALSE	FALSE
CNC04945	3	2	761	TRUE	FALSE	FALSE
CNC04960	2	1	511	FALSE	TRUE	FALSE
CNC04970	3	3	872	TRUE	FALSE	FALSE
CNC04980	1	1	7866	FALSE	FALSE	FALSE
CNC04990	3	2	3314	TRUE	FALSE	FALSE
CNC05000	6	2	1251	TRUE	FALSE	FALSE
CNC05010	5	3	440	TRUE	FALSE	FALSE
CNC05020	2	2	1400	FALSE	FALSE	FALSE
CNC05030	6	2	216	TRUE	FALSE	FALSE
CNC05040	2	2	1937	TRUE	FALSE	FALSE
CNC05050	4	2	420	TRUE	FALSE	FALSE
CNC05060	1	1	1223	FALSE	FALSE	FALSE
CNC05065	2	2	1667	TRUE	FALSE	FALSE
CNC05070	3	2	3666	TRUE	FALSE	FALSE
CNC05080	1	1	2936	FALSE	FALSE	FALSE
CNC05090	5	2	899	TRUE	FALSE	FALSE
CNC05100	1	1	49828	FALSE	FALSE	FALSE
CNC05110	2	1	39	FALSE	TRUE	FALSE
CNC05120	1	1	9853	FALSE	FALSE	FALSE
CNC05130	2	2	159	TRUE	FALSE	FALSE
CNC05140	1	1	779	FALSE	FALSE	FALSE
CNC05145	1	1	1187	FALSE	FALSE	FALSE
CNC05150	1	1	4023	FALSE	FALSE	FALSE
CNC05160	1	1	7465	FALSE	FALSE	FALSE
CNC05170	2	2	6241	TRUE	FALSE	FALSE
CNC05180	10	3	865	TRUE	FALSE	FALSE
CNC05200	1	1	6699	FALSE	FALSE	FALSE
CNC05210	4	2	393	TRUE	FALSE	FALSE
CNC05220	7	2	1223	TRUE	FALSE	FALSE
CNC05230	3	3	1560	TRUE	FALSE	FALSE
CNC05240	1	1	6071	FALSE	FALSE	FALSE
CNC05250	3	3	868	TRUE	FALSE	FALSE
CNC05260	1	1	366099	FALSE	FALSE	FALSE
CNC05270	1	1	7641	FALSE	FALSE	FALSE
CNC05280	13	2	7985	TRUE	FALSE	FALSE
CNC05290	2	2	6684	FALSE	FALSE	FALSE
CNC05300	3	3	3832	TRUE	FALSE	FALSE
CNC05310	4	2	4185	TRUE	FALSE	FALSE
CNC05320	2	2	2540	TRUE	FALSE	FALSE
CNC05330	7	4	15703	TRUE	TRUE	FALSE
CNC05340	1	1	8989	FALSE	FALSE	FALSE
CNC05345	2	2	2641	TRUE	FALSE	FALSE
CNC05350	2	2	1778	TRUE	FALSE	FALSE
CNC05360	1	1	91260	FALSE	FALSE	FALSE
CNC05370	2	2	2018	TRUE	FALSE	FALSE
CNC05390	5	2	3002	TRUE	FALSE	FALSE
CNC05400	3	2	1245	TRUE	FALSE	FALSE
CNC05410	2	2	1487	TRUE	FALSE	FALSE
CNC05420	3	2	1925	TRUE	FALSE	FALSE
CNC05430	1	1	3604	FALSE	FALSE	FALSE
CNC05440	4	2	1427	TRUE	FALSE	FALSE
CNC05450	2	2	728	TRUE	FALSE	FALSE
CNC05460	2	2	8736	FALSE	FALSE	FALSE
CNC05470	1	1	13185	FALSE	FALSE	FALSE
CNC05480	1	1	14017	FALSE	FALSE	FALSE
CNC05490	9	2	243	TRUE	FALSE	FALSE
CNC05500	2	2	8025	TRUE	FALSE	FALSE
CNC05510	1	1	10297	FALSE	FALSE	FALSE
CNC05520	1	1	4414	FALSE	FALSE	FALSE
CNC05530	1	1	65295	FALSE	FALSE	FALSE
CNC05540	9	3	591	TRUE	TRUE	FALSE
CNC05550	3	3	1919	TRUE	FALSE	FALSE
CNC05560	1	1	3851	FALSE	FALSE	FALSE
CNC05570	2	2	645	TRUE	FALSE	FALSE
CNC05580	2	2	3515	TRUE	FALSE	FALSE
CNC05590	1	1	3308	FALSE	FALSE	FALSE
CNC05600	6	2	758	TRUE	FALSE	FALSE
CNC05610	1	1	8598	FALSE	FALSE	FALSE
CNC05620	2	2	21834	TRUE	FALSE	FALSE
CNC05640	2	1	1278	FALSE	TRUE	FALSE
CNC05650	1	1	118312	FALSE	FALSE	FALSE
CNC05660	4	2	5527	TRUE	FALSE	FALSE
CNC05670	1	1	2627	FALSE	FALSE	FALSE
CNC05680	14	2	146	TRUE	FALSE	FALSE
CNC05690	5	3	1834	TRUE	TRUE	FALSE
CNC05700	8	3	1520	TRUE	TRUE	FALSE
CNC05710	2	2	1500	TRUE	FALSE	FALSE
CNC05720	1	1	16514	FALSE	FALSE	FALSE
CNC05730	2	2	10639	TRUE	FALSE	FALSE
CNC05740	2	2	14978	TRUE	FALSE	FALSE
CNC05750	2	1	398	FALSE	TRUE	FALSE
CNC05755	3	2	2980	TRUE	TRUE	FALSE
CNC05760	5	3	4775	TRUE	FALSE	FALSE
CNC05770	2	2	6334	TRUE	FALSE	FALSE
CNC05780	4	3	1806	TRUE	FALSE	FALSE
CNC05790	3	3	20518	TRUE	FALSE	FALSE
CNC05800	5	2	908	TRUE	FALSE	FALSE
CNC05810	6	2	1355	TRUE	TRUE	FALSE
CNC05820	8	2	411	TRUE	FALSE	FALSE
CNC05830	1	1	30001	FALSE	FALSE	FALSE
CNC05840	2	2	2977	TRUE	FALSE	FALSE
CNC05850	2	2	2649	TRUE	FALSE	FALSE
CNC05860	1	1	1952	FALSE	FALSE	FALSE
CNC05870	2	2	2173	FALSE	FALSE	FALSE
CNC05880	2	2	504	TRUE	FALSE	FALSE
CNC05890	4	2	806	TRUE	FALSE	FALSE
CNC05900	10	3	873	TRUE	FALSE	TRUE
CNC05910	2	2	1439	FALSE	FALSE	FALSE
CNC05920	4	2	713	TRUE	FALSE	FALSE
CNC05930	6	2	271	TRUE	TRUE	FALSE
CNC05940	1	1	8857	FALSE	FALSE	FALSE
CNC05950	2	2	30570	TRUE	FALSE	FALSE
CNC05955	4	3	558	TRUE	FALSE	FALSE
CNC05960	1	1	2566	FALSE	FALSE	FALSE
CNC05970	1	1	8574	FALSE	FALSE	FALSE
CNC05980	1	1	19338	FALSE	FALSE	FALSE
